,Unnamed: 0,Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac
15,16,Plot1012,2021,6082021,97.096,119.46,91.778,103.475482,0.116986213,0.103271209,0.179230313,0.768273899,50.046,0.053430371,0.029283829,49.99256963,0.2043629,0.23118895,1.230328747,1.253623911,4,20,207.1978358
16,17,Plot1013,2021,6082021,89.938,113.65,86.43,97.42571742,0.126172994,0.116470519,0.202393349,0.760492741,50.932,0.042284272,0.025350151,50.88971573,0.229823396,0.248577319,1.263648291,1.280501306,4,21,210.7084981
17,18,Plot1014,2021,6082021,95.119,117.64,93.222,102.5948911,0.110804233,0.105852161,0.188401917,0.792434546,46.939,0.050743674,0.04206405,46.88825633,0.209358527,0.218968946,1.236766577,1.245091047,4,22,199.8101557
18,19,Plot1015,2021,6082021,93.094,115.6,90.232,100.285703,0.115490946,0.107842104,0.189984974,0.780553633,47.874,0.049281762,0.035877776,47.82471824,0.213204655,0.228057111,1.241755645,1.25473494,4,23,200.5153774
19,20,Plot1016,2021,6082021,90.983,114.24,89.509,98.89480096,0.117338106,0.113325504,0.200986916,0.783517157,47.988,0.044569982,0.037568367,47.94343002,0.223777113,0.231520579,1.255619182,1.262467169,4,24,202.1107195
20,21,Plot1017,2021,6082021,95.144,117.99,92.359,102.476348,0.114472128,0.107190781,0.189161664,0.782769726,48.477,0.049793612,0.037030636,48.42720639,0.211946328,0.226087687,1.240120239,1.252449496,4,25,207.624072
21,22,Plot1018,2021,6082021,91.104,114.71,88.605,98.84190903,0.121504464,0.114695793,0.201400916,0.772426118,49.711,0.043596371,0.031713307,49.66740363,0.226413094,0.239564649,1.259110467,1.270826356,4,26,195.1707639
22,23,Plot1019,2021,6082021,92.301,115.46,91.579,100.394554,0.11340405,0.111469429,0.199333804,0.793166465,47.04,0.045972473,0.042595711,46.99402753,0.220202743,0.223935598,1.250907357,1.254182817,4,27,193.9421164
23,24,Plot102,2021,6082021,101.63,121.19,89.819,105.0128972,0.117398791,0.087783861,0.147066563,0.741142008,50.931,0.067464392,0.014574637,50.86353561,0.174225143,0.233409036,1.192462855,1.242543338,32,6,219.3729954
24,25,Plot1020,2021,6082021,90.965,116.11,89.944,99.74314757,0.124200915,0.121429434,0.214674168,0.774644733,51.311,0.037846064,0.033033577,51.27315394,0.239329922,0.244643201,1.276424999,1.2812318,4,28,193.3664236
25,26,Plot1021,2021,6082021,91.672,115.81,91.605,100.3447187,0.116518076,0.116337803,0.208307084,0.790993869,48.343,0.041896839,0.041583218,48.30110316,0.229568514,0.229914786,1.263308317,1.263615929,4,29,210.7199831
26,27,Plot1022,2021,6082021,93.828,116,92.381,101.3145971,0.1094931,0.105667499,0.188783026,0.796387931,45.791,0.050823106,0.044119798,45.74017689,0.209001368,0.216420714,1.236304728,1.242719787,4,30,181.2137144
27,28,Plot1023,2021,6082021,90.529,113.73,88.546,98.26903015,0.119018043,0.113586182,0.200504697,0.778563264,48.385,0.044434351,0.034952955,48.34056565,0.22427876,0.234769267,1.256282517,1.265582231,4,31,188.1242157
28,29,Plot1024,2021,6082021,90.679,112.78,89.149,98.13180531,0.112810443,0.108626308,0.193342665,0.790468168,45.732,0.048428614,0.04110824,45.68357139,0.214719002,0.222820071,1.243727875,1.250795529,4,32,190.1649701
29,30,Plot1027,2021,6082021,96.199,115.42,84.402,99.49827738,0.122104992,0.090828328,0.151088298,0.731259747,50.239,0.065058222,0.009265559,50.17394178,0.18017029,0.242635535,1.199804572,1.253230184,3,3,167.7354389
30,31,Plot1028,2021,6082021,89.598,110.02,79.786,93.98228166,0.130079297,0.102305403,0.170421924,0.725195419,50.656,0.055178881,0.00601423,50.60082112,0.202491451,0.257399744,1.227929195,1.276283268,3,4,181.5701738
31,32,Plot1029,2021,6082021,96.965,117.1,87.116,101.1662307,0.119821364,0.094060215,0.158607,0.743945346,50.119,0.061926217,0.016144445,50.05707378,0.186470664,0.237603747,1.207652246,1.251503532,3,5,193.4156748
32,33,Plot103,2021,6082021,97.43,118.52,87.279,101.9104495,0.124080911,0.097661496,0.163906397,0.736407357,52.331,0.058971932,0.012105043,52.27202807,0.193477647,0.245820578,1.216463102,1.261858506,32,7,214.885623
33,34,Plot1030,2021,6082021,97.462,118.15,89.04,102.2845468,0.1177809,0.095950133,0.163448472,0.753618282,49.798,0.060058033,0.021355514,49.73794197,0.190149666,0.233304042,1.212267345,1.249305675,3,6,209.1278448
34,35,Plot1031,2021,6082021,91.112,113.13,85.25,97.24086237,0.123932622,0.107803488,0.18503765,0.753557854,49.898,0.049834883,0.021485913,49.84816512,0.213130065,0.244635492,1.241658618,1.269461822,3,7,229.7966298
35,36,Plot1032,2021,6082021,87.687,109.11,81.816,93.60886697,0.125648981,0.108858367,0.186317739,0.749848776,48.717,0.048999149,0.019498013,48.66800085,0.215166974,0.247955604,1.244312156,1.273361264,3,8,228.9674437
36,37,Plot1033,2021,6082021,90.776,110.77,82.889,95.53509198,0.121139662,0.09920316,0.16850249,0.748298276,47.875,0.057364248,0.018544131,47.81763575,0.196472778,0.239748569,1.220256455,1.257754857,3,9,232.0632372
37,38,Plot1034,2021,6082021,88.387,109.64,81.175,93.84840967,0.127861702,0.107323749,0.181879643,0.740377599,49.718,0.050507518,0.014344453,49.66749248,0.212203258,0.252457774,1.240453913,1.276116557,3,10,225.6519063
38,39,Plot1035,2021,6082021,92.816,113.27,85.108,97.78935596,0.120198584,0.099249828,0.169072063,0.751372826,48.616,0.057255301,0.020196845,48.5587447,0.196563402,0.237859776,1.220371488,1.256117663,3,11,232.3645803
39,40,Plot1036,2021,6082021,94.086,114.75,85.584,98.90122843,0.121783122,0.098948457,0.167656509,0.745830065,49.83,0.057640106,0.017212146,49.77235989,0.195978132,0.241062676,1.21962885,1.258707403,3,12,225.9879626
40,41,Plot1037,2021,6082021,89.083,110.44,82.344,94.71590649,0.126056889,0.107040291,0.18225962,0.74559942,49.453,0.05064871,0.017176895,49.40235129,0.211655513,0.248895786,1.239742712,1.27264654,3,13,220.8704277
41,42,Plot1038,2021,6082021,91.506,114.42,85.86,98.04288864,0.126718955,0.111272982,0.190845035,0.750393288,51.474,0.046912463,0.019822747,51.42708754,0.219824171,0.24990791,1.250409809,1.27721119,3,14,207.0135241
42,43,Plot1039,2021,6082021,90.97,111.69,84.197,96.33160058,0.120971931,0.102240205,0.174906933,0.753845465,48.213,0.054619549,0.021564055,48.15838045,0.202365076,0.239159697,1.227767396,1.259811074,3,15,210.1534069
43,44,Plot104,2021,6082021,98.408,116.5,87.269,101.443355,0.113029854,0.08418486,0.141743511,0.749090129,47.323,0.07039318,0.018785679,47.25260682,0.167184867,0.224920274,1.183846842,1.232163288,32,8,206.4117393
44,45,Plot1040,2021,6082021,86.867,108.9,81.888,93.29296192,0.126877158,0.112547058,0.193477287,0.751955923,49.045,0.045789919,0.020684663,48.99921008,0.22227855,0.250142383,1.253640623,1.278525413,3,16,212.2059717
45,46,Plot1041,2021,6082021,94.825,115.93,88.501,100.4389906,0.116897005,0.100139973,0.172632388,0.763400328,48.534,0.056222766,0.026637394,48.47777723,0.198291476,0.231205896,1.222567888,1.250992053,3,17,219.2575686
46,47,Plot1042,2021,6082021,96.693,120.16,91.45,103.5230479,0.121777143,0.108216165,0.187132684,0.761068575,52.177,0.049335232,0.025526836,52.12766477,0.213927086,0.240361266,1.242695955,1.265981199,3,18,212.6315786
47,48,Plot1043,2021,6082021,96.961,119.21,90.023,102.8212043,0.120910946,0.102923149,0.176372198,0.755163157,51.436,0.054003018,0.022280646,51.38199698,0.203688589,0.238987146,1.229463392,1.26023844,3,19,214.2020335
48,49,Plot1044,2021,6082021,101.54,123.73,95.427,107.5884083,0.113613709,0.098504017,0.170898701,0.77125192,50.493,0.057456103,0.030769854,50.4355439,0.195114828,0.224789268,1.218534568,1.243991734,3,20,205.3490251
49,50,Plot1045,2021,6082021,93.989,117.83,88.959,101.0470925,0.125922104,0.112553642,0.194050138,0.75497751,52.712,0.045730073,0.022317457,52.66626993,0.222291228,0.248268037,1.253657343,1.27683055,3,21,212.4850017
50,51,Plot1046,2021,6082021,100.46,121.56,95.501,106.4416682,0.107403873,0.095036483,0.16677337,0.785628496,47.159,0.060103111,0.038238101,47.09889689,0.188371607,0.212663906,1.210033844,1.230604808,3,22,214.2877107
51,52,Plot1047,2021,6082021,96.924,118.95,91.817,103.2371473,0.115223338,0.102031741,0.177547418,0.771895755,49.159,0.054416931,0.031179983,49.10458307,0.201960972,0.227774494,1.227250217,1.24957221,3,23,207.5510237
52,53,Plot1048,2021,6082021,101.76,124.2,97.269,108.3851096,0.110343764,0.099309612,0.174371168,0.783164251,49.371,0.056504831,0.037052987,49.31449517,0.196679493,0.218275341,1.220518868,1.23900249,3,24,205.8347392
53,54,Plot1049,2021,6082021,97.399,120.51,94.248,104.7089789,0.114113163,0.106058033,0.186889965,0.782076176,49.373,0.050771247,0.036639255,49.32222875,0.20975666,0.225420925,1.237281697,1.250905819,3,25,207.6030855
54,55,Plot105,2021,6082021,90.165,110.35,82.778,95.14733664,0.121320587,0.100665786,0.171441433,0.750140462,47.757,0.056058568,0.019552901,47.70094143,0.199311825,0.239982278,1.223867354,1.259204679,32,9,204.4382303
55,56,Plot1050,2021,6082021,97.183,120.21,92.5,104.0051755,0.117964767,0.105923374,0.184373824,0.769486732,50.737,0.051134424,0.029978089,50.68586558,0.20949625,0.2329798,1.236944733,1.257455628,3,26,219.8948739
56,57,Plot1051,2021,6082021,94.067,116.86,89.483,100.8498345,0.120233901,0.108061083,0.187683212,0.765728222,50.17,0.049378516,0.028015712,50.12062148,0.213627594,0.237335492,1.242306016,1.263146167,3,27,210.8345446
57,58,Plot1052,2021,6082021,94.137,116.55,89.396,100.7262331,0.118970413,0.106380555,0.184787,0.767018447,49.567,0.050791948,0.0286734,49.51620805,0.210380274,0.234935381,1.238089168,1.259578384,3,28,228.2750625
58,59,Plot1053,2021,6082021,95.157,118.26,92.552,102.6420235,0.115058141,0.108252857,0.191147148,0.782614578,48.811,0.048893189,0.03697368,48.76210681,0.213997941,0.227201055,1.242788234,1.254328892,3,29,202.66714
59,60,Plot1054,2021,6082021,96.362,118.85,93.824,103.6241615,0.111043596,0.104492315,0.185257192,0.789432057,47.514,0.051957701,0.040460011,47.4620423,0.206727446,0.219466824,1.233370001,1.244381284,3,30,173.9993637
60,61,Plot1055,2021,6082021,89.919,113.81,88.475,98.09173986,0.121242125,0.117268528,0.207289986,0.777392145,49.226,0.041329345,0.034410891,49.18467065,0.231355477,0.239002342,1.265694681,1.272536487,3,31,167.3700641
61,62,Plot1056,2021,6082021,96.049,119.44,95.049,104.124343,0.111126616,0.108548464,0.194212886,0.795788681,47.782,0.048395365,0.043887061,47.73360463,0.214568715,0.219555111,1.243531947,1.247873409,3,32,147.0979567
62,63,Plot1059,2021,6082021,94.194,113.13,83.157,97.61487794,0.121178561,0.091335301,0.152504289,0.735057014,48.909,0.064519194,0.011325353,48.84448081,0.181159346,0.240678459,1.201031913,1.251924047,2,3,197.7945574
63,64,Plot106,2021,6082021,88.659,110.35,81.216,94.22239549,0.130128656,0.108995071,0.184145068,0.735985501,50.825,0.049148363,0.011963244,50.77585164,0.215430839,0.25682127,1.244656493,1.281535259,32,10,200.6223837
64,65,Plot1060,2021,6082021,93.944,114.65,85.062,98.66718718,0.123177225,0.0992646,0.167616488,0.741927606,50.294,0.057453619,0.015108835,50.23654638,0.196592088,0.243832054,1.220407903,1.261445387,2,4,195.8548979
65,66,Plot1061,2021,6082021,95.22,116.24,88.47,100.6736094,0.117235745,0.099404143,0.170908204,0.761097729,48.79,0.056906612,0.02539926,48.73309339,0.196863045,0.231931927,1.220751943,1.251010141,2,5,210.3924321
66,67,Plot1062,2021,6082021,90.205,110.68,83.416,95.47291672,0.120864042,0.101923986,0.174301305,0.753668233,47.739,0.054896043,0.021464575,47.68410396,0.201752072,0.238969258,1.226982983,1.259372762,2,6,225.8158891
67,68,Plot1063,2021,6082021,86.181,108.18,80.895,92.50959984,0.128532532,0.113186287,0.193881868,0.747781475,49.284,0.045315633,0.018430116,49.23868437,0.223509168,0.253355872,1.255265082,1.282004554,2,7,237.7037389
68,69,Plot1064,2021,6082021,85.273,106.4,78.848,90.93853535,0.129149079,0.110224184,0.187254598,0.741052632,48.679,0.04798962,0.014738967,48.63101038,0.217802208,0.254777789,1.247757203,1.280734275,2,8,228.1018151
69,70,Plot1065,2021,6082021,86.458,107.52,79.86,92.03831768,0.127759218,0.108579323,0.184563347,0.742745536,48.722,0.049376639,0.015644286,48.67262336,0.214628293,0.25215233,1.243609614,1.276922497,2,9,240.1840082
70,71,Plot1066,2021,6082021,85.876,108.55,79.864,92.26058814,0.134155261,0.116620205,0.197919031,0.735734684,51.36,0.042569543,0.011883773,51.31743046,0.23011084,0.264179425,1.26403186,1.294954264,2,10,233.1831971
71,72,Plot1067,2021,6082021,90.478,112.06,84.278,96.34399024,0.123757759,0.106557782,0.182496195,0.752079243,49.364,0.050935792,0.020672487,49.31306421,0.210722898,0.244373987,1.238533124,1.268158704,2,11,234.3805015
72,73,Plot1068,2021,6082021,88.358,109.83,82.166,94.20017095,0.12593033,0.108341575,0.185068349,0.748119822,49.136,0.049477446,0.018556539,49.08652255,0.214169253,0.248547942,1.243011385,1.273451764,2,12,227.553731
73,74,Plot1069,2021,6082021,85.645,107.72,80.143,91.94484737,0.13024227,0.114162335,0.194970942,0.743993687,49.652,0.044543487,0.016380508,49.60745651,0.225387191,0.256654399,1.257750015,1.285869391,2,13,225.180571
74,75,Plot107,2021,6082021,85.89,108.82,79.813,92.35619356,0.13548441,0.117764881,0.19957005,0.733440544,51.937,0.041621285,0.010630075,51.89537872,0.232307983,0.266709752,1.266969379,1.298310248,32,11,196.1795229
75,76,Plot1070,2021,6082021,88.218,109.85,82.078,94.1386143,0.126678222,0.109215017,0.186498836,0.747182522,49.404,0.048743155,0.018059155,49.35525684,0.215855329,0.249964813,1.245210728,1.275486572,2,14,220.7942396
76,77,Plot1071,2021,6082021,90.051,111.11,83.477,95.60861926,0.123037893,0.10468729,0.178945311,0.751300513,48.692,0.052562904,0.020228501,48.6394371,0.20710483,0.243081976,1.23385637,1.265399143,2,15,211.4456058
77,78,Plot1072,2021,6082021,90.324,111.18,85.143,96.20940326,0.117872844,0.103501667,0.179235311,0.765812196,46.893,0.053283656,0.027979361,46.83971634,0.204809296,0.232927612,1.230902086,1.255354434,2,16,222.499479
78,79,Plot1073,2021,6082021,96.807,118.43,94.141,103.6979396,0.107319171,0.100461352,0.178560811,0.794908385,45.912,0.055271545,0.043207339,45.85672846,0.198915156,0.2122875,1.223361947,1.234791344,2,17,217.5625296
79,80,Plot1074,2021,6082021,97.146,120.32,95.455,104.9220421,0.110882857,0.106563785,0.189933695,0.793342753,48.039,0.050122555,0.042557067,47.98887745,0.210734502,0.219108914,1.238548165,1.245811795,2,18,221.8875934
80,81,Plot1075,2021,6082021,96.593,119.41,92.076,103.3875323,0.117315299,0.105632792,0.184116456,0.771091198,50.151,0.051351114,0.030824561,50.09964889,0.208934236,0.231716549,1.236217945,1.256091222,2,19,210.137481
81,82,Plot1076,2021,6082021,99.06,122.75,96.37,106.7202308,0.11355544,0.10680312,0.18885523,0.78509165,50.07,0.050078572,0.038242504,50.01992143,0.211197134,0.224309579,1.239147991,1.250560422,2,20,212.932531
82,83,Plot1077,2021,6082021,97.376,120.77,94.197,104.7863749,0.115367121,0.107240105,0.188738917,0.779970191,49.967,0.049805502,0.035556424,49.9171945,0.212041638,0.227834164,1.240244003,1.254028145,2,21,214.824508
83,84,Plot1078,2021,6082021,102.85,127.56,100.93,111.1103671,0.111876226,0.107243609,0.190840284,0.791235497,51.34,0.049586527,0.041474015,51.29041347,0.212048409,0.22102874,1.240252795,1.248060085,2,22,213.0415452
84,85,Plot1079,2021,6082021,105.95,130.43,104.38,114.2111667,0.107239118,0.103562061,0.185454545,0.80027601,50.53,0.05252964,0.046079352,50.47747036,0.204926267,0.212066338,1.231052383,1.237187703,2,23,209.1299963
85,86,Plot108,2021,6082021,86.342,109.84,80.95,93.22494134,0.135379304,0.119776534,0.20391905,0.736981063,52.388,0.039832282,0.012593277,52.34816772,0.236164947,0.26636846,1.272150286,1.299762996,32,12,181.281216
86,87,Plot1080,2021,6082021,105.86,130.5,106.16,114.7555884,0.103547419,0.104247758,0.189247312,0.81348659,48.98,0.051687493,0.052913698,48.92831251,0.20625403,0.204898867,1.232760249,1.231599087,2,24,207.1389022
87,88,Plot1081,2021,6082021,107.4,132.48,107.96,116.5347902,0.10326449,0.104552276,0.190115221,0.814915459,49.6,0.051402944,0.053656854,49.54859706,0.206843509,0.204353124,1.233519553,1.23138519,2,25,206.8470525
88,89,Plot1082,2021,6082021,103.77,128.24,102.83,112.2314861,0.10771357,0.105469592,0.189425608,0.801855895,49.88,0.050884004,0.046953769,49.829116,0.208618545,0.212966256,1.235809964,1.239560425,2,26,211.2844888
89,90,Plot1083,2021,6082021,91.956,116.33,89.527,100.0060974,0.123573259,0.117021787,0.205239182,0.769595117,51.177,0.041665072,0.030246497,51.13533493,0.230881856,0.243513533,1.265061551,1.27638922,2,27,208.3244223
90,91,Plot1084,2021,6082021,93.612,118.31,91.612,101.9039109,0.121836508,0.116542879,0.205286344,0.774338602,51.396,0.041994637,0.03276997,51.35400536,0.229962353,0.240163746,1.263833697,1.272955408,2,28,215.6951028
91,92,Plot1085,2021,6082021,98.383,122.21,98.058,106.8173989,0.108830221,0.1080134,0.194450565,0.802372965,47.979,0.04872478,0.047296886,47.93027522,0.213535504,0.215113949,1.24218615,1.243555618,2,29,196.4425064
92,93,Plot1086,2021,6082021,98.245,121.91,97.143,106.3812179,0.110271215,0.107492449,0.192379605,0.796841933,48.432,0.049269141,0.044406835,48.38273086,0.212529201,0.21790806,1.240877398,1.245547296,2,30,162.4446509
93,94,Plot1087,2021,6082021,91.547,114.66,90.219,99.44384809,0.115678958,0.112086399,0.199270614,0.786839351,47.554,0.04556213,0.039290076,47.50843787,0.221391377,0.228328152,1.252471408,1.258580719,2,31,154.8095938
94,95,Plot1088,2021,6082021,98.182,120.27,96.438,105.5222976,0.105524405,0.101111457,0.181028407,0.801845847,45.92,0.054573978,0.046820159,45.86542602,0.200176405,0.20876298,1.224969954,1.232302705,2,32,130.4132551
95,96,Plot109,2021,6082021,85.882,110.7,80.673,93.3422749,0.141369489,0.126247571,0.214116246,0.728753388,54.845,0.034390002,0.00808714,54.81061,0.248533897,0.277650704,1.2889779,1.316116682,32,13,175.3371759
96,97,Plot1091,2021,6082021,102.57,122.96,88.098,105.5162296,0.126554097,0.090409258,0.148364282,0.716476903,55.252,0.065804074,0.001202699,55.18619593,0.179352519,0.251825945,1.19879107,1.261071129,1,3,203.963605
97,98,Plot1092,2021,6082021,93.524,114.45,84.156,98.19669616,0.125977667,0.100618347,0.169006122,0.735307995,51.22,0.056425564,0.011530483,51.16357444,0.199219782,0.249324954,1.223750053,1.2675257,1,4,235.3957062
98,99,Plot1093,2021,6082021,95.308,115.88,86.947,100.1192124,0.119572962,0.097410838,0.16558141,0.750319296,49.505,0.058869975,0.019607896,49.44613002,0.192990414,0.236769463,1.215847568,1.253595497,1,5,252.0167
99,100,Plot1094,2021,6082021,87.957,109.3,81.182,93.58319111,0.127562613,0.108198949,0.183872496,0.742744739,49.461,0.049704962,0.01564005,49.41129504,0.213893839,0.251792372,1.24265266,1.276267482,1,6,246.012749
100,101,Plot1095,2021,6082021,86.067,107.07,78.833,91.44425493,0.129907134,0.108746641,0.183746851,0.736275334,49.24,0.04935765,0.012119719,49.19064235,0.214951304,0.256402516,1.244030813,1.280937574,1,7,237.4773303
101,102,Plot1096,2021,6082021,88.665,108.86,80.416,93.41433666,0.125746831,0.102240223,0.172446183,0.73871027,48.639,0.054943315,0.01339277,48.58405668,0.20236511,0.248697032,1.227767439,1.268348381,1,8,246.0794355
102,103,Plot1097,2021,6082021,87.446,107.71,79.435,92.30053492,0.126965402,0.103834881,0.175110827,0.737489555,48.539,0.053586607,0.012742588,48.48541339,0.205454615,0.250983507,1.231731583,1.271778614,1,9,245.9537098
103,104,Plot1098,2021,6082021,89.309,110.18,82.411,94.70533741,0.124056315,0.10462231,0.178265772,0.747966963,48.64,0.052687478,0.01842994,48.58731252,0.206979063,0.245111165,1.233694253,1.267163298,1,10,244.7760573
104,105,Plot1099,2021,6082021,90.716,111.15,82.459,95.53917493,0.124217713,0.101225565,0.171128996,0.741871345,49.125,0.055754506,0.015097512,49.06924549,0.200397733,0.24572988,1.225252436,1.264815082,1,11,243.4763075
105,106,Plot11,2021,6082021,86.861,109.56,80.506,93.14763006,0.133906186,0.115563,0.195824527,0.734811975,51.753,0.043496662,0.011369061,51.70950334,0.228080035,0.263766188,1.261325566,1.293644834,35,11,213.8725292
106,107,Plot110,2021,6082021,90.946,114.68,85.155,97.76511195,0.131354187,0.115423147,0.197010069,0.742544472,53.259,0.043484272,0.015602808,53.21551573,0.227811277,0.258757343,1.260968047,1.288899456,32,14,192.9990351
107,108,Plot1100,2021,6082021,90.392,111.55,84.268,96.11661665,0.121781979,0.104772657,0.179801825,0.755428059,48.44,0.052404878,0.022449251,48.38759512,0.207270047,0.240584037,1.234069387,1.263238033,1,12,244.4194131
108,109,Plot1101,2021,6082021,91.849,114.16,84.286,97.59247614,0.129025479,0.108301094,0.183293215,0.738314646,52.185,0.049703233,0.013229301,52.13529677,0.214091086,0.254688445,1.242909558,1.278988828,1,13,232.4067082
109,110,Plot1102,2021,6082021,95.297,117.2,86.936,100.6234338,0.125210917,0.103074396,0.174441108,0.741774744,52.167,0.05415502,0.015063136,52.11284498,0.203981624,0.247545705,1.229839344,1.268026358,1,14,221.4285861
110,111,Plot1103,2021,6082021,92.178,113.42,84.827,97.5645086,0.123401305,0.103318126,0.175886595,0.747901605,49.835,0.053814926,0.018379272,49.78118507,0.204453782,0.243912633,1.230445443,1.264973387,1,15,223.3311934
111,112,Plot1104,2021,6082021,94.49,114.16,87.503,99.36069093,0.112906488,0.094272705,0.16236473,0.766494394,46.327,0.06120485,0.028175301,46.26579515,0.186884504,0.223671296,1.208170177,1.239475535,1,16,227.7082362
112,113,Plot1105,2021,6082021,103.33,122.73,95.318,107.7423824,0.105406793,0.085817924,0.14838384,0.776647926,46.812,0.068243626,0.033341423,46.74375637,0.170381041,0.209275565,1.187747992,1.220102893,1,17,233.7072074
113,114,Plot1106,2021,6082021,99.591,121.3,95.593,106.0975635,0.10830912,0.098279242,0.173258951,0.788070899,47.416,0.057277461,0.039591891,47.35872254,0.194678125,0.214306783,1.217981545,1.234713255,1,18,227.7227352
114,115,Plot1107,2021,6082021,105.8,125.63,97.614,110.3102139,0.105231441,0.085684656,0.148188557,0.77699594,47.846,0.068349522,0.033520137,47.77765048,0.170120313,0.208932975,1.187429112,1.219702424,1,19,218.4855664
115,116,Plot1108,2021,6082021,106.72,127.81,100.48,112.2805785,0.104619507,0.08992453,0.157329355,0.786166967,48.42,0.064469717,0.038392884,48.35553028,0.178406391,0.207407848,1.19761994,1.221890701,1,20,210.898753
116,117,Plot1109,2021,6082021,109.95,133.08,106.65,117.1516274,0.102659707,0.095173435,0.169599648,0.801397656,49.56,0.059625944,0.046413864,49.50037406,0.188638189,0.203289395,1.210368349,1.222713212,1,21,212.3419144
117,118,Plot111,2021,6082021,96.124,120.77,91.264,103.5283117,0.126249627,0.113631544,0.196179257,0.755684359,54.152,0.044793904,0.022714322,54.1072061,0.224366044,0.248853447,1.256397986,1.27829326,32,15,218.7830845
118,119,Plot1110,2021,6082021,110.01,133.47,106.61,117.3060571,0.104061544,0.096352883,0.171403522,0.798756275,50.32,0.058682053,0.045085549,50.26131795,0.190933166,0.206011474,1.213253341,1.226003448,1,22,206.7963163
119,120,Plot1111,2021,6082021,114.23,137.18,111.16,121.4130565,0.097988994,0.091285152,0.163636364,0.810322204,48.97,0.062724439,0.050870177,48.90727556,0.181061522,0.19420341,1.200910444,1.211854716,1,23,200.6640656
