OID_,FID,X,Y,Extract_GALa2_dry_mass
269,268,-93.539126409999980,44.065337769999999,13186.766113281000798
270,269,-93.539126409999980,44.065299169999989,13187.278564452999490
271,270,-93.539126409999980,44.065260569999992,13251.093994140999712
272,271,-93.539126409999980,44.065221970000003,13253.207519531000798
273,272,-93.539126409999980,44.065183370000000,13367.274414061999778
274,273,-93.539126409999980,44.065144769999989,13440.108886718999202
275,274,-93.539126409999980,44.065106169999993,13428.233398438000222
276,275,-93.539126409999980,44.065067569999997,13388.612304688000222
277,276,-93.539126409999980,44.065028970000000,13498.342773438000222
278,277,-93.539126409999980,44.064990369999990,13647.505859375000000
279,278,-93.539126409999980,44.064951769999986,13591.229980468999202
280,279,-93.539126409999980,44.064913169999997,13513.812988281000798
281,280,-93.539087809999970,44.065646569999991,10555.754882811999778
282,281,-93.539087809999970,44.065607969999988,10010.979248047000510
283,282,-93.539087809999970,44.065569369999992,9624.018310547000510
284,283,-93.539087809999970,44.065530769999995,10226.528076172000510
285,284,-93.539087809999970,44.065492169999999,11437.368164061999778
286,285,-93.539087809999970,44.065453569999981,12604.697998047000510
287,286,-93.539087809999970,44.065414969999992,13401.952392577999490
288,287,-93.539087809999970,44.065376369999996,13428.854492188000222
289,288,-93.539087809999970,44.065337769999999,13277.728271484000288
290,289,-93.539087809999970,44.065299169999989,13452.473144531000798
291,290,-93.539087809999970,44.065260569999992,13664.287841797000510
292,291,-93.539087809999970,44.065221970000003,13707.110107422000510
293,292,-93.539087809999970,44.065183370000000,13703.525390625000000
294,293,-93.539087809999970,44.065144769999989,13699.099853515999712
295,294,-93.539087809999970,44.065106169999993,13723.992919922000510
296,295,-93.539087809999970,44.065067569999997,13756.316894531000798
297,296,-93.539087809999970,44.065028970000000,13818.462402343999202
298,297,-93.539087809999970,44.064990369999990,13822.842529297000510
299,298,-93.539087809999970,44.064951769999986,13860.578857422000510
300,299,-93.539087809999970,44.064913169999997,13877.226562500000000
301,300,-93.539049210000002,44.065646569999991,10414.903564452999490
302,301,-93.539049210000002,44.065607969999988,9708.609375000000000
303,302,-93.539049210000002,44.065569369999992,9155.502685547000510
304,303,-93.539049210000002,44.065530769999995,9614.416015625000000
305,304,-93.539049210000002,44.065492169999999,10355.568847656000798
306,305,-93.539049210000002,44.065453569999981,11713.520751952999490
307,306,-93.539049210000002,44.065414969999992,12802.895996093999202
308,307,-93.539049210000002,44.065376369999996,12999.853027343999202
309,308,-93.539049210000002,44.065337769999999,12979.618164061999778
310,309,-93.539049210000002,44.065299169999989,13202.500244140999712
311,310,-93.539049210000002,44.065260569999992,13485.364013672000510
312,311,-93.539049210000002,44.065221970000003,13533.964843750000000
313,312,-93.539049210000002,44.065183370000000,13407.523437500000000
314,313,-93.539049210000002,44.065144769999989,13242.385498047000510
315,314,-93.539049210000002,44.065106169999993,13293.114501952999490
316,315,-93.539049210000002,44.065067569999997,13513.889648438000222
317,316,-93.539049210000002,44.065028970000000,13480.011718750000000
318,317,-93.539049210000002,44.064990369999990,13217.572998047000510
319,318,-93.539049210000002,44.064951769999986,13176.658935547000510
320,319,-93.539049210000002,44.064913169999997,13351.927978515999712
321,320,-93.539010609999991,44.065646569999991,10302.364501952999490
322,321,-93.539010609999991,44.065607969999988,9623.702880859000288
323,322,-93.539010609999991,44.065569369999992,9062.937744140999712
324,323,-93.539010609999991,44.065530769999995,9717.451171875000000
325,324,-93.539010609999991,44.065492169999999,10375.812500000000000
326,325,-93.539010609999991,44.065453569999981,11301.906982422000510
327,326,-93.539010609999991,44.065414969999992,12410.793701172000510
328,327,-93.539010609999991,44.065376369999996,12706.491210938000222
329,328,-93.539010609999991,44.065337769999999,12775.363037109000288
330,329,-93.539010609999991,44.065299169999989,12930.413085938000222
331,330,-93.539010609999991,44.065260569999992,13069.985351561999778
332,331,-93.539010609999991,44.065221970000003,13136.010253906000798
333,332,-93.539010609999991,44.065183370000000,13042.818847656000798
334,333,-93.539010609999991,44.065144769999989,12915.471923827999490
335,334,-93.539010609999991,44.065106169999993,12963.625732422000510
336,335,-93.539010609999991,44.065067569999997,13150.193847656000798
337,336,-93.539010609999991,44.065028970000000,13015.815673827999490
338,337,-93.539010609999991,44.064990369999990,12611.470214843999202
339,338,-93.539010609999991,44.064951769999986,12565.239990234000288
340,339,-93.539010609999991,44.064913169999997,12909.320312500000000
341,340,-93.538972010000009,44.065646569999991,10139.057128906000798
342,341,-93.538972010000009,44.065607969999988,9615.312011718999202
343,342,-93.538972010000009,44.065569369999992,9142.226806640999712
344,343,-93.538972010000009,44.065530769999995,9797.005859375000000
345,344,-93.538972010000009,44.065492169999999,10483.630371093999202
346,345,-93.538972010000009,44.065453569999981,11584.626708984000288
347,346,-93.538972010000009,44.065414969999992,12582.912841797000510
348,347,-93.538972010000009,44.065376369999996,12935.547607422000510
349,348,-93.538972010000009,44.065337769999999,12964.930908202999490
350,349,-93.538972010000009,44.065299169999989,12941.882568359000288
351,350,-93.538972010000009,44.065260569999992,12943.587158202999490
352,351,-93.538972010000009,44.065221970000003,12974.808105468999202
353,352,-93.538972010000009,44.065183370000000,12966.727539061999778
354,353,-93.538972010000009,44.065144769999989,12870.500488281000798
355,354,-93.538972010000009,44.065106169999993,12793.697021484000288
356,355,-93.538972010000009,44.065067569999997,12872.307861327999490
357,356,-93.538972010000009,44.065028970000000,12790.442871093999202
358,357,-93.538972010000009,44.064990369999990,12522.076171875000000
359,358,-93.538972010000009,44.064951769999986,12469.956787109000288
360,359,-93.538972010000009,44.064913169999997,12737.160156250000000
361,360,-93.538933409999999,44.065646569999991,9804.098388672000510
362,361,-93.538933409999999,44.065607969999988,9521.260986327999490
363,362,-93.538933409999999,44.065569369999992,9166.591796875000000
364,363,-93.538933409999999,44.065530769999995,9720.214355468999202
365,364,-93.538933409999999,44.065492169999999,10438.836181640999712
366,365,-93.538933409999999,44.065453569999981,11711.011718750000000
367,366,-93.538933409999999,44.065414969999992,12803.730468750000000
368,367,-93.538933409999999,44.065376369999996,13202.654052734000288
369,368,-93.538933409999999,44.065337769999999,13158.599121093999202
370,369,-93.538933409999999,44.065299169999989,12993.198974609000288
371,370,-93.538933409999999,44.065260569999992,12865.072998047000510
372,371,-93.538933409999999,44.065221970000003,12904.114746093999202
373,372,-93.538933409999999,44.065183370000000,12936.407714843999202
374,373,-93.538933409999999,44.065144769999989,12786.950683593999202
375,374,-93.538933409999999,44.065106169999993,12570.095458984000288
376,375,-93.538933409999999,44.065067569999997,12607.501464843999202
377,376,-93.538933409999999,44.065028970000000,12733.883056640999712
378,377,-93.538933409999999,44.064990369999990,12703.591308593999202
379,378,-93.538933409999999,44.064951769999986,12721.806884765999712
380,379,-93.538933409999999,44.064913169999997,12814.753417968999202
381,380,-93.538894809999988,44.065646569999991,9424.657470702999490
382,381,-93.538894809999988,44.065607969999988,9299.518554688000222
383,382,-93.538894809999988,44.065569369999992,9135.133056640999712
384,383,-93.538894809999988,44.065530769999995,9942.839599609000288
385,384,-93.538894809999988,44.065492169999999,10545.074218750000000
386,385,-93.538894809999988,44.065453569999981,11556.464843750000000
387,386,-93.538894809999988,44.065414969999992,12515.424804688000222
388,387,-93.538894809999988,44.065376369999996,12899.956787109000288
389,388,-93.538894809999988,44.065337769999999,12933.981933593999202
390,389,-93.538894809999988,44.065299169999989,12757.444335938000222
391,390,-93.538894809999988,44.065260569999992,12576.016845702999490
392,391,-93.538894809999988,44.065221970000003,12620.815185547000510
393,392,-93.538894809999988,44.065183370000000,12642.334960938000222
394,393,-93.538894809999988,44.065144769999989,12554.371826172000510
395,394,-93.538894809999988,44.065106169999993,12338.261962890999712
396,395,-93.538894809999988,44.065067569999997,12334.496582031000798
397,396,-93.538894809999988,44.065028970000000,12537.560546875000000
398,397,-93.538894809999988,44.064990369999990,12718.345703125000000
399,398,-93.538894809999988,44.064951769999986,12903.577636718999202
400,399,-93.538894809999988,44.064913169999997,13023.718750000000000
401,400,-93.538856210000006,44.065646569999991,9229.292236327999490
402,401,-93.538856210000006,44.065607969999988,9162.236083984000288
403,402,-93.538856210000006,44.065569369999992,9249.919677734000288
404,403,-93.538856210000006,44.065530769999995,10431.902099609000288
405,404,-93.538856210000006,44.065492169999999,11278.622558593999202
406,405,-93.538856210000006,44.065453569999981,11888.870361327999490
407,406,-93.538856210000006,44.065414969999992,12434.392578125000000
408,407,-93.538856210000006,44.065376369999996,12638.635742188000222
409,408,-93.538856210000006,44.065337769999999,12647.824951172000510
410,409,-93.538856210000006,44.065299169999989,12608.018798827999490
411,410,-93.538856210000006,44.065260569999992,12602.381347656000798
412,411,-93.538856210000006,44.065221970000003,12748.411621093999202
413,412,-93.538856210000006,44.065183370000000,12853.106933593999202
414,413,-93.538856210000006,44.065144769999989,12860.209960938000222
415,414,-93.538856210000006,44.065106169999993,12742.493652343999202
416,415,-93.538856210000006,44.065067569999997,12577.618652343999202
417,416,-93.538856210000006,44.065028970000000,12578.216552734000288
418,417,-93.538856210000006,44.064990369999990,12785.295410156000798
419,418,-93.538856210000006,44.064951769999986,13082.552490234000288
420,419,-93.538856210000006,44.064913169999997,13248.166992188000222
421,420,-93.538817609999995,44.065646569999991,9077.278076172000510
422,421,-93.538817609999995,44.065607969999988,9004.494873047000510
423,422,-93.538817609999995,44.065569369999992,9561.896972656000798
424,423,-93.538817609999995,44.065530769999995,10974.260986327999490
425,424,-93.538817609999995,44.065492169999999,11770.346679688000222
426,425,-93.538817609999995,44.065453569999981,12265.409179688000222
427,426,-93.538817609999995,44.065414969999992,12612.596435547000510
428,427,-93.538817609999995,44.065376369999996,12640.898681640999712
429,428,-93.538817609999995,44.065337769999999,12575.285644531000798
430,429,-93.538817609999995,44.065299169999989,12636.244873047000510
431,430,-93.538817609999995,44.065260569999992,12834.326904297000510
432,431,-93.538817609999995,44.065221970000003,13118.870605468999202
433,432,-93.538817609999995,44.065183370000000,13272.782226561999778
434,433,-93.538817609999995,44.065144769999989,13364.534423827999490
435,434,-93.538817609999995,44.065106169999993,13323.568359375000000
436,435,-93.538817609999995,44.065067569999997,13099.098388672000510
437,436,-93.538817609999995,44.065028970000000,12929.121582031000798
438,437,-93.538817609999995,44.064990369999990,12994.494384765999712
439,438,-93.538817609999995,44.064951769999986,13163.385742188000222
440,439,-93.538817609999995,44.064913169999997,13278.741699218999202
441,440,-93.538779009999999,44.065646569999991,8758.447265625000000
442,441,-93.538779009999999,44.065607969999988,8704.736816406000798
443,442,-93.538779009999999,44.065569369999992,9516.906005859000288
444,443,-93.538779009999999,44.065530769999995,10621.295410156000798
445,444,-93.538779009999999,44.065492169999999,11266.435302734000288
446,445,-93.538779009999999,44.065453569999981,12093.315673827999490
447,446,-93.538779009999999,44.065414969999992,12704.104003906000798
448,447,-93.538779009999999,44.065376369999996,12817.552246093999202
449,448,-93.538779009999999,44.065337769999999,12769.505615234000288
450,449,-93.538779009999999,44.065299169999989,12835.965576172000510
451,450,-93.538779009999999,44.065260569999992,13048.897949218999202
452,451,-93.538779009999999,44.065221970000003,13297.300537109000288
453,452,-93.538779009999999,44.065183370000000,13416.866210938000222
454,453,-93.538779009999999,44.065144769999989,13485.389160156000798
455,454,-93.538779009999999,44.065106169999993,13560.109619140999712
456,455,-93.538779009999999,44.065067569999997,13443.765869140999712
457,456,-93.538779009999999,44.065028970000000,13294.826171875000000
458,457,-93.538779009999999,44.064990369999990,13221.135009765999712
459,458,-93.538779009999999,44.064951769999986,13184.610595702999490
460,459,-93.538779009999999,44.064913169999997,13039.896728515999712
461,460,-93.538740410000003,44.065646569999991,8391.705078125000000
462,461,-93.538740410000003,44.065607969999988,8274.489624022999124
