OID_,FID,X,Y,Extract_GALa1_crp_fw_v
424,423,-93.538817609999995,44.065530769999995,1108.550689697000053
425,424,-93.538817609999995,44.065492169999999,1191.293731688999969
426,425,-93.538817609999995,44.065453569999981,1380.709106445000089
427,426,-93.538817609999995,44.065414969999992,1473.439636229999905
428,427,-93.538817609999995,44.065376369999996,1467.781494140999939
429,428,-93.538817609999995,44.065337769999999,1475.548217773000033
430,429,-93.538817609999995,44.065299169999989,1507.134490966999920
431,430,-93.538817609999995,44.065260569999992,1531.958526611000025
432,431,-93.538817609999995,44.065221970000003,1604.825866699000017
433,432,-93.538817609999995,44.065183370000000,1615.651184082000100
434,433,-93.538817609999995,44.065144769999989,1652.054992675999983
435,434,-93.538817609999995,44.065106169999993,1656.374267577999944
436,435,-93.538817609999995,44.065067569999997,1594.846557616999917
437,436,-93.538817609999995,44.065028970000000,1532.655700684000067
438,437,-93.538817609999995,44.064990369999990,1563.339813232000097
439,438,-93.538817609999995,44.064951769999986,1617.022949219000111
440,439,-93.538817609999995,44.064913169999997,1622.575225829999908
441,440,-93.538779009999999,44.065646569999991,1043.471435547000056
442,441,-93.538779009999999,44.065607969999988,992.328903198000035
443,442,-93.538779009999999,44.065569369999992,824.019149780000021
444,443,-93.538779009999999,44.065530769999995,1062.402862549000019
445,444,-93.538779009999999,44.065492169999999,1208.026367187999995
446,445,-93.538779009999999,44.065453569999981,1343.213409424000019
447,446,-93.538779009999999,44.065414969999992,1430.565002440999933
448,447,-93.538779009999999,44.065376369999996,1460.687866211000028
449,448,-93.538779009999999,44.065337769999999,1436.782745361000025
450,449,-93.538779009999999,44.065299169999989,1455.517028809000067
451,450,-93.538779009999999,44.065260569999992,1494.706237792999900
452,451,-93.538779009999999,44.065221970000003,1534.377502440999933
453,452,-93.538779009999999,44.065183370000000,1564.905883788999972
454,453,-93.538779009999999,44.065144769999989,1581.696502686000031
455,454,-93.538779009999999,44.065106169999993,1600.713256836000028
456,455,-93.538779009999999,44.065067569999997,1603.941253662000008
457,456,-93.538779009999999,44.065028970000000,1588.874237061000031
458,457,-93.538779009999999,44.064990369999990,1558.945892334000064
459,458,-93.538779009999999,44.064951769999986,1529.973724364999953
460,459,-93.538779009999999,44.064913169999997,1513.452789307000103
461,460,-93.538740410000003,44.065646569999991,986.214263916000050
462,461,-93.538740410000003,44.065607969999988,954.616088867000030
