OID_,FID,X,Y,Extract_GALa2_moist
297,296,-93.539087809999970,44.065028970000000,17.115718842000000
298,297,-93.539087809999970,44.064990369999990,17.141453265999999
299,298,-93.539087809999970,44.064951769999986,17.171969891000000
300,299,-93.539087809999970,44.064913169999997,17.217841148000002
301,300,-93.539049210000002,44.065646569999991,17.137405871999999
302,301,-93.539049210000002,44.065607969999988,17.251657485999999
303,302,-93.539049210000002,44.065569369999992,17.614264488000000
304,303,-93.539049210000002,44.065530769999995,17.837522984000000
305,304,-93.539049210000002,44.065492169999999,17.699706553999999
306,305,-93.539049210000002,44.065453569999981,17.370207310000001
307,306,-93.539049210000002,44.065414969999992,17.242403506999999
308,307,-93.539049210000002,44.065376369999996,17.168208599000000
309,308,-93.539049210000002,44.065337769999999,17.076285362000000
310,309,-93.539049210000002,44.065299169999989,16.998923302000001
311,310,-93.539049210000002,44.065260569999992,16.943039417000001
312,311,-93.539049210000002,44.065221970000003,16.869383334999998
313,312,-93.539049210000002,44.065183370000000,16.806971550000000
314,313,-93.539049210000002,44.065144769999989,16.723922729000002
315,314,-93.539049210000002,44.065106169999993,16.633560658000000
316,315,-93.539049210000002,44.065067569999997,16.591351031999999
317,316,-93.539049210000002,44.065028970000000,16.587420940000001
318,317,-93.539049210000002,44.064990369999990,16.595620631999999
319,318,-93.539049210000002,44.064951769999986,16.605418682000000
320,319,-93.539049210000002,44.064913169999997,16.616981982999999
321,320,-93.539010609999991,44.065646569999991,17.157127856999999
322,321,-93.539010609999991,44.065607969999988,17.259344578000000
323,322,-93.539010609999991,44.065569369999992,17.559935570000000
324,323,-93.539010609999991,44.065530769999995,17.721745014000000
325,324,-93.539010609999991,44.065492169999999,17.517448425000001
326,325,-93.539010609999991,44.065453569999981,17.134385586000001
327,326,-93.539010609999991,44.065414969999992,17.028321742999999
328,327,-93.539010609999991,44.065376369999996,16.942416191000000
329,328,-93.539010609999991,44.065337769999999,16.862407207000000
330,329,-93.539010609999991,44.065299169999989,16.779838561999998
331,330,-93.539010609999991,44.065260569999992,16.695338248999999
332,331,-93.539010609999991,44.065221970000003,16.611796379000001
333,332,-93.539010609999991,44.065183370000000,16.546470641999999
334,333,-93.539010609999991,44.065144769999989,16.484189987000001
335,334,-93.539010609999991,44.065106169999993,16.406662941000000
336,335,-93.539010609999991,44.065067569999997,16.369209766000001
337,336,-93.539010609999991,44.065028970000000,16.347814082999999
338,337,-93.539010609999991,44.064990369999990,16.323794842000002
339,338,-93.539010609999991,44.064951769999986,16.309047222000000
340,339,-93.539010609999991,44.064913169999997,16.303910255000002
341,340,-93.538972010000009,44.065646569999991,17.191572665999999
342,341,-93.538972010000009,44.065607969999988,17.272916794000000
343,342,-93.538972010000009,44.065569369999992,17.561486721000001
344,343,-93.538972010000009,44.065530769999995,17.710987568000000
345,344,-93.538972010000009,44.065492169999999,17.449182034000000
346,345,-93.538972010000009,44.065453569999981,17.004315853000001
347,346,-93.538972010000009,44.065414969999992,16.886005401999999
348,347,-93.538972010000009,44.065376369999996,16.817548752000000
349,348,-93.538972010000009,44.065337769999999,16.736937046000001
350,349,-93.538972010000009,44.065299169999989,16.637661934000000
351,350,-93.538972010000009,44.065260569999992,16.528687000000001
352,351,-93.538972010000009,44.065221970000003,16.446961880000000
353,352,-93.538972010000009,44.065183370000000,16.398143768000001
354,353,-93.538972010000009,44.065144769999989,16.364456177000001
355,354,-93.538972010000009,44.065106169999993,16.323466778000000
356,355,-93.538972010000009,44.065067569999997,16.285370827000001
357,356,-93.538972010000009,44.065028970000000,16.240876197999999
358,357,-93.538972010000009,44.064990369999990,16.195981025999998
359,358,-93.538972010000009,44.064951769999986,16.171299458000000
360,359,-93.538972010000009,44.064913169999997,16.153860091999999
361,360,-93.538933409999999,44.065646569999991,17.245292187000000
362,361,-93.538933409999999,44.065607969999988,17.361795902000001
363,362,-93.538933409999999,44.065569369999992,17.651792049000001
364,363,-93.538933409999999,44.065530769999995,17.701883793000000
365,364,-93.538933409999999,44.065492169999999,17.376942157999999
366,365,-93.538933409999999,44.065453569999981,16.959431647999999
367,366,-93.538933409999999,44.065414969999992,16.810245513999998
368,367,-93.538933409999999,44.065376369999996,16.743920803000002
369,368,-93.538933409999999,44.065337769999999,16.657072067000001
370,369,-93.538933409999999,44.065299169999989,16.551843166000001
371,370,-93.538933409999999,44.065260569999992,16.465083599000000
372,371,-93.538933409999999,44.065221970000003,16.411664008999999
373,372,-93.538933409999999,44.065183370000000,16.384127617000001
374,373,-93.538933409999999,44.065144769999989,16.355185985999999
375,374,-93.538933409999999,44.065106169999993,16.325933933000002
376,375,-93.538933409999999,44.065067569999997,16.286487102999999
377,376,-93.538933409999999,44.065028970000000,16.239304542999999
378,377,-93.538933409999999,44.064990369999990,16.198301791999999
379,378,-93.538933409999999,44.064951769999986,16.161190987000001
380,379,-93.538933409999999,44.064913169999997,16.144854546000001
381,380,-93.538894809999988,44.065646569999991,17.296847820000000
382,381,-93.538894809999988,44.065607969999988,17.460056304999998
383,382,-93.538894809999988,44.065569369999992,17.734090328000001
384,383,-93.538894809999988,44.065530769999995,17.836964129999998
385,384,-93.538894809999988,44.065492169999999,17.431473732000001
386,385,-93.538894809999988,44.065453569999981,17.010435103999999
387,386,-93.538894809999988,44.065414969999992,16.905735016000001
388,387,-93.538894809999988,44.065376369999996,16.832977294999999
389,388,-93.538894809999988,44.065337769999999,16.748958588000001
390,389,-93.538894809999988,44.065299169999989,16.671666622000000
391,390,-93.538894809999988,44.065260569999992,16.610383510999998
392,391,-93.538894809999988,44.065221970000003,16.584444522999998
393,392,-93.538894809999988,44.065183370000000,16.562956809999999
394,393,-93.538894809999988,44.065144769999989,16.541254996999999
395,394,-93.538894809999988,44.065106169999993,16.508527755999999
396,395,-93.538894809999988,44.065067569999997,16.479462624000000
397,396,-93.538894809999988,44.065028970000000,16.453201771000000
398,397,-93.538894809999988,44.064990369999990,16.418235779000000
399,398,-93.538894809999988,44.064951769999986,16.383762359999999
400,399,-93.538894809999988,44.064913169999997,16.356502056000000
401,400,-93.538856210000006,44.065646569999991,17.345974922000000
402,401,-93.538856210000006,44.065607969999988,17.491563320000001
403,402,-93.538856210000006,44.065569369999992,17.763274670000001
404,403,-93.538856210000006,44.065530769999995,17.837275982000001
405,404,-93.538856210000006,44.065492169999999,17.569986343000000
406,405,-93.538856210000006,44.065453569999981,17.162407875000000
407,406,-93.538856210000006,44.065414969999992,17.129007339000001
408,407,-93.538856210000006,44.065376369999996,17.087959766000001
409,408,-93.538856210000006,44.065337769999999,17.023200034999999
410,409,-93.538856210000006,44.065299169999989,16.964722157000001
411,410,-93.538856210000006,44.065260569999992,16.930513859000001
412,411,-93.538856210000006,44.065221970000003,16.886838436000001
413,412,-93.538856210000006,44.065183370000000,16.844408989000001
414,413,-93.538856210000006,44.065144769999989,16.820263863000001
415,414,-93.538856210000006,44.065106169999993,16.780094147000000
416,415,-93.538856210000006,44.065067569999997,16.765614032999999
417,416,-93.538856210000006,44.065028970000000,16.733763695000000
418,417,-93.538856210000006,44.064990369999990,16.709066391000000
419,418,-93.538856210000006,44.064951769999986,16.681414604000000
420,419,-93.538856210000006,44.064913169999997,16.633430004000001
421,420,-93.538817609999995,44.065646569999991,17.391854763000001
422,421,-93.538817609999995,44.065607969999988,17.503657341000000
423,422,-93.538817609999995,44.065569369999992,17.784196854000001
424,423,-93.538817609999995,44.065530769999995,17.866669177999999
425,424,-93.538817609999995,44.065492169999999,17.551291942999999
426,425,-93.538817609999995,44.065453569999981,17.223765849999999
427,426,-93.538817609999995,44.065414969999992,17.262503147000000
428,427,-93.538817609999995,44.065376369999996,17.266761302999999
429,428,-93.538817609999995,44.065337769999999,17.245630263999999
430,429,-93.538817609999995,44.065299169999989,17.205722809000001
431,430,-93.538817609999995,44.065260569999992,17.162117003999999
432,431,-93.538817609999995,44.065221970000003,17.111976624000000
433,432,-93.538817609999995,44.065183370000000,17.040018082000000
434,433,-93.538817609999995,44.065144769999989,17.008161545000000
435,434,-93.538817609999995,44.065106169999993,16.981383801000000
436,435,-93.538817609999995,44.065067569999997,16.957929134000000
437,436,-93.538817609999995,44.065028970000000,16.941967009999999
438,437,-93.538817609999995,44.064990369999990,16.911726474999998
439,438,-93.538817609999995,44.064951769999986,16.878597736000000
440,439,-93.538817609999995,44.064913169999997,16.818868160000001
441,440,-93.538779009999999,44.065646569999991,17.435320854000000
442,441,-93.538779009999999,44.065607969999988,17.593677044000000
443,442,-93.538779009999999,44.065569369999992,17.861914635000002
444,443,-93.538779009999999,44.065530769999995,17.927387238000001
445,444,-93.538779009999999,44.065492169999999,17.541274071000000
446,445,-93.538779009999999,44.065453569999981,17.113108157999999
447,446,-93.538779009999999,44.065414969999992,17.128584385000000
448,447,-93.538779009999999,44.065376369999996,17.138487816000001
449,448,-93.538779009999999,44.065337769999999,17.135542393000001
450,449,-93.538779009999999,44.065299169999989,17.118413447999998
451,450,-93.538779009999999,44.065260569999992,17.073895453999999
452,451,-93.538779009999999,44.065221970000003,16.997424125999999
453,452,-93.538779009999999,44.065183370000000,16.944547653000001
454,453,-93.538779009999999,44.065144769999989,16.920369624999999
455,454,-93.538779009999999,44.065106169999993,16.916602611999998
456,455,-93.538779009999999,44.065067569999997,16.923032284000001
457,456,-93.538779009999999,44.065028970000000,16.906707287000000
458,457,-93.538779009999999,44.064990369999990,16.866221427999999
459,458,-93.538779009999999,44.064951769999986,16.832817078000001
460,459,-93.538779009999999,44.064913169999997,16.783041477000001
461,460,-93.538740410000003,44.065646569999991,17.450936317000000
462,461,-93.538740410000003,44.065607969999988,17.644099711999999
463,462,-93.538740410000003,44.065569369999992,17.963643551000001
464,463,-93.538740410000003,44.065530769999995,17.984194279000000
465,464,-93.538740410000003,44.065492169999999,17.538208484999998
466,465,-93.538740410000003,44.065453569999981,16.979077816000000
467,466,-93.538740410000003,44.065414969999992,16.842262267999999
468,467,-93.538740410000003,44.065376369999996,16.827784060999999
469,468,-93.538740410000003,44.065337769999999,16.811206340999998
470,469,-93.538740410000003,44.065299169999989,16.800478935000001
471,470,-93.538740410000003,44.065260569999992,16.762126446000000
472,471,-93.538740410000003,44.065221970000003,16.708927155000001
473,472,-93.538740410000003,44.065183370000000,16.673049927000001
474,473,-93.538740410000003,44.065144769999989,16.658398628000000
475,474,-93.538740410000003,44.065106169999993,16.670507908000001
476,475,-93.538740410000003,44.065067569999997,16.680280208999999
477,476,-93.538740410000003,44.065028970000000,16.662658691000001
