Extract_GALa2_moist,Plot
18.323091507,1199
18.307215214,1200
16.528897285,1201
16.452622414,1202
16.78460741,1203
17.079416752,1204
17.218935013,1205
16.979577541,1206
17.356497288,1207
17.844258308,1208
18.11167717,1209
18.244289875,1210
18.331958294,1211
18.395659924,1212
18.437279701,1213
18.433348656,1214
18.403497696,1215
18.361859798,1216
18.340197086,1217
18.32591629,1218
18.31223011,1219
18.315618038,1220
16.268322945,1221
16.322351933,1222
16.797152996,1223
17.40211916,1224
17.350766659,1225
17.18286562,1226
17.57843399,1227
18.001457691,1228
18.238315582,1229
18.320803165,1230
18.370877743,1231
18.426724911,1232
18.455399513,1233
18.45491457,1234
18.421749115,1235
18.385408878,1236
18.359373093,1237
18.33477354,1238
18.325489044,1239
18.341634274,1240
15.998159885,1241
16.201107502,1242
16.587824821,1243
17.102931976,1244
17.243413448,1245
16.928875446,1246
17.230368614,1247
17.715657234,1248
18.037446499,1249
18.184283733,1250
18.278121471,1251
18.350441933,1252
18.404225349,1253
18.435541153,1254
18.45903492,1255
18.461696625,1256
18.441661835,1257
18.420396328,1258
18.416832924,1259
18.422246933,1260
15.8474226,1261
16.089133024,1262
16.469112873,1263
16.886467934,1264
17.233097553,1265
17.177679062,1266
17.343986511,1267
17.727117538,1268
17.92359972,1269
18.049906731,1270
18.15378952,1271
18.235969067,1272
18.296695709,1273
18.348094463,1274
18.384850502,1275
18.420772552,1276
18.435539722,1277
18.431346416,1278
18.422406197,1279
18.429635048,1280
15.750802517,1281
15.795507431,1282
16.17090416,1283
16.67700386,1284
17.231284142,1285
17.207520485,1286
17.299653053,1287
17.526701927,1288
17.668781281,1289
17.793478012,1290
17.932113647,1291
18.043465614,1292
18.085144043,1293
18.135844231,1294
18.194357872,1295
18.251616478,1296
18.290158272,1297
18.288933754,1298
18.297800064,1299
18.290870667,1300
15.772381544,1301
15.580811977,1302
15.188130379,1303
15.659675837,1304
16.440394402,1305
16.555657387,1306
16.683916092,1307
16.74742794,1308
16.933058262,1309
17.094536781,1310
17.317420006,1311
17.505507946,1312
17.615290642,1313
17.690384388,1314
17.785689354,1315
17.889447212,1316
17.951358318,1317
17.970899105,1318
17.978988171,1319
17.982240677,1320
15.547802448,1321
15.17921567,1322
12.69897151,1323
11.196489811,1324
14.21296072,1325
15.94060874,1326
16.242117405,1327
16.372089863,1328
16.55009222,1329
16.687404156,1330
16.879695415,1331
17.055902958,1332
17.18027401,1333
17.26661253,1334
17.367312908,1335
17.474265575,1336
17.585780621,1337
17.60103178,1338
17.587837696,1339
17.593757629,1340
