OID_,FID,X,Y,Extract_GALa_Crop_Flw_M
311,310,-93.530747436763519,44.077161660989191,19.734884262000001
312,311,-93.530747436763519,44.077122660989197,19.630720350000001
313,312,-93.530747436763519,44.077083660989189,16.550736215000001
314,313,-93.530747436763519,44.077044660989195,16.316511471999998
315,314,-93.530747436763519,44.077005660989194,18.275657866000000
316,315,-93.530747436763519,44.076966660989186,18.065863926999999
317,316,-93.530747436763519,44.076927660989192,17.415670606999999
318,317,-93.530747436763519,44.076888660989191,16.810065587000000
319,318,-93.530747436763519,44.076849660989190,12.731374423000000
320,319,-93.530747436763519,44.076810660989189,10.918599553000000
321,320,-93.530708436763518,44.078019660989192,24.345173200000001
322,321,-93.530708436763518,44.077980660989198,23.717954636000002
323,322,-93.530708436763518,44.077941660989190,23.885232290000001
324,323,-93.530708436763518,44.077902660989189,25.589457194000001
325,324,-93.530708436763518,44.077863660989195,24.844987869000001
326,325,-93.530708436763518,44.077824660989201,25.837081591000000
327,326,-93.530708436763518,44.077785660989193,25.219632625999999
328,327,-93.530708436763518,44.077746660989192,24.817662875000000
329,328,-93.530708436763518,44.077707660989184,25.527048110999999
330,329,-93.530708436763518,44.077668660989190,26.483911196000001
331,330,-93.530708436763518,44.077629660989189,25.865317662999999
332,331,-93.530708436763518,44.077590660989195,24.783688862999998
333,332,-93.530708436763518,44.077551660989187,24.069588661000001
334,333,-93.530708436763518,44.077512660989193,24.393151601000000
335,334,-93.530708436763518,44.077473660989192,24.631505965999999
336,335,-93.530708436763518,44.077434660989191,23.525726954000000
337,336,-93.530708436763518,44.077395660989190,22.973730405000001
338,337,-93.530708436763518,44.077356660989189,21.978104591000001
339,338,-93.530708436763518,44.077317660989195,22.218447685000001
340,339,-93.530708436763518,44.077278660989194,23.069705486000000
341,340,-93.530708436763518,44.077239660989193,21.225783348000000
342,341,-93.530708436763518,44.077200660989192,20.638429960000000
343,342,-93.530708436763518,44.077161660989191,18.885297457000000
344,343,-93.530708436763518,44.077122660989197,18.479000092000000
345,344,-93.530708436763518,44.077083660989189,16.321651459000002
346,345,-93.530708436763518,44.077044660989195,16.361954212000001
347,346,-93.530708436763518,44.077005660989194,17.811462402000000
348,347,-93.530708436763518,44.076966660989186,17.233635902000000
349,348,-93.530708436763518,44.076927660989192,16.664988518000001
350,349,-93.530708436763518,44.076888660989191,15.654891014000000
351,350,-93.530708436763518,44.076849660989190,12.062878449999999
352,351,-93.530708436763518,44.076810660989189,11.129725138000000
353,352,-93.530669436763503,44.078019660989192,24.101752387000001
354,353,-93.530669436763503,44.077980660989198,24.556382921000001
355,354,-93.530669436763503,44.077941660989190,24.528822157000000
356,355,-93.530669436763503,44.077902660989189,26.504315269999999
357,356,-93.530669436763503,44.077863660989195,26.030177645999999
358,357,-93.530669436763503,44.077824660989201,26.795501073000001
359,358,-93.530669436763503,44.077785660989193,25.667694728000001
360,359,-93.530669436763503,44.077746660989192,25.154432085000000
361,360,-93.530669436763503,44.077707660989184,26.227439879999999
362,361,-93.530669436763503,44.077668660989190,26.627668169000000
363,362,-93.530669436763503,44.077629660989189,25.689222548000000
364,363,-93.530669436763503,44.077590660989195,25.149619844000000
365,364,-93.530669436763503,44.077551660989187,24.189845403000000
366,365,-93.530669436763503,44.077512660989193,23.933381186999998
367,366,-93.530669436763503,44.077473660989192,24.559007221000002
368,367,-93.530669436763503,44.077434660989191,23.776915232000000
369,368,-93.530669436763503,44.077395660989190,22.484268400000001
370,369,-93.530669436763503,44.077356660989189,21.376394695999998
371,370,-93.530669436763503,44.077317660989195,21.001798841999999
372,371,-93.530669436763503,44.077278660989194,21.644866943000000
373,372,-93.530669436763503,44.077239660989193,20.825410631000000
374,373,-93.530669436763503,44.077200660989192,18.852658378000001
375,374,-93.530669436763503,44.077161660989191,18.227704790000001
376,375,-93.530669436763503,44.077122660989197,17.579510371000001
377,376,-93.530669436763503,44.077083660989189,16.378662533000000
378,377,-93.530669436763503,44.077044660989195,16.938952445999998
379,378,-93.530669436763503,44.077005660989194,18.748317929999999
380,379,-93.530669436763503,44.076966660989186,17.311072244000002
381,380,-93.530669436763503,44.076927660989192,16.619218191000002
382,381,-93.530669436763503,44.076888660989191,15.253872977000000
383,382,-93.530669436763503,44.076849660989190,11.692856046999999
384,383,-93.530669436763503,44.076810660989189,11.740902583000000
385,384,-93.530630436763516,44.078019660989192,24.410487917000001
386,385,-93.530630436763516,44.077980660989198,24.923056285000001
387,386,-93.530630436763516,44.077941660989190,25.294050004999999
388,387,-93.530630436763516,44.077902660989189,26.511503643000001
389,388,-93.530630436763516,44.077863660989195,26.694312413999999
390,389,-93.530630436763516,44.077824660989201,27.046999613000001
391,390,-93.530630436763516,44.077785660989193,25.809794426000000
392,391,-93.530630436763516,44.077746660989192,25.560732735999999
393,392,-93.530630436763516,44.077707660989184,26.933527629000000
394,393,-93.530630436763516,44.077668660989190,26.412858114999999
395,394,-93.530630436763516,44.077629660989189,25.402360703999999
396,395,-93.530630436763516,44.077590660989195,25.412892236000001
397,396,-93.530630436763516,44.077551660989187,24.470543543000002
398,397,-93.530630436763516,44.077512660989193,23.655442980000000
399,398,-93.530630436763516,44.077473660989192,24.210514492000001
400,399,-93.530630436763516,44.077434660989191,23.884651395999999
401,400,-93.530630436763516,44.077395660989190,21.280158997000001
402,401,-93.530630436763516,44.077356660989189,18.742615382000000
403,402,-93.530630436763516,44.077317660989195,19.072040770000001
404,403,-93.530630436763516,44.077278660989194,20.793123563000002
405,404,-93.530630436763516,44.077239660989193,21.898546007000000
406,405,-93.530630436763516,44.077200660989192,19.128488964999999
407,406,-93.530630436763516,44.077161660989191,18.603441237999998
408,407,-93.530630436763516,44.077122660989197,16.641797596000000
409,408,-93.530630436763516,44.077083660989189,16.343736225000001
410,409,-93.530630436763516,44.077044660989195,17.586396534999999
411,410,-93.530630436763516,44.077005660989194,20.095961676999998
412,411,-93.530630436763516,44.076966660989186,18.204939736000000
413,412,-93.530630436763516,44.076927660989192,17.370542102000002
414,413,-93.530630436763516,44.076888660989191,15.825907813000001
415,414,-93.530630436763516,44.076849660989190,12.153233527999999
416,415,-93.530630436763516,44.076810660989189,13.195077154000000
417,416,-93.530591436763501,44.078019660989192,25.101704702999999
418,417,-93.530591436763501,44.077980660989198,25.510893503999998
419,418,-93.530591436763501,44.077941660989190,25.863625632000002
420,419,-93.530591436763501,44.077902660989189,25.931457307999999
421,420,-93.530591436763501,44.077863660989195,26.750330606999999
422,421,-93.530591436763501,44.077824660989201,26.409801058999999
423,422,-93.530591436763501,44.077785660989193,25.906957943999998
424,423,-93.530591436763501,44.077746660989192,26.267415577000001
425,424,-93.530591436763501,44.077707660989184,27.247534433999999
426,425,-93.530591436763501,44.077668660989190,25.924453311000001
427,426,-93.530591436763501,44.077629660989189,25.419407739000000
428,427,-93.530591436763501,44.077590660989195,25.276701397000000
429,428,-93.530591436763501,44.077551660989187,24.480699539000000
430,429,-93.530591436763501,44.077512660989193,23.709249072999999
431,430,-93.530591436763501,44.077473660989192,23.686907027000000
432,431,-93.530591436763501,44.077434660989191,23.248211119000000
433,432,-93.530591436763501,44.077395660989190,19.874290254000002
434,433,-93.530591436763501,44.077356660989189,16.166149563000001
435,434,-93.530591436763501,44.077317660989195,16.884199460000001
436,435,-93.530591436763501,44.077278660989194,20.705145517999998
437,436,-93.530591436763501,44.077239660989193,23.563594817999999
438,437,-93.530591436763501,44.077200660989192,21.964993158999999
439,438,-93.530591436763501,44.077161660989191,20.476004070999998
440,439,-93.530591436763501,44.077122660989197,16.849195479999999
441,440,-93.530591436763501,44.077083660989189,16.239393551999999
442,441,-93.530591436763501,44.077044660989195,17.949650447000000
443,442,-93.530591436763501,44.077005660989194,20.431961907000002
444,443,-93.530591436763501,44.076966660989186,19.281047396999998
445,444,-93.530591436763501,44.076927660989192,18.659979289999999
446,445,-93.530591436763501,44.076888660989191,17.049662483999999
447,446,-93.530591436763501,44.076849660989190,13.297474966999999
448,447,-93.530591436763501,44.076810660989189,14.604188919000000
449,448,-93.530552436763514,44.078019660989192,25.443406422999999
450,449,-93.530552436763514,44.077980660989198,25.667324914000002
451,450,-93.530552436763514,44.077941660989190,25.861942290999998
452,451,-93.530552436763514,44.077902660989189,25.729433272000001
453,452,-93.530552436763514,44.077863660989195,26.137051476000000
454,453,-93.530552436763514,44.077824660989201,25.617900000999999
455,454,-93.530552436763514,44.077785660989193,25.812189102000001
456,455,-93.530552436763514,44.077746660989192,26.678713903999999
457,456,-93.530552436763514,44.077707660989184,26.760983997000000
458,457,-93.530552436763514,44.077668660989190,26.144391590000001
459,458,-93.530552436763514,44.077629660989189,25.575294495000001
460,459,-93.530552436763514,44.077590660989195,24.782919142000001
461,460,-93.530552436763514,44.077551660989187,24.449305215999999
462,461,-93.530552436763514,44.077512660989193,24.202649646000001
463,462,-93.530552436763514,44.077473660989192,23.586207284000000
464,463,-93.530552436763514,44.077434660989191,22.570546680000000
465,464,-93.530552436763514,44.077395660989190,19.685517417000000
466,465,-93.530552436763514,44.077356660989189,15.846527629000001
467,466,-93.530552436763514,44.077317660989195,15.762495889000000
468,467,-93.530552436763514,44.077278660989194,19.882034302000001
469,468,-93.530552436763514,44.077239660989193,23.470493316999999
470,469,-93.530552436763514,44.077200660989192,23.417356067000000
471,470,-93.530552436763514,44.077161660989191,22.596873388999999
472,471,-93.530552436763514,44.077122660989197,17.831220203000001
473,472,-93.530552436763514,44.077083660989189,16.274765861999999
474,473,-93.530552436763514,44.077044660989195,17.767713865000001
475,474,-93.530552436763514,44.077005660989194,20.030131233999999
476,475,-93.530552436763514,44.076966660989186,20.072300805000001
477,476,-93.530552436763514,44.076927660989192,19.376089096000001
478,477,-93.530552436763514,44.076888660989191,17.768343607999999
479,478,-93.530552436763514,44.076849660989190,13.839269002000000
