OID_,FID,X,Y,Extract_GAL_Yld_Vol_Dr
339,338,-93.530708436763518,44.077317660989195,228.652867635000007
340,339,-93.530708436763518,44.077278660989194,219.608871459999989
341,340,-93.530708436763518,44.077239660989193,203.485865275000009
342,341,-93.530708436763518,44.077200660989192,205.148447672999993
343,342,-93.530708436763518,44.077161660989191,189.143061319999987
344,343,-93.530708436763518,44.077122660989197,184.929458618000012
345,344,-93.530708436763518,44.077083660989189,164.099230447999986
346,345,-93.530708436763518,44.077044660989195,174.268199920999990
347,346,-93.530708436763518,44.077005660989194,173.177965800000010
348,347,-93.530708436763518,44.076966660989186,167.158645629999995
349,348,-93.530708436763518,44.076927660989192,162.075294495000009
350,349,-93.530708436763518,44.076888660989191,154.942769368000000
351,350,-93.530708436763518,44.076849660989190,135.073174795000000
352,351,-93.530708436763518,44.076810660989189,111.217685699000000
353,352,-93.530669436763503,44.078019660989192,228.622506036000004
354,353,-93.530669436763503,44.077980660989198,232.564358180999989
355,354,-93.530669436763503,44.077941660989190,231.332036335999987
356,355,-93.530669436763503,44.077902660989189,248.030085245999999
357,356,-93.530669436763503,44.077863660989195,245.221522012999998
358,357,-93.530669436763503,44.077824660989201,251.413285997000003
359,358,-93.530669436763503,44.077785660989193,242.980257669999986
360,359,-93.530669436763503,44.077746660989192,237.308648003000002
361,360,-93.530669436763503,44.077707660989184,247.125481500000006
362,361,-93.530669436763503,44.077668660989190,249.913526746999992
363,362,-93.530669436763503,44.077629660989189,238.995839437000001
364,363,-93.530669436763503,44.077590660989195,242.751512316000003
365,364,-93.530669436763503,44.077551660989187,243.162783305000005
366,365,-93.530669436763503,44.077512660989193,235.308402166999997
367,366,-93.530669436763503,44.077473660989192,229.802532619999994
368,367,-93.530669436763503,44.077434660989191,227.251600477000011
369,368,-93.530669436763503,44.077395660989190,219.740537855000014
370,369,-93.530669436763503,44.077356660989189,224.398705376999999
371,370,-93.530669436763503,44.077317660989195,226.705659653999987
372,371,-93.530669436763503,44.077278660989194,204.790646871000007
373,372,-93.530669436763503,44.077239660989193,199.824656169000008
374,373,-93.530669436763503,44.077200660989192,187.401112874000006
375,374,-93.530669436763503,44.077161660989191,184.477806939000004
376,375,-93.530669436763503,44.077122660989197,175.568094889000008
377,376,-93.530669436763503,44.077083660989189,163.499715169000012
378,377,-93.530669436763503,44.077044660989195,173.825828551999990
379,378,-93.530669436763503,44.077005660989194,181.239805432999987
380,379,-93.530669436763503,44.076966660989186,168.295981512999987
381,380,-93.530669436763503,44.076927660989192,162.108771429999990
382,381,-93.530669436763503,44.076888660989191,150.547907511000005
383,382,-93.530669436763503,44.076849660989190,130.977129617999992
384,383,-93.530669436763503,44.076810660989189,116.471204970000002
385,384,-93.530630436763516,44.078019660989192,231.501186794999995
386,385,-93.530630436763516,44.077980660989198,235.781405978999999
387,386,-93.530630436763516,44.077941660989190,238.780019124000006
388,387,-93.530630436763516,44.077902660989189,248.635282727999993
389,388,-93.530630436763516,44.077863660989195,253.361755370999987
390,389,-93.530630436763516,44.077824660989201,254.930848862999994
391,390,-93.530630436763516,44.077785660989193,243.331326802999996
392,391,-93.530630436763516,44.077746660989192,240.873962401999989
393,392,-93.530630436763516,44.077707660989184,252.540005153999999
394,393,-93.530630436763516,44.077668660989190,245.701024372999996
395,394,-93.530630436763516,44.077629660989189,236.123809813999998
396,395,-93.530630436763516,44.077590660989195,248.372041489999987
397,396,-93.530630436763516,44.077551660989187,246.328722636000009
398,397,-93.530630436763516,44.077512660989193,232.168707954000013
399,398,-93.530630436763516,44.077473660989192,226.089123196000003
400,399,-93.530630436763516,44.077434660989191,228.500957913000008
401,400,-93.530630436763516,44.077395660989190,213.229949951000009
402,401,-93.530630436763516,44.077356660989189,201.936921861000002
403,402,-93.530630436763516,44.077317660989195,207.309872097000010
404,403,-93.530630436763516,44.077278660989194,198.435496011999987
405,404,-93.530630436763516,44.077239660989193,210.315890841999988
406,405,-93.530630436763516,44.077200660989192,190.043380737000007
407,406,-93.530630436763516,44.077161660989191,186.351686266000002
408,407,-93.530630436763516,44.077122660989197,163.379442003000008
409,408,-93.530630436763516,44.077083660989189,161.439576891000002
410,409,-93.530630436763516,44.077044660989195,174.707628886000009
411,410,-93.530630436763516,44.077005660989194,190.391960992000008
412,411,-93.530630436763516,44.076966660989186,175.324305215999999
413,412,-93.530630436763516,44.076927660989192,170.815999349000009
414,413,-93.530630436763516,44.076888660989191,157.341076321000003
415,414,-93.530630436763516,44.076849660989190,136.549978468000006
416,415,-93.530630436763516,44.076810660989189,132.039003159999993
417,416,-93.530591436763501,44.078019660989192,237.750000000000000
418,417,-93.530591436763501,44.077980660989198,240.928638033999988
419,418,-93.530591436763501,44.077941660989190,243.812416923999990
420,419,-93.530591436763501,44.077902660989189,243.906631470000008
421,420,-93.530591436763501,44.077863660989195,252.366090563000000
422,421,-93.530591436763501,44.077824660989201,247.757132635999994
423,422,-93.530591436763501,44.077785660989193,245.206143696999987
424,423,-93.530591436763501,44.077746660989192,247.216284857999995
425,424,-93.530591436763501,44.077707660989184,256.165490044000023
426,425,-93.530591436763501,44.077668660989190,241.296510484000009
427,426,-93.530591436763501,44.077629660989189,237.433929443000011
428,427,-93.530591436763501,44.077590660989195,247.283669365999998
429,428,-93.530591436763501,44.077551660989187,246.717557271000004
430,429,-93.530591436763501,44.077512660989193,232.443483141000002
431,430,-93.530591436763501,44.077473660989192,220.793484158000012
432,431,-93.530591436763501,44.077434660989191,222.713363646999994
433,432,-93.530591436763501,44.077395660989190,203.528964572000007
434,433,-93.530591436763501,44.077356660989189,174.687438965000013
435,434,-93.530591436763501,44.077317660989195,178.617558796999987
436,435,-93.530591436763501,44.077278660989194,198.191307067999986
437,436,-93.530591436763501,44.077239660989193,226.583338419999990
438,437,-93.530591436763501,44.077200660989192,216.405514186999994
439,438,-93.530591436763501,44.077161660989191,198.723205565999990
440,439,-93.530591436763501,44.077122660989197,164.838709512999998
441,440,-93.530591436763501,44.077083660989189,159.062559340000007
442,441,-93.530591436763501,44.077044660989195,175.357658385999997
443,442,-93.530591436763501,44.077005660989194,191.818896822999989
444,443,-93.530591436763501,44.076966660989186,187.094770643000004
445,444,-93.530591436763501,44.076927660989192,185.265796238000007
446,445,-93.530591436763501,44.076888660989191,171.211666530999992
447,446,-93.530591436763501,44.076849660989190,150.929821438000005
448,447,-93.530591436763501,44.076810660989189,147.199323865999986
449,448,-93.530552436763514,44.078019660989192,240.693266126999987
450,449,-93.530552436763514,44.077980660989198,241.329116821000014
451,450,-93.530552436763514,44.077941660989190,244.227783203000001
452,451,-93.530552436763514,44.077902660989189,241.867507934999992
453,452,-93.530552436763514,44.077863660989195,245.696268717000009
454,453,-93.530552436763514,44.077824660989201,238.903133816000008
455,454,-93.530552436763514,44.077785660989193,244.736928304000003
456,455,-93.530552436763514,44.077746660989192,251.208380804999990
457,456,-93.530552436763514,44.077707660989184,252.243840535000004
458,457,-93.530552436763514,44.077668660989190,244.324661254999995
459,458,-93.530552436763514,44.077629660989189,239.873977660999998
460,459,-93.530552436763514,44.077590660989195,244.733796861000002
461,460,-93.530552436763514,44.077551660989187,248.283121744999988
462,461,-93.530552436763514,44.077512660989193,237.553017509999989
463,462,-93.530552436763514,44.077473660989192,221.315148248000014
464,463,-93.530552436763514,44.077434660989191,218.112706502000009
465,464,-93.530552436763514,44.077395660989190,200.604424370999993
466,465,-93.530552436763514,44.077356660989189,167.147510105000009
467,466,-93.530552436763514,44.077317660989195,162.510119967999998
468,467,-93.530552436763514,44.077278660989194,190.264335632000012
469,468,-93.530552436763514,44.077239660989193,227.497667100999990
470,469,-93.530552436763514,44.077200660989192,228.476236978999992
471,470,-93.530552436763514,44.077161660989191,214.496739705000010
472,471,-93.530552436763514,44.077122660989197,175.293899535999998
473,472,-93.530552436763514,44.077083660989189,160.082273694999998
474,473,-93.530552436763514,44.077044660989195,171.621696471999996
475,474,-93.530552436763514,44.077005660989194,188.395958793999995
476,475,-93.530552436763514,44.076966660989186,196.262625799999995
477,476,-93.530552436763514,44.076927660989192,192.354612562000000
478,477,-93.530552436763514,44.076888660989191,180.029308743000001
