Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,Crop Flw(M,Crop Flw(V,X,Y,Height
129,2020,6232020,40.713,63.16,35.886,48.0781966,0.245028805,0.21610043,0.330166061,0.568176061,49.721,-0.044088753,-0.092441989,49.76508875,0.412917847,0.463864293,1.551347236,1.617931377,61,9,203.3433202,-93.53941591,44.06535707,-93.53937731,44.06531847,1158.212616,17.87950277,11953.48462,213.4548264,23.88589382,1535.513062,-93.53939660999998,44.06533777,0.13614
1290,2020,6232020,52.498,78.38,45.848,60.55714521,0.228979326,0.197756689,0.304386687,0.584945139,58.414,-0.027629211,-0.080309632,58.44162921,0.380627894,0.43699906,1.493009257,1.561889652,3,10,181.2997448,-93.53717710999999,44.06531847,-93.53713851,44.06527986999999,1150.437683,17.79347801,10364.89014,185.0870895,19.68639183,1265.526001,-93.53715781,44.06529916999999,0.098274
1291,2020,6232020,51.067,76.863,45.288,59.34858101,0.229409671,0.201641523,0.312141526,0.589204168,57.371,-0.030996779,-0.077704396,57.40199678,0.387526488,0.437337863,1.505140306,1.566553873,3,11,185.4957313,-93.53717710999999,44.06527987,-93.53713851,44.06524127,1150.028503,17.93211365,10456.82764,186.7288208,20.18042946,1297.301758,-93.53715781,44.06526056999999,0.11035
1292,2020,6232020,50.571,74.829,44.054,58.01597538,0.22528379,0.193444976,0.298207656,0.588728969,55.033,-0.023779905,-0.077622246,55.0567799,0.37293439,0.43074276,1.479682031,1.549246389,3,12,179.382708,-93.53717710999999,44.06524127,-93.53713851,44.06520266999999,1149.665894,18.04346561,10157.80762,181.3891983,19.28180885,1239.510681,-93.53715781,44.06522197,0.12233
1293,2020,6232020,51.174,75.083,43.142,58.07313587,0.228442176,0.189367718,0.287661674,0.574590786,55.85,-0.020303544,-0.086684101,55.87030354,0.365624107,0.437172505,1.467209911,1.553044497,3,13,180.6513214,-93.53717710999999,44.06520267,-93.53713851,44.06516407,1149.426025,18.08514404,10010.42871,178.7574463,18.75973129,1205.970947,-93.53715781,44.06518337,0.10661
1294,2020,6232020,48.727,72.327,41.897,55.85956817,0.229643231,0.194954318,0.298141668,0.579271918,54.03,-0.025217397,-0.083897613,54.0552174,0.375631923,0.438582013,1.484331069,1.560885926,3,14,179.0421042,-93.53717710999999,44.06516407,-93.53713851,44.06512546999999,1149.156433,18.13584423,10123.90479,180.7838135,19.12945938,1229.733276,-93.53715781,44.06514476999999,0.10893
1295,2020,6232020,46.335,70.649,41.157,54.25898413,0.235176363,0.207840388,0.320650955,0.582556016,53.806,-0.036549661,-0.082389766,53.84254966,0.398467909,0.447106638,1.524743714,1.586115644,3,15,183.1945431,-93.53717710999999,44.06512547,-93.53713851,44.06508687,1148.778809,18.19435787,10242.58594,182.9031143,19.75058556,1269.671814,-93.53715781,44.06510616999999,0.12841
1296,2020,6232020,46.429,70.148,41.277,54.09924422,0.230655871,0.203462089,0.31499336,0.588427325,52.59,-0.032608613,-0.078301468,52.62260861,0.390748436,0.439404391,1.510866054,1.571216404,3,16,179.0501435,-93.53717710999999,44.06508687,-93.53713851,44.06504826999999,1148.502563,18.25161648,10035.32324,179.2019806,19.33008575,1242.626526,-93.53715781,44.06506757,0.10561
1297,2020,6232020,46.997,70.793,41.429,54.57938835,0.231118376,0.202020545,0.311625044,0.585213227,53.16,-0.031385701,-0.080344682,53.1913857,0.388197843,0.440400594,1.506330191,1.570931159,3,17,166.2646386,-93.53717710999999,44.06504827,-93.53713851,44.06500967,1148.278015,18.29015827,9823.093262,175.4121628,18.70109654,1202.172791,-93.53715781,44.06502897,0.11954
1298,2020,6232020,46.096,70.031,40.3,53.70683438,0.236979926,0.206110551,0.315652736,0.575459439,53.666,-0.035138435,-0.087011833,53.70113844,0.39542292,0.450557197,1.519242451,1.588767568,3,18,174.7410719,-93.53717710999999,44.06500967,-93.53713851,44.06497106999999,1148.022217,18.28893375,9841.727051,175.7449188,18.55388355,1192.654114,-93.53715781,44.06499036999999,0.11551
1299,2020,6232020,47.502,71.994,41.394,55.23597643,0.236564126,0.204960836,0.313589921,0.57496458,55.092,-0.034130151,-0.087279508,55.12613015,0.39339554,0.449943076,1.515599343,1.586679888,3,19,172.5570741,-93.53717710999999,44.06497107,-93.53713851,44.06493247,1147.79718,18.29780006,10192.5542,182.0096817,19.33919048,1243.149536,-93.53715781,44.06495176999999,0.12409
13,2020,6232020,50.945,78.324,45.05,59.88751818,0.240073938,0.211798652,0.325092913,0.575174914,60.653,-0.040162002,-0.087506239,60.693162,0.405411102,0.455480866,1.537422711,1.601687355,67,13,226.5430028,-93.53964751,44.06520267,-93.53960891,44.06516407,1153.882263,17.97036839,12538.03369,223.8932037,26.09841728,1677.750732,-93.53962820999996,44.06518337,0.099411
130,2020,6232020,40.586,63.369,36.365,48.25372795,0.244426552,0.219162137,0.337076491,0.573861036,49.787,-0.046669042,-0.088782782,49.83366904,0.418235566,0.462478694,1.561351205,1.61950487,61,10,201.450376,-93.53941591,44.06531847,-93.53937731,44.06527986999999,1158.008179,17.92542839,11647.1499,207.9845772,23.08955956,1484.310028,-93.53939660999998,44.06529916999999,0.14999
1300,2020,6232020,49.431,73.178,42.568,56.59940538,0.228050597,0.193680725,0.296685449,0.581704884,54.357,-0.024062672,-0.082231788,54.38106267,0.373356035,0.435816379,1.480407032,1.555959245,3,20,194.9864803,-93.53717710999999,44.06493247,-93.53713851,44.06489386999999,1147.578735,18.29087067,10812.13965,193.0737,21.22771454,1364.607544,-93.53715781,44.06491317,0.10334
1301,2020,6232020,68.654,92.928,56.096,74.15242436,0.196731551,0.150227129,0.230115845,0.603650138,61.106,0.014643648,-0.066123357,61.09135635,0.293823201,0.383155627,1.353570076,1.44775859,2,1,140.6316622,-93.53713851,44.06566587,-93.53709991,44.06562726999999,1154.997009,15.77238154,7747.13501,138.3415337,12.41576982,798.4805602999999,-93.53711920999999,44.06564656999999,-0.029459
1302,2020,6232020,75.608,97.324,60.139,79.17329087,0.17827449,0.125575371,0.192529678,0.617925692,58.901,0.036586276,-0.056332191,58.86441372,0.247251785,0.351308143,1.287218284,1.389172717,2,2,101.6146809,-93.53713851,44.06562726999999,-93.53709991,44.06558866999999,1153.82132,15.58081198,7958.301636,142.1123657,10.18031311,654.654007,-93.53711920999999,44.065607969999995,-0.036622
1303,2020,6232020,68.142,92.119,57.691,74.0663977,0.188360085,0.149612195,0.233762309,0.626266025,58.405,0.015048268,-0.052083027,58.38995173,0.292673248,0.366811381,1.351868158,1.428935106,2,3,147.6206562,-93.53713851,44.06558867,-93.53709991,44.06555006999999,1152.668915,15.18813038,8095.799438,144.5676727,10.37446761,667.1324921,-93.53711920999999,44.06556936999999,-0.028673
1304,2020,6232020,58.87,83.98,49.722,65.80424146,0.214672105,0.175778789,0.269628898,0.59206954,59.368,-0.008111252,-0.074617286,59.37611125,0.341020659,0.41338672,1.426533039,1.509057778,2,4,182.1808397,-93.53713851,44.06555006999999,-93.53709991,44.06551146999999,1152.414246,15.65967584,9342.001953,166.8212624,10.70688582,688.5741272,-93.53711920999999,44.06553077,0.018343
1305,2020,6232020,56.315,83.786,49.058,64.80267583,0.227881075,0.196079971,0.301736542,0.58551548,62.199,-0.026142029,-0.079852399,62.22514203,0.377640657,0.435191834,1.487809642,1.557753781,2,5,149.0234459,-93.53713851,44.06551147,-93.53709991,44.065472869999994,1152.096802,16.4403944,9691.35791,173.059761,9.736405373,626.1598969,-93.53711920999999,44.06549217,0.048806
1306,2020,6232020,57.594,84.242,49.136,65.39146197,0.224385387,0.187878959,0.287464941,0.583272002,61.754,-0.018905389,-0.080910291,61.77290539,0.362946451,0.429830239,1.462687085,1.54212975,2,6,142.0219621,-93.53713851,44.065472869999994,-93.53709991,44.06543426999999,1151.738678,16.55565739,8896.173096,158.8600426,13.72182298,882.4721832,-93.53711920999999,44.06545356999998,0.064647
1307,2020,6232020,58.195,84.079,48.828,65.42198879,0.222162867,0.181930641,0.2769942,0.580739543,61.135,-0.013636697,-0.082258689,61.1486367,0.352203774,0.426577337,1.444780479,1.531729366,2,7,156.8501419,-93.53713851,44.06543427,-93.53709991,44.065395669999994,1151.404266,16.68391609,8723.012694999998,155.7679024,16.13785577,1037.661743,-93.53711920999999,44.06541496999999,0.062615
1308,2020,6232020,56.988,83.71,49.326,65.03345426,0.223231312,0.189924519,0.29245283,0.589248596,61.106,-0.020664758,-0.07711447,61.12666476,0.366624411,0.427400961,1.468905735,1.541258659,2,8,165.7543729,-93.53713851,44.065395669999994,-93.53709991,44.06535706999999,1151.073517,16.74742794,9219.905029,164.6409683,16.67151928,1071.926086,-93.53711920999999,44.06537637,0.083288
1309,2020,6232020,53.782,79.364,46.351,61.48052055,0.226357002,0.19213495,0.29474048,0.584030543,58.595,-0.022670017,-0.080628646,58.61767002,0.370589285,0.43289514,1.475661002,1.550568728,2,9,169.7610113,-93.53713851,44.06535707,-93.53709991,44.06531847,1150.698517,16.93305826,9697.748779,173.1738663,17.74893141,1141.086853,-93.53711920999999,44.06533777,0.10058
131,2020,6232020,42.959,65.468,37.835,50.20963364,0.236820479,0.207595894,0.318860494,0.577915928,50.142,-0.036410004,-0.085456236,50.17841,0.398037924,0.45009634,1.523964711,1.589803072,61,11,200.1255297,-93.53941591,44.06527987,-93.53937731,44.06524127,1157.748901,17.96934652,11714.19775,209.1818771,23.24858379,1494.535492,-93.53939660999998,44.06526056999999,0.13346
1310,2020,6232020,51.466,78.046,45.975,60.14878191,0.231334777,0.205231948,0.318182362,0.589075673,58.651,-0.034154097,-0.077960191,58.6851541,0.393873868,0.440449868,1.516457467,1.574514968,2,10,184.8312136,-93.53713851,44.06531847,-93.53709991,44.06527986999999,1150.325439,17.09453678,10219.85742,182.4972229,19.55244684,1256.95105,-93.53711920999999,44.06529916999999,0.10317
1311,2020,6232020,50.043,74.938,43.303,57.72104036,0.232421409,0.199190277,0.304794437,0.577851024,56.53,-0.028985524,-0.085057403,56.55898552,0.383177317,0.443121896,1.497472174,1.571374146,2,11,186.9229676,-93.53713851,44.06527987,-93.53709991,44.06524127,1149.930756,17.31742001,10310.94897,184.1238556,19.78011942,1271.588806,-93.53711920999999,44.06526056999999,0.11397
1312,2020,6232020,48.4,73.546,42.913,56.54820859,0.233967408,0.206206026,0.318170891,0.583485166,55.779,-0.035096658,-0.081692841,55.81409666,0.39559115,0.445100647,1.519545455,1.581667188,2,12,178.3081629,-93.53713851,44.06524127,-93.53709991,44.06520266999999,1149.564911,17.50550795,9962.574463,177.9028969,18.55851078,1193.071442,-93.53711920999999,44.06522197,0.10801
1313,2020,6232020,47.841,71.969,41.144,55.26037453,0.235927753,0.201385527,0.306714464,0.571690589,54.953,-0.031012587,-0.089264013,54.98401259,0.387072876,0.449245748,1.504337284,1.581811155,2,13,173.5168418,-93.53713851,44.06520267,-93.53709991,44.06516407,1149.350403,17.61529064,9780.540527,174.6523132,17.95776749,1154.479797,-93.53711920999999,44.06518337,0.089054
1314,2020,6232020,45.784,69.647,40.239,53.43549503,0.236426901,0.206729561,0.317360889,0.5777564,53.271,-0.035648487,-0.085516798,53.30664849,0.39651329,0.449484401,1.521208282,1.588030516,2,14,178.2215343,-93.53713851,44.06516407,-93.53709991,44.06512546999999,1149.086578,17.69038439,9840.156982,175.7168961,18.30631304,1176.868317,-93.53711920999999,44.06514476999999,0.10898
1315,2020,6232020,42.532,66.579,37.941,50.60057228,0.24661683,0.220390245,0.33788113,0.569864372,52.685,-0.04783478,-0.091543128,52.73283478,0.420362692,0.466231817,1.565386062,1.626075118,2,15,177.8111926,-93.53713851,44.06512547,-93.53709991,44.06508687,1148.770111,17.78568935,9871.692139,176.2800217,18.97473764,1219.820435,-93.53711920999999,44.06510616999999,0.1311
1316,2020,6232020,43.72,67.079,38.442,51.2796841,0.240366124,0.210823202,0.322829858,0.573085466,51.996,-0.039339056,-0.088850919,52.03533906,0.40370324,0.456113575,1.534286368,1.601446844,2,16,167.816152,-93.53713851,44.06508687,-93.53709991,44.06504826999999,1148.503967,17.88944721,9518.040771000002,169.9648056,17.57010174,1129.591217,-93.53711920999999,44.06506757,0.12383
1317,2020,6232020,44.225,67.952,39.406,52.04535767,0.238107819,0.211513947,0.326050212,0.579909348,52.273,-0.039826366,-0.084333995,52.31282637,0.404912842,0.451989222,1.536506501,1.596686046,2,17,157.610254,-93.53713851,44.06504827,-93.53709991,44.06500967,1148.259857,17.95135832,9030.772461,161.263588,14.63893127,941.1652069,-93.53711920999999,44.06502897,0.11479
1318,2020,6232020,45.692,68.901,39.831,52.98306404,0.234093809,0.202534186,0.310438458,0.578090303,52.279,-0.031939336,-0.085074859,52.31093934,0.389107159,0.445752005,1.507944498,1.57847777,2,18,156.3460844,-93.53713851,44.06500967,-93.53709991,44.06497106999999,1148.03537,17.97089911,9046.368408,161.5420914,12.14787722,780.8427887,-93.53711920999999,44.06499036999999,0.093354
1319,2020,6232020,46.264,69.948,40.714,53.82288917,0.233248411,0.203799952,0.313703674,0.58206096,52.918,-0.032998993,-0.082512777,52.95099899,0.391345591,0.444065856,1.511931523,1.577660036,2,19,169.09423,-93.53713851,44.06497107,-93.53709991,44.06493247,1147.812286,17.97898817,9842.544678,175.7595139,14.10378432,906.3993988,-93.53711920999999,44.06495176999999,0.097618
132,2020,6232020,42.344,65.065,37.404,49.75113994,0.240053746,0.211537208,0.324562531,0.574871283,50.382,-0.039937022,-0.087695165,50.42193702,0.404953559,0.455473186,1.536581334,1.601384201,61,12,197.5856483,-93.53941591,44.06524127,-93.53937731,44.06520266999999,1157.537811,17.99276876,11941.49121,213.2406807,24.25384521,1559.178223,-93.53939660999998,44.06522197,0.13607
1320,2020,6232020,48.097,71.43,41.612,55.21812762,0.228538627,0.195211124,0.299467368,0.582556349,53.151,-0.025407878,-0.081750538,53.17640788,0.376090426,0.436512126,1.485123812,1.558504862,2,20,197.0029759,-93.53713851,44.06493247,-93.53709991,44.06489386999999,1147.595154,17.98224068,10787.24829,192.6292114,20.95002031,1346.683197,-93.53711920999999,44.06491317,0.086524
1321,2020,6232020,62.555,87.912,52.475,69.27066092,0.209018958,0.168522002,0.258766022,0.596903722,60.794,-0.001650718,-0.071187827,60.79565072,0.327736399,0.403769723,1.405355287,1.490037582,1,1,87.61501998,-93.53709991,44.06566587,-93.53706131,44.06562726999999,1155.300476,15.54780245,6244.245728,111.5042572,8.411377668,540.8564224,-93.53708061,44.06564656999999,-0.020159
1322,2020,6232020,82.998,103.72,63.588,85.02928936,0.17189133,0.110980195,0.168293673,0.61307366,60.854,0.049847786,-0.058715332,60.80415221,0.219259853,0.341751512,1.249668667,1.365590449,1,2,124.7374476,-93.53709991,44.06562726999999,-93.53706131,44.06558866999999,1154.048157,15.17921567,6732.757568,120.2276611,7.607277274,489.1522675,-93.53708061,44.065607969999995,-0.046975
1323,2020,6232020,65.05,89.524,54.401,71.19344042,0.19965561,0.158331932,0.244317331,0.607669452,59.597,0.007398014,-0.063943534,59.58960199,0.308919559,0.387400074,1.376233666,1.460650921,1,3,118.6078509,-93.53709991,44.06558867,-93.53706131,44.06555006999999,1152.621613,12.69897151,7022.05249,125.3936405,10.111058,650.2867584,-93.53708061,44.06556936999999,-0.023952
1324,2020,6232020,57.634,83.694,49.802,65.33657168,0.218146887,0.184393751,0.284727837,0.59504863,59.952,-0.015729608,-0.073097891,59.96772961,0.356660663,0.418674229,1.452163653,1.524538552,1,4,165.6394611,-93.53709991,44.06555006999999,-93.53706131,44.06551146999999,1152.282135,11.19648981,8974.483887,160.2584534,11.15555,717.4918976,-93.53708061,44.06553077,0.044963
1325,2020,6232020,55.921,82.806,49.149,64.29000979,0.223664669,0.193797891,0.300129496,0.593543946,60.542,-0.024040324,-0.074503396,60.56604032,0.373565548,0.427719551,1.480767511,1.54580582,1,5,168.2528984,-93.53709991,44.06551147,-93.53706131,44.065472869999994,1151.949738,14.21296072,9942.075928,177.536869,9.925876379,638.3134766,-93.53708061,44.06549217,0.082033
1326,2020,6232020,57.554,85.025,49.618,65.83732342,0.226814611,0.192672133,0.295511021,0.583569538,62.878,-0.023150205,-0.080957559,62.90115021,0.371551332,0.433668957,1.477308267,1.552131104,1,6,157.9154251,-93.53709991,44.065472869999994,-93.53706131,44.06543426999999,1151.585266,15.94060874,9050.116943,161.6090393,12.85881496,826.9483795,-93.53708061,44.06545356999998,0.064659
1327,2020,6232020,57.585,82.554,48.246,64.44344202,0.218783564,0.1781731,0.271718194,0.584417472,59.277,-0.010271518,-0.079675133,59.28727152,0.345381827,0.420801102,1.433602501,1.520614591,1,7,144.2973676,-93.53709991,44.06543427,-93.53706131,44.065395669999994,1151.295837,16.2421174,8399.239746,149.9862442,15.4303093,992.201355,-93.53708061,44.06541496999999,0.038248
1328,2020,6232020,56.189,81.666,47.829,63.54565948,0.221858986,0.184810127,0.282996023,0.585666005,59.314,-0.016164021,-0.079195838,59.33016402,0.357412893,0.425559187,1.453416149,1.533510176,1,8,154.3123968,-93.53709991,44.065395669999994,-93.53706131,44.06535706999999,1150.953583,16.37208986,8787.368408,156.9171028,16.14890838,1038.378342,-93.53708061,44.06537637,0.066808
1329,2020,6232020,54.572,80.022,46.993,62.1556265,0.223535888,0.189087181,0.290521798,0.587251006,58.479,-0.019941956,-0.078374553,58.49894196,0.365119879,0.428078598,1.466356373,1.541215798,1,9,163.4667936,-93.53709991,44.06535707,-93.53706131,44.06531847,1150.61145,16.55009222,9357.770264,167.1028252,17.47460985,1123.463898,-93.53708061,44.06533777,0.088168
133,2020,6232020,41.991,64.989,37.028,49.52402443,0.243826466,0.214974762,0.328768298,0.569757959,50.959,-0.043064274,-0.091312983,51.00206427,0.410957474,0.461844356,1.54768879,1.613890565,61,13,199.3730147,-93.53941591,44.06520267,-93.53937731,44.06516407,1157.359741,18.01215935,12024.33008,214.7199249,24.35792351,1565.864502,-93.53939660999998,44.06518337,0.13335
1330,2020,6232020,50.855,77.094,45.752,59.50619398,0.229593891,0.205073897,0.319220896,0.593457338,57.581,-0.033949142,-0.075078439,57.61494914,0.393595035,0.437325053,1.515957133,1.570288577,1,10,177.0676135,-93.53709991,44.06531847,-93.53706131,44.06527986999999,1150.252319,16.68740416,9892.947266,176.6595497,19.60559559,1260.366241,-93.53708061,44.06529916999999,0.10613
1331,2020,6232020,50.427,75.259,43.686,58.06681785,0.230571759,0.197571726,0.302829268,0.580475425,56.405,-0.027520487,-0.083240441,56.43252049,0.380298652,0.439941516,1.492434608,1.565482275,1,11,175.19113,-93.53709991,44.06527987,-93.53706131,44.06524127,1149.867401,16.87969542,9951.669189,177.708168,19.59613657,1259.757019,-93.53708061,44.06526056999999,0.084456
1332,2020,6232020,50.21,74.818,43.658,57.8065688,0.229022932,0.196819912,0.30242104,0.583522682,55.768,-0.02681906,-0.081197017,55.79481906,0.378959656,0.437195355,1.490101573,1.561125291,1,12,169.7609312,-93.53709991,44.06524127,-93.53706131,44.06520266999999,1149.551544,17.05590296,9586.726807,171.1913452,18.12711,1165.345673,-93.53708061,44.06522197,0.069862
1333,2020,6232020,48.442,73.721,42.687,56.57912799,0.236042939,0.206928448,0.318070864,0.579034468,56.313,-0.035803458,-0.084678192,56.34880346,0.396863448,0.448768287,1.521840552,1.587302331,1,13,164.3363856,-93.53709991,44.06520267,-93.53706131,44.06516407,1149.307251,17.18027401,9377.20166,167.4498367,17.4451561,1121.542664,-93.53708061,44.06518337,0.083331
1334,2020,6232020,46.556,70.762,41.274,54.40056635,0.234109717,0.2063281,0.318315712,0.583279161,53.694,-0.035207324,-0.081835149,53.72920732,0.39580622,0.445344434,1.519932984,1.582122256,1,14,165.9889135,-93.53709991,44.06516407,-93.53706131,44.06512546999999,1149.113983,17.26661253,9400.725098,167.8699074,17.71673632,1138.984222,-93.53708061,44.06514476999999,0.086745
1335,2020,6232020,45.241,68.881,39.193,52.6859611,0.240004321,0.207146738,0.315498672,0.568995804,53.328,-0.036158236,-0.091385709,53.36415824,0.397247669,0.455904891,1.522534869,1.597059277,1,15,165.0378525,-93.53709991,44.06512547,-93.53706131,44.06508687,1148.826202,17.36731291,9408.077881,168.0012016,18.29458475,1176.121857,-93.53708061,44.06510616999999,0.10087
1336,2020,6232020,46.212,69.564,40.286,53.53397935,0.233262124,0.201699834,0.309338985,0.579121385,52.63,-0.031187605,-0.084348528,52.6611876,0.387629794,0.444339885,1.505323293,1.575711799,1,16,157.7971418,-93.53709991,44.06508687,-93.53706131,44.06504826999999,1148.552795,17.47426558,9047.365479,161.5598984,16.84900856,1083.283234,-93.53708061,44.06506757,0.092412
1337,2020,6232020,46.944,70.094,41.658,54.32095034,0.225473141,0.197799005,0.307110639,0.594316204,51.586,-0.027552049,-0.074184605,51.61355205,0.380703209,0.430583516,1.493140763,1.553736436,1,17,151.4258603,-93.53709991,44.06504827,-93.53706131,44.06500967,1148.327911,17.58578062,8737.369385,156.02425,14.68771482,944.3136139,-93.53708061,44.06502897,0.099514
1338,2020,6232020,46.142,69.019,39.243,53.01798303,0.235665084,0.198652322,0.301338286,0.568582564,52.653,-0.028627497,-0.091181576,52.6816275,0.382221147,0.449148826,1.495795588,1.578677943,1,18,152.3622662,-93.53709991,44.06500967,-93.53706131,44.06497106999999,1148.093811,17.60103178,8985.493408,160.4550362,14.6009891,938.5019989000001,-93.53708061,44.06499036999999,0.083613
1339,2020,6232020,51.923,72.84,40.799,56.76331541,0.222137398,0.167653872,0.24911867,0.560118067,52.958,-0.000892717,-0.09495778,52.95889272,0.326140641,0.429314141,1.402846523,1.520122811,1,19,171.3162211,-93.53709991,44.06497107,-93.53706131,44.06493247,1147.831848,17.5878377,10004.00244,178.6426811,18.28620434,1175.335419,-93.53708061,44.06495176999999,0.076978
134,2020,6232020,41.682,64.858,37.241,49.43292212,0.243449211,0.217533321,0.33443484,0.574192852,50.793,-0.045229898,-0.088472051,50.8382299,0.41540917,0.460905498,1.556019385,1.615502988,61,14,212.4742987,-93.53941591,44.06516407,-93.53937731,44.06512546999999,1157.089722,18.02302456,12047.78247,215.13871,24.1549983,1552.814178,-93.53939660999998,44.06514476999999,0.14295
1340,2020,6232020,57.522,75.986,42.722,60.29876163,0.205094046,0.138298829,0.203379376,0.562235149,51.728,0.025789026,-0.0917846,51.70221097,0.271406581,0.402901899,1.32099023,1.458536646,1,20,193.7160033,-93.53709991,44.06493247,-93.53706131,44.06489386999999,1147.611481,17.59375763,11068.52856,197.6520538,22.9057889,1472.500488,-93.53708061,44.06491317,0.064322
135,2020,6232020,41.819,63.914,36.834,48.95770866,0.238157506,0.208969763,0.320686802,0.576305661,49.175,-0.037648264,-0.086600686,49.21264826,0.400452425,0.452351165,1.528348358,1.594332502,61,15,225.2918789,-93.53941591,44.06512547,-93.53937731,44.06508687,1156.719452,18.02579546,12136.74219,216.7272873,23.82061672,1531.310944,-93.53939660999998,44.06510616999999,0.13387
136,2020,6232020,42.139,64.119,37.011,49.18250232,0.236696434,0.206855013,0.317414473,0.5772236,49.088,-0.035767682,-0.085877615,49.12376768,0.39673417,0.449956959,1.521607062,1.588796226,61,16,219.2716962,-93.53941591,44.06508687,-93.53937731,44.06504826999999,1156.258148,18.00196886,12314.72534,219.9055595,24.19050598,1555.088654,-93.53939660999998,44.06506757,0.13483
137,2020,6232020,41.703,63.589,35.818,48.53050674,0.242585455,0.207860046,0.315024326,0.563273522,49.657,-0.0368847,-0.095271774,49.6938847,0.398502475,0.460486618,1.524806369,1.604038042,61,17,225.8574138,-93.53941591,44.06504827,-93.53937731,44.06500967,1155.782867,17.94994545,12596.32397,224.9341087,24.77669621,1592.786255,-93.53939660999998,44.06502897,0.13572
138,2020,6232020,40.626,62.442,34.929,47.50266758,0.2461048,0.211666085,0.320169066,0.559383108,49.329,-0.040331312,-0.09812822,49.36933131,0.405179119,0.466334021,1.536996012,1.616305704,61,18,231.9060492,-93.53941591,44.06500967,-93.53937731,44.06497106999999,1155.284332,17.89475918,12913.48291,230.5976486,25.89158583,1664.455261,-93.53939660999998,44.06499036999999,0.13252
139,2020,6232020,40.311,61.676,34.567,46.98859147,0.244534127,0.209487484,0.316894097,0.560461119,48.474,-0.038377492,-0.097267015,48.51237749,0.401361228,0.463792956,1.530004217,1.610365044,61,19,230.4412387,-93.53941591,44.06497107,-93.53937731,44.06493247,1154.817444,17.90357733,12978.30151,231.7551117,26.18085289,1683.046997,-93.53939660999998,44.06495176999999,0.13951
14,2020,6232020,51.723,78.423,45.606,60.29190906,0.234157569,0.205154211,0.315826828,0.581538579,59.517,-0.034200464,-0.082927079,59.55120046,0.393736733,0.445559674,1.516211357,1.58111005,67,14,221.2010823,-93.53964751,44.06516407,-93.53960891,44.06512546999999,1153.808411,18.00488806,12389.35352,221.2382011,25.14657879,1616.564362,-93.53962820999996,44.06514476999999,0.095875
140,2020,6232020,38.405,60.778,34.185,45.96202612,0.252212253,0.225572931,0.344210591,0.56245681,48.966,-0.052568832,-0.096867314,49.01856883,0.429301643,0.475567476,1.582554355,1.645100798,61,20,224.9850819,-93.53941591,44.06493247,-93.53937731,44.06489386999999,1154.314697,17.97455645,12694.90869,226.6945229,24.76549578,1592.055573,-93.53939660999998,44.06491317,0.1464
141,2020,6232020,43.311,65.139,38.252,50.27307943,0.229960206,0.201272476,0.31094903,0.587236525,48.715,-0.030698968,-0.078977792,48.74569897,0.38687251,0.438378833,1.503982822,1.567495307,60,1,190.8575533,-93.53937731,44.06566587,-93.53933871,44.06562726999999,1155.628998,17.15373135,10696.34155,191.005867,20.06148386,1289.671234,-93.53935801,44.06564656999999,0.096905
142,2020,6232020,44.611,66.118,37.787,50.95615309,0.232199931,0.19423096,0.294850703,0.571508515,49.838,-0.024661316,-0.088988392,49.86266132,0.374339706,0.443410679,1.482100827,1.566343099,60,2,167.6323792,-93.53937731,44.06562726999999,-93.53933871,44.06558866999999,1154.963654,17.29379225,10058.03931,179.6076279,18.9638834,1219.111145,-93.53935801,44.065607969999995,0.074759
143,2020,6232020,43.102,64.513,36.76,49.56815904,0.235360576,0.198959253,0.302180509,0.569807636,49.164,-0.028884502,-0.090382684,49.1928845,0.382766766,0.448544667,1.496751891,1.578219535,60,3,174.8639059,-93.53937731,44.06558867,-93.53933871,44.06555006999999,1154.609283,17.64438343,9313.454346,166.3114777,15.62267113,1004.553116,-93.53935801,44.06556936999999,0.092757
144,2020,6232020,39.791,61.659,35.347,47.02682345,0.242774217,0.21555446,0.330817058,0.573265865,48.18,-0.043506802,-0.088987332,48.2235068,0.411967381,0.459906,1.549571511,1.611901788,60,4,154.6349775,-93.53937731,44.06555006999999,-93.53933871,44.06551146999999,1155.831909,17.76271868,9786.468262,174.758152,18.81044579,1209.269043,-93.53935801,44.06553077,0.13074
145,2020,6232020,37.872,61.023,34.213,45.92974447,0.257357145,0.234096769,0.357920287,0.560657457,49.961,-0.0601181,-0.098602638,50.0211181,0.443868945,0.483729755,1.611295944,1.66674681,60,5,220.2562468,-93.53937731,44.06551147,-93.53933871,44.065472869999994,1157.404999,17.53043556,10664.75757,190.4418793,16.42131305,1055.731827,-93.53935801,44.06549217,0.15317
146,2020,6232020,39.522,62.11,35.472,47.18016309,0.247101107,0.222252834,0.341414752,0.571115762,49.226,-0.049445676,-0.090801144,49.27544568,0.423582262,0.466905981,1.571529781,1.629138637,60,6,214.78986,-93.53937731,44.065472869999994,-93.53933871,44.06543426999999,1158.459412,17.21250915,11317.38281,202.0958824,20.78434372,1336.127991,-93.53935801,44.06545356999998,0.14425
