Fields,BoundingBox,X,Y,id,left,top,right,bottom
142,"[-93.5309662643960,44.0774920790811;-93.5309272643960,44.0775310790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0775310790811,44.0775310790811,44.0774920790811,44.0774920790811,44.0775310790811,NaN]",142,-93.53097012,44.07752561,-93.53093112,44.07748661
143,"[-93.5309662643960,44.0774530790811;-93.5309272643960,44.0774920790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0774920790811,44.0774920790811,44.0774530790811,44.0774530790811,44.0774920790811,NaN]",143,-93.53097012,44.07748661,-93.53093112,44.07744761
144,"[-93.5309662643960,44.0774140790811;-93.5309272643960,44.0774530790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0774530790811,44.0774530790811,44.0774140790811,44.0774140790811,44.0774530790811,NaN]",144,-93.53097012,44.07744761,-93.53093112,44.07740861
145,"[-93.5309662643960,44.0773750790811;-93.5309272643960,44.0774140790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0774140790811,44.0774140790811,44.0773750790811,44.0773750790811,44.0774140790811,NaN]",145,-93.53097012,44.07740861,-93.53093112,44.07736961
146,"[-93.5309662643960,44.0773360790811;-93.5309272643960,44.0773750790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0773750790811,44.0773750790811,44.0773360790811,44.0773360790811,44.0773750790811,NaN]",146,-93.53097012,44.07736961,-93.53093112,44.07733061
147,"[-93.5309662643960,44.0772970790811;-93.5309272643960,44.0773360790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0773360790811,44.0773360790811,44.0772970790811,44.0772970790811,44.0773360790811,NaN]",147,-93.53097012,44.07733061,-93.53093112,44.07729161
148,"[-93.5309662643960,44.0772580790811;-93.5309272643960,44.0772970790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0772970790811,44.0772970790811,44.0772580790811,44.0772580790811,44.0772970790811,NaN]",148,-93.53097012,44.07729161,-93.53093112,44.07725261
149,"[-93.5309662643960,44.0772190790811;-93.5309272643960,44.0772580790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0772580790811,44.0772580790811,44.0772190790811,44.0772190790811,44.0772580790811,NaN]",149,-93.53097012,44.07725261,-93.53093112,44.07721361
150,"[-93.5309662643960,44.0771800790811;-93.5309272643960,44.0772190790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0772190790811,44.0772190790811,44.0771800790811,44.0771800790811,44.0772190790811,NaN]",150,-93.53097012,44.07721361,-93.53093112,44.07717461
151,"[-93.5309662643960,44.0771410790811;-93.5309272643960,44.0771800790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0771800790811,44.0771800790811,44.0771410790811,44.0771410790811,44.0771800790811,NaN]",151,-93.53097012,44.07717461,-93.53093112,44.07713561
152,"[-93.5309662643960,44.0771020790811;-93.5309272643960,44.0771410790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0771410790811,44.0771410790811,44.0771020790811,44.0771020790811,44.0771410790811,NaN]",152,-93.53097012,44.07713561,-93.53093112,44.07709661
153,"[-93.5309662643960,44.0770630790811;-93.5309272643960,44.0771020790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0771020790811,44.0771020790811,44.0770630790811,44.0770630790811,44.0771020790811,NaN]",153,-93.53097012,44.07709661,-93.53093112,44.07705761
154,"[-93.5309662643960,44.0770240790811;-93.5309272643960,44.0770630790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0770630790811,44.0770630790811,44.0770240790811,44.0770240790811,44.0770630790811,NaN]",154,-93.53097012,44.07705761,-93.53093112,44.07701861
155,"[-93.5309662643960,44.0769850790811;-93.5309272643960,44.0770240790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0770240790811,44.0770240790811,44.0769850790811,44.0769850790811,44.0770240790811,NaN]",155,-93.53097012,44.07701861,-93.53093112,44.07697961
156,"[-93.5309662643960,44.0769460790811;-93.5309272643960,44.0769850790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0769850790811,44.0769850790811,44.0769460790811,44.0769460790811,44.0769850790811,NaN]",156,-93.53097012,44.07697961,-93.53093112,44.07694061
157,"[-93.5309662643960,44.0769070790811;-93.5309272643960,44.0769460790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0769460790811,44.0769460790811,44.0769070790811,44.0769070790811,44.0769460790811,NaN]",157,-93.53097012,44.07694061,-93.53093112,44.07690161
158,"[-93.5309662643960,44.0768680790811;-93.5309272643960,44.0769070790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0769070790811,44.0769070790811,44.0768680790811,44.0768680790811,44.0769070790811,NaN]",158,-93.53097012,44.07690161,-93.53093112,44.07686261
159,"[-93.5309662643960,44.0768290790811;-93.5309272643960,44.0768680790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0768680790811,44.0768680790811,44.0768290790811,44.0768290790811,44.0768680790811,NaN]",159,-93.53097012,44.07686261,-93.53093112,44.07682361
160,"[-93.5309662643960,44.0767900790811;-93.5309272643960,44.0768290790811]","[-93.5309662643960,-93.5309272643960,-93.5309272643960,-93.5309662643960,-93.5309662643960,NaN]","[44.0768290790811,44.0768290790811,44.0767900790811,44.0767900790811,44.0768290790811,NaN]",160,-93.53097012,44.07682361,-93.53093112,44.07678461
161,"[-93.5309272643960,44.0779990790811;-93.5308882643960,44.0780380790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0780380790811,44.0780380790811,44.0779990790811,44.0779990790811,44.0780380790811,NaN]",161,-93.53093112,44.07803261,-93.53089212,44.07799361
162,"[-93.5309272643960,44.0779600790811;-93.5308882643960,44.0779990790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0779990790811,44.0779990790811,44.0779600790811,44.0779600790811,44.0779990790811,NaN]",162,-93.53093112,44.07799361,-93.53089212,44.07795461
163,"[-93.5309272643960,44.0779210790811;-93.5308882643960,44.0779600790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0779600790811,44.0779600790811,44.0779210790811,44.0779210790811,44.0779600790811,NaN]",163,-93.53093112,44.07795461,-93.53089212,44.07791561
164,"[-93.5309272643960,44.0778820790811;-93.5308882643960,44.0779210790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0779210790811,44.0779210790811,44.0778820790811,44.0778820790811,44.0779210790811,NaN]",164,-93.53093112,44.07791561,-93.53089212,44.07787661
165,"[-93.5309272643960,44.0778430790811;-93.5308882643960,44.0778820790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0778820790811,44.0778820790811,44.0778430790811,44.0778430790811,44.0778820790811,NaN]",165,-93.53093112,44.07787661,-93.53089212,44.07783761
166,"[-93.5309272643960,44.0778040790811;-93.5308882643960,44.0778430790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0778430790811,44.0778430790811,44.0778040790811,44.0778040790811,44.0778430790811,NaN]",166,-93.53093112,44.07783761,-93.53089212,44.07779861
167,"[-93.5309272643960,44.0777650790811;-93.5308882643960,44.0778040790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0778040790811,44.0778040790811,44.0777650790811,44.0777650790811,44.0778040790811,NaN]",167,-93.53093112,44.07779861,-93.53089212,44.07775961
168,"[-93.5309272643960,44.0777260790811;-93.5308882643960,44.0777650790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0777650790811,44.0777650790811,44.0777260790811,44.0777260790811,44.0777650790811,NaN]",168,-93.53093112,44.07775961,-93.53089212,44.07772061
169,"[-93.5309272643960,44.0776870790811;-93.5308882643960,44.0777260790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0777260790811,44.0777260790811,44.0776870790811,44.0776870790811,44.0777260790811,NaN]",169,-93.53093112,44.07772061,-93.53089212,44.07768161
170,"[-93.5309272643960,44.0776480790811;-93.5308882643960,44.0776870790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0776870790811,44.0776870790811,44.0776480790811,44.0776480790811,44.0776870790811,NaN]",170,-93.53093112,44.07768161,-93.53089212,44.07764261
171,"[-93.5309272643960,44.0776090790811;-93.5308882643960,44.0776480790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0776480790811,44.0776480790811,44.0776090790811,44.0776090790811,44.0776480790811,NaN]",171,-93.53093112,44.07764261,-93.53089212,44.07760361
172,"[-93.5309272643960,44.0775700790811;-93.5308882643960,44.0776090790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0776090790811,44.0776090790811,44.0775700790811,44.0775700790811,44.0776090790811,NaN]",172,-93.53093112,44.07760361,-93.53089212,44.07756461
173,"[-93.5309272643960,44.0775310790811;-93.5308882643960,44.0775700790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0775700790811,44.0775700790811,44.0775310790811,44.0775310790811,44.0775700790811,NaN]",173,-93.53093112,44.07756461,-93.53089212,44.07752561
174,"[-93.5309272643960,44.0774920790811;-93.5308882643960,44.0775310790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0775310790811,44.0775310790811,44.0774920790811,44.0774920790811,44.0775310790811,NaN]",174,-93.53093112,44.07752561,-93.53089212,44.07748661
175,"[-93.5309272643960,44.0774530790811;-93.5308882643960,44.0774920790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0774920790811,44.0774920790811,44.0774530790811,44.0774530790811,44.0774920790811,NaN]",175,-93.53093112,44.07748661,-93.53089212,44.07744761
176,"[-93.5309272643960,44.0774140790811;-93.5308882643960,44.0774530790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0774530790811,44.0774530790811,44.0774140790811,44.0774140790811,44.0774530790811,NaN]",176,-93.53093112,44.07744761,-93.53089212,44.07740861
177,"[-93.5309272643960,44.0773750790811;-93.5308882643960,44.0774140790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0774140790811,44.0774140790811,44.0773750790811,44.0773750790811,44.0774140790811,NaN]",177,-93.53093112,44.07740861,-93.53089212,44.07736961
178,"[-93.5309272643960,44.0773360790811;-93.5308882643960,44.0773750790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0773750790811,44.0773750790811,44.0773360790811,44.0773360790811,44.0773750790811,NaN]",178,-93.53093112,44.07736961,-93.53089212,44.07733061
179,"[-93.5309272643960,44.0772970790811;-93.5308882643960,44.0773360790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0773360790811,44.0773360790811,44.0772970790811,44.0772970790811,44.0773360790811,NaN]",179,-93.53093112,44.07733061,-93.53089212,44.07729161
180,"[-93.5309272643960,44.0772580790811;-93.5308882643960,44.0772970790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0772970790811,44.0772970790811,44.0772580790811,44.0772580790811,44.0772970790811,NaN]",180,-93.53093112,44.07729161,-93.53089212,44.07725261
181,"[-93.5309272643960,44.0772190790811;-93.5308882643960,44.0772580790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0772580790811,44.0772580790811,44.0772190790811,44.0772190790811,44.0772580790811,NaN]",181,-93.53093112,44.07725261,-93.53089212,44.07721361
182,"[-93.5309272643960,44.0771800790811;-93.5308882643960,44.0772190790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0772190790811,44.0772190790811,44.0771800790811,44.0771800790811,44.0772190790811,NaN]",182,-93.53093112,44.07721361,-93.53089212,44.07717461
183,"[-93.5309272643960,44.0771410790811;-93.5308882643960,44.0771800790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0771800790811,44.0771800790811,44.0771410790811,44.0771410790811,44.0771800790811,NaN]",183,-93.53093112,44.07717461,-93.53089212,44.07713561
184,"[-93.5309272643960,44.0771020790811;-93.5308882643960,44.0771410790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0771410790811,44.0771410790811,44.0771020790811,44.0771020790811,44.0771410790811,NaN]",184,-93.53093112,44.07713561,-93.53089212,44.07709661
185,"[-93.5309272643960,44.0770630790811;-93.5308882643960,44.0771020790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0771020790811,44.0771020790811,44.0770630790811,44.0770630790811,44.0771020790811,NaN]",185,-93.53093112,44.07709661,-93.53089212,44.07705761
186,"[-93.5309272643960,44.0770240790811;-93.5308882643960,44.0770630790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0770630790811,44.0770630790811,44.0770240790811,44.0770240790811,44.0770630790811,NaN]",186,-93.53093112,44.07705761,-93.53089212,44.07701861
187,"[-93.5309272643960,44.0769850790811;-93.5308882643960,44.0770240790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0770240790811,44.0770240790811,44.0769850790811,44.0769850790811,44.0770240790811,NaN]",187,-93.53093112,44.07701861,-93.53089212,44.07697961
188,"[-93.5309272643960,44.0769460790811;-93.5308882643960,44.0769850790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0769850790811,44.0769850790811,44.0769460790811,44.0769460790811,44.0769850790811,NaN]",188,-93.53093112,44.07697961,-93.53089212,44.07694061
189,"[-93.5309272643960,44.0769070790811;-93.5308882643960,44.0769460790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0769460790811,44.0769460790811,44.0769070790811,44.0769070790811,44.0769460790811,NaN]",189,-93.53093112,44.07694061,-93.53089212,44.07690161
190,"[-93.5309272643960,44.0768680790811;-93.5308882643960,44.0769070790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0769070790811,44.0769070790811,44.0768680790811,44.0768680790811,44.0769070790811,NaN]",190,-93.53093112,44.07690161,-93.53089212,44.07686261
191,"[-93.5309272643960,44.0768290790811;-93.5308882643960,44.0768680790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0768680790811,44.0768680790811,44.0768290790811,44.0768290790811,44.0768680790811,NaN]",191,-93.53093112,44.07686261,-93.53089212,44.07682361
192,"[-93.5309272643960,44.0767900790811;-93.5308882643960,44.0768290790811]","[-93.5309272643960,-93.5308882643960,-93.5308882643960,-93.5309272643960,-93.5309272643960,NaN]","[44.0768290790811,44.0768290790811,44.0767900790811,44.0767900790811,44.0768290790811,NaN]",192,-93.53093112,44.07682361,-93.53089212,44.07678461
193,"[-93.5308882643960,44.0779990790811;-93.5308492643960,44.0780380790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0780380790811,44.0780380790811,44.0779990790811,44.0779990790811,44.0780380790811,NaN]",193,-93.53089212,44.07803261,-93.53085312,44.07799361
194,"[-93.5308882643960,44.0779600790811;-93.5308492643960,44.0779990790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0779990790811,44.0779990790811,44.0779600790811,44.0779600790811,44.0779990790811,NaN]",194,-93.53089212,44.07799361,-93.53085312,44.07795461
195,"[-93.5308882643960,44.0779210790811;-93.5308492643960,44.0779600790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0779600790811,44.0779600790811,44.0779210790811,44.0779210790811,44.0779600790811,NaN]",195,-93.53089212,44.07795461,-93.53085312,44.07791561
196,"[-93.5308882643960,44.0778820790811;-93.5308492643960,44.0779210790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0779210790811,44.0779210790811,44.0778820790811,44.0778820790811,44.0779210790811,NaN]",196,-93.53089212,44.07791561,-93.53085312,44.07787661
197,"[-93.5308882643960,44.0778430790811;-93.5308492643960,44.0778820790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0778820790811,44.0778820790811,44.0778430790811,44.0778430790811,44.0778820790811,NaN]",197,-93.53089212,44.07787661,-93.53085312,44.07783761
198,"[-93.5308882643960,44.0778040790811;-93.5308492643960,44.0778430790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0778430790811,44.0778430790811,44.0778040790811,44.0778040790811,44.0778430790811,NaN]",198,-93.53089212,44.07783761,-93.53085312,44.07779861
199,"[-93.5308882643960,44.0777650790811;-93.5308492643960,44.0778040790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0778040790811,44.0778040790811,44.0777650790811,44.0777650790811,44.0778040790811,NaN]",199,-93.53089212,44.07779861,-93.53085312,44.07775961
200,"[-93.5308882643960,44.0777260790811;-93.5308492643960,44.0777650790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0777650790811,44.0777650790811,44.0777260790811,44.0777260790811,44.0777650790811,NaN]",200,-93.53089212,44.07775961,-93.53085312,44.07772061
201,"[-93.5308882643960,44.0776870790811;-93.5308492643960,44.0777260790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0777260790811,44.0777260790811,44.0776870790811,44.0776870790811,44.0777260790811,NaN]",201,-93.53089212,44.07772061,-93.53085312,44.07768161
202,"[-93.5308882643960,44.0776480790811;-93.5308492643960,44.0776870790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0776870790811,44.0776870790811,44.0776480790811,44.0776480790811,44.0776870790811,NaN]",202,-93.53089212,44.07768161,-93.53085312,44.07764261
203,"[-93.5308882643960,44.0776090790811;-93.5308492643960,44.0776480790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0776480790811,44.0776480790811,44.0776090790811,44.0776090790811,44.0776480790811,NaN]",203,-93.53089212,44.07764261,-93.53085312,44.07760361
204,"[-93.5308882643960,44.0775700790811;-93.5308492643960,44.0776090790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0776090790811,44.0776090790811,44.0775700790811,44.0775700790811,44.0776090790811,NaN]",204,-93.53089212,44.07760361,-93.53085312,44.07756461
205,"[-93.5308882643960,44.0775310790811;-93.5308492643960,44.0775700790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0775700790811,44.0775700790811,44.0775310790811,44.0775310790811,44.0775700790811,NaN]",205,-93.53089212,44.07756461,-93.53085312,44.07752561
206,"[-93.5308882643960,44.0774920790811;-93.5308492643960,44.0775310790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0775310790811,44.0775310790811,44.0774920790811,44.0774920790811,44.0775310790811,NaN]",206,-93.53089212,44.07752561,-93.53085312,44.07748661
207,"[-93.5308882643960,44.0774530790811;-93.5308492643960,44.0774920790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0774920790811,44.0774920790811,44.0774530790811,44.0774530790811,44.0774920790811,NaN]",207,-93.53089212,44.07748661,-93.53085312,44.07744761
208,"[-93.5308882643960,44.0774140790811;-93.5308492643960,44.0774530790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0774530790811,44.0774530790811,44.0774140790811,44.0774140790811,44.0774530790811,NaN]",208,-93.53089212,44.07744761,-93.53085312,44.07740861
209,"[-93.5308882643960,44.0773750790811;-93.5308492643960,44.0774140790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0774140790811,44.0774140790811,44.0773750790811,44.0773750790811,44.0774140790811,NaN]",209,-93.53089212,44.07740861,-93.53085312,44.07736961
210,"[-93.5308882643960,44.0773360790811;-93.5308492643960,44.0773750790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0773750790811,44.0773750790811,44.0773360790811,44.0773360790811,44.0773750790811,NaN]",210,-93.53089212,44.07736961,-93.53085312,44.07733061
211,"[-93.5308882643960,44.0772970790811;-93.5308492643960,44.0773360790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0773360790811,44.0773360790811,44.0772970790811,44.0772970790811,44.0773360790811,NaN]",211,-93.53089212,44.07733061,-93.53085312,44.07729161
212,"[-93.5308882643960,44.0772580790811;-93.5308492643960,44.0772970790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0772970790811,44.0772970790811,44.0772580790811,44.0772580790811,44.0772970790811,NaN]",212,-93.53089212,44.07729161,-93.53085312,44.07725261
213,"[-93.5308882643960,44.0772190790811;-93.5308492643960,44.0772580790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0772580790811,44.0772580790811,44.0772190790811,44.0772190790811,44.0772580790811,NaN]",213,-93.53089212,44.07725261,-93.53085312,44.07721361
214,"[-93.5308882643960,44.0771800790811;-93.5308492643960,44.0772190790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0772190790811,44.0772190790811,44.0771800790811,44.0771800790811,44.0772190790811,NaN]",214,-93.53089212,44.07721361,-93.53085312,44.07717461
215,"[-93.5308882643960,44.0771410790811;-93.5308492643960,44.0771800790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0771800790811,44.0771800790811,44.0771410790811,44.0771410790811,44.0771800790811,NaN]",215,-93.53089212,44.07717461,-93.53085312,44.07713561
216,"[-93.5308882643960,44.0771020790811;-93.5308492643960,44.0771410790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0771410790811,44.0771410790811,44.0771020790811,44.0771020790811,44.0771410790811,NaN]",216,-93.53089212,44.07713561,-93.53085312,44.07709661
217,"[-93.5308882643960,44.0770630790811;-93.5308492643960,44.0771020790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0771020790811,44.0771020790811,44.0770630790811,44.0770630790811,44.0771020790811,NaN]",217,-93.53089212,44.07709661,-93.53085312,44.07705761
218,"[-93.5308882643960,44.0770240790811;-93.5308492643960,44.0770630790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0770630790811,44.0770630790811,44.0770240790811,44.0770240790811,44.0770630790811,NaN]",218,-93.53089212,44.07705761,-93.53085312,44.07701861
219,"[-93.5308882643960,44.0769850790811;-93.5308492643960,44.0770240790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0770240790811,44.0770240790811,44.0769850790811,44.0769850790811,44.0770240790811,NaN]",219,-93.53089212,44.07701861,-93.53085312,44.07697961
220,"[-93.5308882643960,44.0769460790811;-93.5308492643960,44.0769850790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0769850790811,44.0769850790811,44.0769460790811,44.0769460790811,44.0769850790811,NaN]",220,-93.53089212,44.07697961,-93.53085312,44.07694061
221,"[-93.5308882643960,44.0769070790811;-93.5308492643960,44.0769460790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0769460790811,44.0769460790811,44.0769070790811,44.0769070790811,44.0769460790811,NaN]",221,-93.53089212,44.07694061,-93.53085312,44.07690161
222,"[-93.5308882643960,44.0768680790811;-93.5308492643960,44.0769070790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0769070790811,44.0769070790811,44.0768680790811,44.0768680790811,44.0769070790811,NaN]",222,-93.53089212,44.07690161,-93.53085312,44.07686261
223,"[-93.5308882643960,44.0768290790811;-93.5308492643960,44.0768680790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0768680790811,44.0768680790811,44.0768290790811,44.0768290790811,44.0768680790811,NaN]",223,-93.53089212,44.07686261,-93.53085312,44.07682361
224,"[-93.5308882643960,44.0767900790811;-93.5308492643960,44.0768290790811]","[-93.5308882643960,-93.5308492643960,-93.5308492643960,-93.5308882643960,-93.5308882643960,NaN]","[44.0768290790811,44.0768290790811,44.0767900790811,44.0767900790811,44.0768290790811,NaN]",224,-93.53089212,44.07682361,-93.53085312,44.07678461
225,"[-93.5308492643960,44.0779990790811;-93.5308102643960,44.0780380790811]","[-93.5308492643960,-93.5308102643960,-93.5308102643960,-93.5308492643960,-93.5308492643960,NaN]","[44.0780380790811,44.0780380790811,44.0779990790811,44.0779990790811,44.0780380790811,NaN]",225,-93.53085312,44.07803261,-93.53081412,44.07799361
226,"[-93.5308492643960,44.0779600790811;-93.5308102643960,44.0779990790811]","[-93.5308492643960,-93.5308102643960,-93.5308102643960,-93.5308492643960,-93.5308492643960,NaN]","[44.0779990790811,44.0779990790811,44.0779600790811,44.0779600790811,44.0779990790811,NaN]",226,-93.53085312,44.07799361,-93.53081412,44.07795461
