Fields,BoundingBox,X,Y,id,left,top,right,bottom
621,"[-93.5384603397029,44.0656256916904;-93.5384217597029,44.0656642716904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0656642716904,44.0656642716904,44.0656256916904,44.0656256916904,44.0656642716904,NaN]",652,-93.53845153,44.06566587,-93.53841295,44.06562729
622,"[-93.5384603397029,44.0655871116904;-93.5384217597029,44.0656256916904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0656256916904,44.0656256916904,44.0655871116904,44.0655871116904,44.0656256916904,NaN]",653,-93.53845153,44.06562729,-93.53841295,44.06558871
623,"[-93.5384603397029,44.0655485316904;-93.5384217597029,44.0655871116904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0655871116904,44.0655871116904,44.0655485316904,44.0655485316904,44.0655871116904,NaN]",654,-93.53845153,44.06558871,-93.53841295,44.06555013
624,"[-93.5384603397029,44.0655099516904;-93.5384217597029,44.0655485316904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0655485316904,44.0655485316904,44.0655099516904,44.0655099516904,44.0655485316904,NaN]",655,-93.53845153,44.06555013,-93.53841295,44.06551155
625,"[-93.5384603397029,44.0654713716904;-93.5384217597029,44.0655099516904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0655099516904,44.0655099516904,44.0654713716904,44.0654713716904,44.0655099516904,NaN]",656,-93.53845153,44.06551155,-93.53841295,44.06547297
626,"[-93.5384603397029,44.0654327916904;-93.5384217597029,44.0654713716904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0654713716904,44.0654713716904,44.0654327916904,44.0654327916904,44.0654713716904,NaN]",657,-93.53845153,44.06547297,-93.53841295,44.06543439
627,"[-93.5384603397029,44.0653942116904;-93.5384217597029,44.0654327916904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0654327916904,44.0654327916904,44.0653942116904,44.0653942116904,44.0654327916904,NaN]",658,-93.53845153,44.06543439,-93.53841295,44.06539581
628,"[-93.5384603397029,44.0653556316904;-93.5384217597029,44.0653942116904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0653942116904,44.0653942116904,44.0653556316904,44.0653556316904,44.0653942116904,NaN]",659,-93.53845153,44.06539581,-93.53841295,44.06535723
629,"[-93.5384603397029,44.0653170516904;-93.5384217597029,44.0653556316904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0653556316904,44.0653556316904,44.0653170516904,44.0653170516904,44.0653556316904,NaN]",660,-93.53845153,44.06535723,-93.53841295,44.06531865
630,"[-93.5384603397029,44.0652784716904;-93.5384217597029,44.0653170516904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0653170516904,44.0653170516904,44.0652784716904,44.0652784716904,44.0653170516904,NaN]",661,-93.53845153,44.06531865,-93.53841295,44.06528007
631,"[-93.5384603397029,44.0652398916904;-93.5384217597029,44.0652784716904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0652784716904,44.0652784716904,44.0652398916904,44.0652398916904,44.0652784716904,NaN]",662,-93.53845153,44.06528007,-93.53841295,44.06524149
632,"[-93.5384603397029,44.0652013116904;-93.5384217597029,44.0652398916904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0652398916904,44.0652398916904,44.0652013116904,44.0652013116904,44.0652398916904,NaN]",663,-93.53845153,44.06524149,-93.53841295,44.06520291
633,"[-93.5384603397029,44.0651627316904;-93.5384217597029,44.0652013116904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0652013116904,44.0652013116904,44.0651627316904,44.0651627316904,44.0652013116904,NaN]",664,-93.53845153,44.06520291,-93.53841295,44.06516433
634,"[-93.5384603397029,44.0651241516904;-93.5384217597029,44.0651627316904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0651627316904,44.0651627316904,44.0651241516904,44.0651241516904,44.0651627316904,NaN]",665,-93.53845153,44.06516433,-93.53841295,44.06512575
635,"[-93.5384603397029,44.0650855716904;-93.5384217597029,44.0651241516904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0651241516904,44.0651241516904,44.0650855716904,44.0650855716904,44.0651241516904,NaN]",666,-93.53845153,44.06512575,-93.53841295,44.06508717
636,"[-93.5384603397029,44.0650469916904;-93.5384217597029,44.0650855716904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0650855716904,44.0650855716904,44.0650469916904,44.0650469916904,44.0650855716904,NaN]",667,-93.53845153,44.06508717,-93.53841295,44.06504859
637,"[-93.5384603397029,44.0650084116904;-93.5384217597029,44.0650469916904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0650469916904,44.0650469916904,44.0650084116904,44.0650084116904,44.0650469916904,NaN]",668,-93.53845153,44.06504859,-93.53841295,44.06501001
638,"[-93.5384603397029,44.0649698316904;-93.5384217597029,44.0650084116904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0650084116904,44.0650084116904,44.0649698316904,44.0649698316904,44.0650084116904,NaN]",669,-93.53845153,44.06501001,-93.53841295,44.06497143
639,"[-93.5384603397029,44.0649312516904;-93.5384217597029,44.0649698316904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0649698316904,44.0649698316904,44.0649312516904,44.0649312516904,44.0649698316904,NaN]",670,-93.53845153,44.06497143,-93.53841295,44.06493285
640,"[-93.5384603397029,44.0648926716904;-93.5384217597029,44.0649312516904]","[-93.5384603397029,-93.5384217597029,-93.5384217597029,-93.5384603397029,-93.5384603397029,NaN]","[44.0649312516904,44.0649312516904,44.0648926716904,44.0648926716904,44.0649312516904,NaN]",671,-93.53845153,44.06493285,-93.53841295,44.06489427
641,"[-93.5384217597029,44.0656256916904;-93.5383831797029,44.0656642716904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0656642716904,44.0656642716904,44.0656256916904,44.0656256916904,44.0656642716904,NaN]",673,-93.53841295,44.06566587,-93.53837437,44.06562729
642,"[-93.5384217597029,44.0655871116904;-93.5383831797029,44.0656256916904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0656256916904,44.0656256916904,44.0655871116904,44.0655871116904,44.0656256916904,NaN]",674,-93.53841295,44.06562729,-93.53837437,44.06558871
643,"[-93.5384217597029,44.0655485316904;-93.5383831797029,44.0655871116904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0655871116904,44.0655871116904,44.0655485316904,44.0655485316904,44.0655871116904,NaN]",675,-93.53841295,44.06558871,-93.53837437,44.06555013
644,"[-93.5384217597029,44.0655099516904;-93.5383831797029,44.0655485316904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0655485316904,44.0655485316904,44.0655099516904,44.0655099516904,44.0655485316904,NaN]",676,-93.53841295,44.06555013,-93.53837437,44.06551155
645,"[-93.5384217597029,44.0654713716904;-93.5383831797029,44.0655099516904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0655099516904,44.0655099516904,44.0654713716904,44.0654713716904,44.0655099516904,NaN]",677,-93.53841295,44.06551155,-93.53837437,44.06547297
646,"[-93.5384217597029,44.0654327916904;-93.5383831797029,44.0654713716904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0654713716904,44.0654713716904,44.0654327916904,44.0654327916904,44.0654713716904,NaN]",678,-93.53841295,44.06547297,-93.53837437,44.06543439
647,"[-93.5384217597029,44.0653942116904;-93.5383831797029,44.0654327916904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0654327916904,44.0654327916904,44.0653942116904,44.0653942116904,44.0654327916904,NaN]",679,-93.53841295,44.06543439,-93.53837437,44.06539581
648,"[-93.5384217597029,44.0653556316904;-93.5383831797029,44.0653942116904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0653942116904,44.0653942116904,44.0653556316904,44.0653556316904,44.0653942116904,NaN]",680,-93.53841295,44.06539581,-93.53837437,44.06535723
649,"[-93.5384217597029,44.0653170516904;-93.5383831797029,44.0653556316904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0653556316904,44.0653556316904,44.0653170516904,44.0653170516904,44.0653556316904,NaN]",681,-93.53841295,44.06535723,-93.53837437,44.06531865
650,"[-93.5384217597029,44.0652784716904;-93.5383831797029,44.0653170516904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0653170516904,44.0653170516904,44.0652784716904,44.0652784716904,44.0653170516904,NaN]",682,-93.53841295,44.06531865,-93.53837437,44.06528007
651,"[-93.5384217597029,44.0652398916904;-93.5383831797029,44.0652784716904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0652784716904,44.0652784716904,44.0652398916904,44.0652398916904,44.0652784716904,NaN]",683,-93.53841295,44.06528007,-93.53837437,44.06524149
652,"[-93.5384217597029,44.0652013116904;-93.5383831797029,44.0652398916904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0652398916904,44.0652398916904,44.0652013116904,44.0652013116904,44.0652398916904,NaN]",684,-93.53841295,44.06524149,-93.53837437,44.06520291
653,"[-93.5384217597029,44.0651627316904;-93.5383831797029,44.0652013116904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0652013116904,44.0652013116904,44.0651627316904,44.0651627316904,44.0652013116904,NaN]",685,-93.53841295,44.06520291,-93.53837437,44.06516433
654,"[-93.5384217597029,44.0651241516904;-93.5383831797029,44.0651627316904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0651627316904,44.0651627316904,44.0651241516904,44.0651241516904,44.0651627316904,NaN]",686,-93.53841295,44.06516433,-93.53837437,44.06512575
655,"[-93.5384217597029,44.0650855716904;-93.5383831797029,44.0651241516904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0651241516904,44.0651241516904,44.0650855716904,44.0650855716904,44.0651241516904,NaN]",687,-93.53841295,44.06512575,-93.53837437,44.06508717
656,"[-93.5384217597029,44.0650469916904;-93.5383831797029,44.0650855716904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0650855716904,44.0650855716904,44.0650469916904,44.0650469916904,44.0650855716904,NaN]",688,-93.53841295,44.06508717,-93.53837437,44.06504859
657,"[-93.5384217597029,44.0650084116904;-93.5383831797029,44.0650469916904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0650469916904,44.0650469916904,44.0650084116904,44.0650084116904,44.0650469916904,NaN]",689,-93.53841295,44.06504859,-93.53837437,44.06501001
658,"[-93.5384217597029,44.0649698316904;-93.5383831797029,44.0650084116904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0650084116904,44.0650084116904,44.0649698316904,44.0649698316904,44.0650084116904,NaN]",690,-93.53841295,44.06501001,-93.53837437,44.06497143
659,"[-93.5384217597029,44.0649312516904;-93.5383831797029,44.0649698316904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0649698316904,44.0649698316904,44.0649312516904,44.0649312516904,44.0649698316904,NaN]",691,-93.53841295,44.06497143,-93.53837437,44.06493285
660,"[-93.5384217597029,44.0648926716904;-93.5383831797029,44.0649312516904]","[-93.5384217597029,-93.5383831797029,-93.5383831797029,-93.5384217597029,-93.5384217597029,NaN]","[44.0649312516904,44.0649312516904,44.0648926716904,44.0648926716904,44.0649312516904,NaN]",692,-93.53841295,44.06493285,-93.53837437,44.06489427
661,"[-93.5383831797029,44.0656256916904;-93.5383445997029,44.0656642716904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0656642716904,44.0656642716904,44.0656256916904,44.0656256916904,44.0656642716904,NaN]",694,-93.53837437,44.06566587,-93.53833579,44.06562729
662,"[-93.5383831797029,44.0655871116904;-93.5383445997029,44.0656256916904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0656256916904,44.0656256916904,44.0655871116904,44.0655871116904,44.0656256916904,NaN]",695,-93.53837437,44.06562729,-93.53833579,44.06558871
663,"[-93.5383831797029,44.0655485316904;-93.5383445997029,44.0655871116904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0655871116904,44.0655871116904,44.0655485316904,44.0655485316904,44.0655871116904,NaN]",696,-93.53837437,44.06558871,-93.53833579,44.06555013
664,"[-93.5383831797029,44.0655099516904;-93.5383445997029,44.0655485316904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0655485316904,44.0655485316904,44.0655099516904,44.0655099516904,44.0655485316904,NaN]",697,-93.53837437,44.06555013,-93.53833579,44.06551155
665,"[-93.5383831797029,44.0654713716904;-93.5383445997029,44.0655099516904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0655099516904,44.0655099516904,44.0654713716904,44.0654713716904,44.0655099516904,NaN]",698,-93.53837437,44.06551155,-93.53833579,44.06547297
666,"[-93.5383831797029,44.0654327916904;-93.5383445997029,44.0654713716904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0654713716904,44.0654713716904,44.0654327916904,44.0654327916904,44.0654713716904,NaN]",699,-93.53837437,44.06547297,-93.53833579,44.06543439
667,"[-93.5383831797029,44.0653942116904;-93.5383445997029,44.0654327916904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0654327916904,44.0654327916904,44.0653942116904,44.0653942116904,44.0654327916904,NaN]",700,-93.53837437,44.06543439,-93.53833579,44.06539581
668,"[-93.5383831797029,44.0653556316904;-93.5383445997029,44.0653942116904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0653942116904,44.0653942116904,44.0653556316904,44.0653556316904,44.0653942116904,NaN]",701,-93.53837437,44.06539581,-93.53833579,44.06535723
669,"[-93.5383831797029,44.0653170516904;-93.5383445997029,44.0653556316904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0653556316904,44.0653556316904,44.0653170516904,44.0653170516904,44.0653556316904,NaN]",702,-93.53837437,44.06535723,-93.53833579,44.06531865
670,"[-93.5383831797029,44.0652784716904;-93.5383445997029,44.0653170516904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0653170516904,44.0653170516904,44.0652784716904,44.0652784716904,44.0653170516904,NaN]",703,-93.53837437,44.06531865,-93.53833579,44.06528007
671,"[-93.5383831797029,44.0652398916904;-93.5383445997029,44.0652784716904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0652784716904,44.0652784716904,44.0652398916904,44.0652398916904,44.0652784716904,NaN]",704,-93.53837437,44.06528007,-93.53833579,44.06524149
672,"[-93.5383831797029,44.0652013116904;-93.5383445997029,44.0652398916904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0652398916904,44.0652398916904,44.0652013116904,44.0652013116904,44.0652398916904,NaN]",705,-93.53837437,44.06524149,-93.53833579,44.06520291
673,"[-93.5383831797029,44.0651627316904;-93.5383445997029,44.0652013116904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0652013116904,44.0652013116904,44.0651627316904,44.0651627316904,44.0652013116904,NaN]",706,-93.53837437,44.06520291,-93.53833579,44.06516433
674,"[-93.5383831797029,44.0651241516904;-93.5383445997029,44.0651627316904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0651627316904,44.0651627316904,44.0651241516904,44.0651241516904,44.0651627316904,NaN]",707,-93.53837437,44.06516433,-93.53833579,44.06512575
675,"[-93.5383831797029,44.0650855716904;-93.5383445997029,44.0651241516904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0651241516904,44.0651241516904,44.0650855716904,44.0650855716904,44.0651241516904,NaN]",708,-93.53837437,44.06512575,-93.53833579,44.06508717
676,"[-93.5383831797029,44.0650469916904;-93.5383445997029,44.0650855716904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0650855716904,44.0650855716904,44.0650469916904,44.0650469916904,44.0650855716904,NaN]",709,-93.53837437,44.06508717,-93.53833579,44.06504859
677,"[-93.5383831797029,44.0650084116904;-93.5383445997029,44.0650469916904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0650469916904,44.0650469916904,44.0650084116904,44.0650084116904,44.0650469916904,NaN]",710,-93.53837437,44.06504859,-93.53833579,44.06501001
678,"[-93.5383831797029,44.0649698316904;-93.5383445997029,44.0650084116904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0650084116904,44.0650084116904,44.0649698316904,44.0649698316904,44.0650084116904,NaN]",711,-93.53837437,44.06501001,-93.53833579,44.06497143
679,"[-93.5383831797029,44.0649312516904;-93.5383445997029,44.0649698316904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0649698316904,44.0649698316904,44.0649312516904,44.0649312516904,44.0649698316904,NaN]",712,-93.53837437,44.06497143,-93.53833579,44.06493285
680,"[-93.5383831797029,44.0648926716904;-93.5383445997029,44.0649312516904]","[-93.5383831797029,-93.5383445997029,-93.5383445997029,-93.5383831797029,-93.5383831797029,NaN]","[44.0649312516904,44.0649312516904,44.0648926716904,44.0648926716904,44.0649312516904,NaN]",713,-93.53837437,44.06493285,-93.53833579,44.06489427
681,"[-93.5383445997029,44.0656256916904;-93.5383060197029,44.0656642716904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0656642716904,44.0656642716904,44.0656256916904,44.0656256916904,44.0656642716904,NaN]",715,-93.53833579,44.06566587,-93.53829721,44.06562729
682,"[-93.5383445997029,44.0655871116904;-93.5383060197029,44.0656256916904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0656256916904,44.0656256916904,44.0655871116904,44.0655871116904,44.0656256916904,NaN]",716,-93.53833579,44.06562729,-93.53829721,44.06558871
683,"[-93.5383445997029,44.0655485316904;-93.5383060197029,44.0655871116904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0655871116904,44.0655871116904,44.0655485316904,44.0655485316904,44.0655871116904,NaN]",717,-93.53833579,44.06558871,-93.53829721,44.06555013
684,"[-93.5383445997029,44.0655099516904;-93.5383060197029,44.0655485316904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0655485316904,44.0655485316904,44.0655099516904,44.0655099516904,44.0655485316904,NaN]",718,-93.53833579,44.06555013,-93.53829721,44.06551155
685,"[-93.5383445997029,44.0654713716904;-93.5383060197029,44.0655099516904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0655099516904,44.0655099516904,44.0654713716904,44.0654713716904,44.0655099516904,NaN]",719,-93.53833579,44.06551155,-93.53829721,44.06547297
686,"[-93.5383445997029,44.0654327916904;-93.5383060197029,44.0654713716904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0654713716904,44.0654713716904,44.0654327916904,44.0654327916904,44.0654713716904,NaN]",720,-93.53833579,44.06547297,-93.53829721,44.06543439
687,"[-93.5383445997029,44.0653942116904;-93.5383060197029,44.0654327916904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0654327916904,44.0654327916904,44.0653942116904,44.0653942116904,44.0654327916904,NaN]",721,-93.53833579,44.06543439,-93.53829721,44.06539581
688,"[-93.5383445997029,44.0653556316904;-93.5383060197029,44.0653942116904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0653942116904,44.0653942116904,44.0653556316904,44.0653556316904,44.0653942116904,NaN]",722,-93.53833579,44.06539581,-93.53829721,44.06535723
689,"[-93.5383445997029,44.0653170516904;-93.5383060197029,44.0653556316904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0653556316904,44.0653556316904,44.0653170516904,44.0653170516904,44.0653556316904,NaN]",723,-93.53833579,44.06535723,-93.53829721,44.06531865
690,"[-93.5383445997029,44.0652784716904;-93.5383060197029,44.0653170516904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0653170516904,44.0653170516904,44.0652784716904,44.0652784716904,44.0653170516904,NaN]",724,-93.53833579,44.06531865,-93.53829721,44.06528007
691,"[-93.5383445997029,44.0652398916904;-93.5383060197029,44.0652784716904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0652784716904,44.0652784716904,44.0652398916904,44.0652398916904,44.0652784716904,NaN]",725,-93.53833579,44.06528007,-93.53829721,44.06524149
692,"[-93.5383445997029,44.0652013116904;-93.5383060197029,44.0652398916904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0652398916904,44.0652398916904,44.0652013116904,44.0652013116904,44.0652398916904,NaN]",726,-93.53833579,44.06524149,-93.53829721,44.06520291
693,"[-93.5383445997029,44.0651627316904;-93.5383060197029,44.0652013116904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0652013116904,44.0652013116904,44.0651627316904,44.0651627316904,44.0652013116904,NaN]",727,-93.53833579,44.06520291,-93.53829721,44.06516433
694,"[-93.5383445997029,44.0651241516904;-93.5383060197029,44.0651627316904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0651627316904,44.0651627316904,44.0651241516904,44.0651241516904,44.0651627316904,NaN]",728,-93.53833579,44.06516433,-93.53829721,44.06512575
695,"[-93.5383445997029,44.0650855716904;-93.5383060197029,44.0651241516904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0651241516904,44.0651241516904,44.0650855716904,44.0650855716904,44.0651241516904,NaN]",729,-93.53833579,44.06512575,-93.53829721,44.06508717
696,"[-93.5383445997029,44.0650469916904;-93.5383060197029,44.0650855716904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0650855716904,44.0650855716904,44.0650469916904,44.0650469916904,44.0650855716904,NaN]",730,-93.53833579,44.06508717,-93.53829721,44.06504859
697,"[-93.5383445997029,44.0650084116904;-93.5383060197029,44.0650469916904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0650469916904,44.0650469916904,44.0650084116904,44.0650084116904,44.0650469916904,NaN]",731,-93.53833579,44.06504859,-93.53829721,44.06501001
698,"[-93.5383445997029,44.0649698316904;-93.5383060197029,44.0650084116904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0650084116904,44.0650084116904,44.0649698316904,44.0649698316904,44.0650084116904,NaN]",732,-93.53833579,44.06501001,-93.53829721,44.06497143
699,"[-93.5383445997029,44.0649312516904;-93.5383060197029,44.0649698316904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0649698316904,44.0649698316904,44.0649312516904,44.0649312516904,44.0649698316904,NaN]",733,-93.53833579,44.06497143,-93.53829721,44.06493285
700,"[-93.5383445997029,44.0648926716904;-93.5383060197029,44.0649312516904]","[-93.5383445997029,-93.5383060197029,-93.5383060197029,-93.5383445997029,-93.5383445997029,NaN]","[44.0649312516904,44.0649312516904,44.0648926716904,44.0648926716904,44.0649312516904,NaN]",734,-93.53833579,44.06493285,-93.53829721,44.06489427
701,"[-93.5383060197029,44.0656256916904;-93.5382674397029,44.0656642716904]","[-93.5383060197029,-93.5382674397029,-93.5382674397029,-93.5383060197029,-93.5383060197029,NaN]","[44.0656642716904,44.0656642716904,44.0656256916904,44.0656256916904,44.0656642716904,NaN]",736,-93.53829721,44.06566587,-93.53825863,44.06562729
702,"[-93.5383060197029,44.0655871116904;-93.5382674397029,44.0656256916904]","[-93.5383060197029,-93.5382674397029,-93.5382674397029,-93.5383060197029,-93.5383060197029,NaN]","[44.0656256916904,44.0656256916904,44.0655871116904,44.0655871116904,44.0656256916904,NaN]",737,-93.53829721,44.06562729,-93.53825863,44.06558871
703,"[-93.5383060197029,44.0655485316904;-93.5382674397029,44.0655871116904]","[-93.5383060197029,-93.5382674397029,-93.5382674397029,-93.5383060197029,-93.5383060197029,NaN]","[44.0655871116904,44.0655871116904,44.0655485316904,44.0655485316904,44.0655871116904,NaN]",738,-93.53829721,44.06558871,-93.53825863,44.06555013
704,"[-93.5383060197029,44.0655099516904;-93.5382674397029,44.0655485316904]","[-93.5383060197029,-93.5382674397029,-93.5382674397029,-93.5383060197029,-93.5383060197029,NaN]","[44.0655485316904,44.0655485316904,44.0655099516904,44.0655099516904,44.0655485316904,NaN]",739,-93.53829721,44.06555013,-93.53825863,44.06551155
705,"[-93.5383060197029,44.0654713716904;-93.5382674397029,44.0655099516904]","[-93.5383060197029,-93.5382674397029,-93.5382674397029,-93.5383060197029,-93.5383060197029,NaN]","[44.0655099516904,44.0655099516904,44.0654713716904,44.0654713716904,44.0655099516904,NaN]",740,-93.53829721,44.06551155,-93.53825863,44.06547297
