Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Crop Flw(M,Crop Flw(V,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,X,Y,Height
279,2021,6162021,95.56,127.42,86.35,104.6006573,0.1669834,0.14288277,0.233184513,0.677680113,72.93,0.020573498,-0.021110141,72.9094265,0.280048219,0.326054626,1.333403098,1.379170804,27,23,207.7845813,-93.530814123,44.077174612,-93.530775123,44.077135612,20.631656223,1326.322129991,1145.428466797,14.813447211,11463.518988715,204.70544094499897,-93.53078643676352,44.07716166098919,0.049569
28,2021,6162021,86.545,118.37,79.107,96.19322806,0.176663552,0.155308299,0.252964835,0.668302779,71.088,0.009833745,-0.026829612,71.07816625,0.30330078,0.34352382,1.367727772,1.409274776,35,28,190.0687685,-93.531126123,44.076979612,-93.531087123,44.076940612,18.364221785,1180.55430772599,1147.23007541199,14.172825283,9953.888563368,177.74780443,-93.5310984367635,44.07696666098919,0.071799
280,2021,6162021,94.515,127.91,86.311,104.472711,0.171750113,0.150140497,0.245345813,0.674779142,74.994,0.014287288,-0.022914723,74.97971271,0.293661233,0.334573199,1.353330159,1.394875605,27,24,185.7803047,-93.530814123,44.077135612,-93.530775123,44.077096612,20.545468012,1320.781277127,1145.83707682299,14.539243486,11669.948893229,208.391718547,-93.53078643676352,44.0771226609892,0.0505
281,2021,6162021,88.409,123.11,80.475,99.07648393,0.186305119,0.164056184,0.264804188,0.653683698,77.336,0.002269225,-0.035771283,77.33373078,0.319512861,0.36107202,1.392505288,1.436795874,27,25,177.4333911,-93.530814123,44.077096612,-93.530775123,44.077057612,16.854249318,1083.486545139,1145.8919949,14.321887016,9614.10970052099,171.680321587,-93.53078643676352,44.07708366098919,0.063832
282,2021,6162021,85.437,119.22,77.257,95.71055918,0.188829668,0.165071314,0.265172684,0.648020466,75.746,0.001389786,-0.039232532,75.74461021,0.321385348,0.365753662,1.395414165,1.442972124,27,26,192.254189,-93.530814123,44.077057612,-93.530775123,44.077018612,17.000686328,1092.89937337199,1145.63134765599,14.18627882,10473.970540365,187.03498077399897,-93.53078643676352,44.0770446609892,0.075026
283,2021,6162021,89.654,122.26,80.843,99.19835006,0.178361368,0.153864303,0.248765936,0.661238345,74.023,0.011120486,-0.031014801,74.01187951,0.300611855,0.346901035,1.363687064,1.411482489,27,27,200.1718533,-93.530814123,44.077018612,-93.530775123,44.076979612,20.54863082,1320.98215060799,1145.433865017,14.128955947,11021.2697482639,196.80815633099897,-93.53078643676352,44.0770056609892,0.066526
284,2021,6162021,88.22,121.24,79.612,98.01356461,0.181929849,0.157643464,0.254297332,0.656647971,74.648,0.007845796,-0.033843472,74.6401542,0.307641585,0.353355463,1.374291544,1.422089242,27,28,197.1234222,-93.530814123,44.076979612,-93.530775123,44.076940612,20.069036484,1290.153171115,1146.66659884999,14.04411104,10978.0940755209,196.037155151,-93.53078643676352,44.07696666098919,0.06474
285,2021,6162021,92.064,125.1,83.59,101.8382348,0.175050604,0.152124662,0.247323581,0.668185452,74.546,0.012600331,-0.026845861,74.53339967,0.297367667,0.340722307,1.358837331,1.403240129,27,29,184.9953908,-93.530814123,44.076940612,-93.530775123,44.076901612,18.578483158,1194.33140733499,1147.553643121,13.9626312259999,10251.0607638889,183.05444675,-93.53078643676352,44.07692766098919,0.060113
286,2021,6162021,96.746,126.45,86.384,104.5810475,0.160011926,0.133084822,0.217115458,0.683147489,69.77,0.029053556,-0.01780606,69.74094644,0.261537407,0.31348111,1.307030782,1.35727959,27,30,168.5710738,-93.530814123,44.076901612,-93.530775123,44.076862612,17.8322696689999,1146.35960557699,1146.799045139,13.924031576,10061.553385417,179.67038642,-93.53078643676352,44.07688866098919,0.041061
287,2021,6162021,83.906,113.8,74.078,92.15603963,0.180546911,0.151204313,0.241806063,0.650949033,69.616,0.013497483,-0.037128013,69.60250252,0.295649273,0.351395245,1.356279646,1.413727804,27,31,149.0214121,-93.530814123,44.076862612,-93.530775123,44.076823612,13.273448414,853.293023003,1144.573065864,13.756731669,8416.160970052,150.288411458,-93.53078643676352,44.07684966098919,0.049619
288,2021,6162021,83.819,111.45,73.799,91.09156504,0.171560872,0.141502235,0.227471804,0.662171377,65.282,0.021914906,-0.030220613,65.26008509,0.277449139,0.335109945,1.329650795,1.387234347,27,32,130.2095518,-93.530814123,44.076823612,-93.530775123,44.076784612,10.997776349,706.998738606999,1143.678534614,13.529527346,6419.66650390599,114.636758592,-93.53078643676352,44.07681066098919,0.041041
289,2021,6162021,81.929,110.2,72.646,89.69177286,0.175545036,0.147145928,0.236611066,0.659219601,65.825,0.016997828,-0.032086111,65.80800217,0.288054913,0.342190306,1.34506707,1.400023034,26,1,227.3621722,-93.530775123,44.078032612,-93.530736123,44.077993612,24.330750148,1564.119588216,1148.192599826,15.710181872,12891.41015625,230.20347595199897,-93.53074743676353,44.07801966098919,0.063217
29,2021,6162021,85.422,116.72,76.317,94.41885577,0.181439297,0.154831752,0.248742301,0.653846813,71.701,0.010309597,-0.03546734,71.6906904,0.302413777,0.352703679,1.366392733,1.41865037,35,29,188.0155461,-93.531126123,44.076940612,-93.531087123,44.076901612,19.2587155239999,1238.059488932,1148.0363227,14.117868106,10605.999891493,189.392644246,-93.5310984367635,44.07692766098919,0.066267
290,2021,6162021,85.66,114.89,75.514,93.52310213,0.175483561,0.14574919,0.233772673,0.657272173,68.606,0.018234902,-0.033218384,68.5877651,0.285434935,0.342236133,1.341232781,1.398737142,26,2,220.5927622,-93.530775123,44.077993612,-93.530736123,44.077954612,23.011181513,1479.28887261299,1147.238376194,15.706246164,12324.1341145829,220.073569404,-93.53074743676353,44.0779806609892,0.06354
291,2021,6162021,88.656,118.02,77.767,96.32637753,0.172977392,0.142077455,0.227788595,0.65893069,69.617,0.021439796,-0.032154773,69.5955602,0.278532452,0.337805841,1.331212777,1.390591068,26,3,224.827565,-93.530775123,44.077954612,-93.530736123,44.077915612,23.170753691,1489.54844835099,1146.07766384499,15.7245045769999,12271.065104167,219.125907049999,-93.53074743676353,44.07794166098919,0.053511
292,2021,6162021,95.259,122.78,83.071,101.734944,0.158602468,0.126220539,0.203907593,0.676584134,67.23,0.035145296,-0.021522367,67.1948547,0.24848235,0.311536854,1.288907085,1.349027031,26,4,223.5111583,-93.530775123,44.077915612,-93.530736123,44.077876612,24.2709513769999,1560.273125543,1145.026991102,15.630957815,12889.2912326389,230.165637545999,-93.53074743676353,44.07790266098919,0.039755
293,2021,6162021,89.376,117.93,78.802,96.79068392,0.167513947,0.137738416,0.2222032,0.668209955,67.682,0.02515274,-0.026588561,67.65684726,0.270347827,0.327652315,1.31948174,1.375982935,26,5,223.3425635,-93.530775123,44.077876612,-93.530736123,44.077837612,23.450178994,1507.50981987799,1144.67994520399,15.6458195579999,12366.1391059029,220.823657566,-93.53074743676353,44.0778636609892,0.049978
294,2021,6162021,90.811,117.8,79.287,97.31376417,0.161455072,0.129374769,0.208692895,0.673064516,65.502,0.032426068,-0.023613224,65.46957393,0.254489929,0.316777397,1.297199678,1.357165083,26,6,220.3632069,-93.530775123,44.077837612,-93.530736123,44.077798612,24.417859607,1569.718261719,1144.50431315099,15.6242613259999,12893.6350911459,230.24321492499897,-93.53074743676353,44.0778246609892,0.046267
295,2021,6162021,90.642,118.04,79.426,97.39593291,0.162531885,0.131290672,0.211966949,0.672873602,66.012,0.030748192,-0.023753592,65.98125181,0.258131863,0.318657191,1.302266058,1.360826825,26,7,225.523194,-93.530775123,44.077798612,-93.530736123,44.077759612,24.389057477,1567.86692301399,1144.567891439,15.633676847,12918.6069335939,230.68914794899896,-93.53074743676353,44.07778566098919,0.052828
296,2021,6162021,90.555,118.09,79.417,97.3867137,0.163012862,0.131970572,0.213073018,0.67251249,66.208,0.030156702,-0.0239747,66.1778433,0.259422973,0.319519712,1.30406935,1.362326926,26,8,226.4160072,-93.530775123,44.077759612,-93.530736123,44.077720612,24.200903998,1555.771416558,1144.67186143699,15.47130288,12780.0509982639,228.214911567,-93.53074743676353,44.07774666098919,0.051839
297,2021,6162021,87.793,116.95,77.834,95.64351329,0.170884571,0.142407799,0.229747299,0.665532279,68.273,0.021092304,-0.028248584,68.2519077,0.279154353,0.333682479,1.332110761,1.386606035,26,9,231.8913936,-93.530775123,44.077720612,-93.530736123,44.077681612,24.689552942999896,1587.185017904,1145.02707248299,15.308834394,13001.8509114579,232.17559983999897,-93.53074743676353,44.077707660989184,0.060475
298,2021,6162021,84.695,114.5,75.956,93.1894253,0.175410816,0.14962725,0.241847143,0.663371179,68.349,0.014802781,-0.029662258,68.33419722,0.292701408,0.341658867,1.351909794,1.401835901,26,10,236.0004496,-93.530775123,44.077681612,-93.530736123,44.077642612,25.812455707,1659.37151421399,1145.519802517,15.111975458,13514.868706597,241.3366411,-93.53074743676353,44.07766866098919,0.060559
299,2021,6162021,87.318,116.74,77.987,95.45440952,0.170956781,0.144184497,0.233376431,0.668040089,68.175,0.019518871,-0.026797851,68.15548113,0.282496133,0.333623313,1.336952289,1.388225669,26,11,235.9129993,-93.530775123,44.077642612,-93.530736123,44.077603612,25.612642076,1646.524698893,1145.94038899699,15.118315167,13416.853190104,239.586407132,-93.53074743676353,44.07762966098919,0.059466
3,2021,6162021,88.599,114.28,76.312,94.39848612,0.161762875,0.12658284,0.202904391,0.667763388,63.649,0.034953132,-0.026659885,63.61404687,0.249173125,0.317780355,1.289856545,1.355600731,35,3,223.5176768,-93.531126123,44.077954612,-93.531087123,44.077915612,23.672588772,1521.80608452699,1152.08066134999,15.492525419,12697.088758681,226.73343743199896,-93.5310984367635,44.07794166098919,0.04484
30,2021,6162021,87.025,116.42,77.39,95.07221663,0.172244528,0.144486225,0.233191861,0.664748325,68.425,0.019281785,-0.028749978,68.40571822,0.283063147,0.336089804,1.337776501,1.391082771,35,30,197.2645115,-93.531126123,44.076901612,-93.531087123,44.076862612,19.120926750999896,1229.201538086,1147.528618707,14.044765684,10785.2492404509,192.593514335999,-93.5310984367635,44.07688866098919,0.056287
300,2021,6162021,87.708,118.28,79.447,96.59999564,0.171915832,0.148416413,0.241597585,0.67168583,69.405,0.015804649,-0.024713858,69.38919535,0.290435282,0.335047323,1.348565695,1.393729061,26,12,237.6291418,-93.530775123,44.077603612,-93.530736123,44.077564612,24.0759913129999,1547.740627713,1146.170315213,15.002160708,12998.0529513889,232.107825385,-93.53074743676353,44.0775906609892,0.060027
301,2021,6162021,88.669,119.18,79.059,97.1534687,0.173932744,0.146794067,0.236905039,0.663357946,70.632,0.017275921,-0.02961716,70.61472408,0.287395199,0.339106497,1.344099967,1.396438439,26,13,238.8937507,-93.530775123,44.077564612,-93.530736123,44.077525612,23.788661003,1529.269877116,1146.16131591799,15.012517452,13554.350097656,242.04167683899897,-93.53074743676353,44.077551660989194,0.061068
302,2021,6162021,92.671,124.6,83.417,101.770117,0.17191174,0.146954725,0.238536017,0.669478331,73.112,0.017092135,-0.025994386,73.09490786,0.287696446,0.335181968,1.344541442,1.392479223,26,14,247.1075812,-93.530775123,44.077525612,-93.530736123,44.077486612,24.712012396999896,1588.62835015199,1146.05499945699,15.0495006769999,13776.363932292,246.00621032699897,-93.53074743676353,44.07751266098919,0.053495
303,2021,6162021,92.571,123.14,82.704,100.9501548,0.16843591,0.141712755,0.229830009,0.671625792,71.005,0.021645695,-0.024644874,70.98335431,0.277845672,0.328994217,1.330222208,1.3810965,26,15,232.8055016,-93.530775123,44.077486612,-93.530736123,44.077447612,24.78005049,1593.001966688,1145.970350477,15.1561421289999,12985.8312717009,231.889565362,-93.53074743676353,44.07747366098919,0.053197
304,2021,6162021,90.693,123.37,81.789,100.2244442,0.177132879,0.152651322,0.247040235,0.662956959,74.258,0.012168922,-0.029965659,74.24583108,0.298350357,0.344664722,1.360303441,1.407928047,26,16,230.3058894,-93.530775123,44.077447612,-93.530736123,44.077408612,23.87853029,1535.04574924,1145.928995768,15.34502146,12721.304470486,227.16585795099897,-93.53074743676353,44.07743466098919,0.058845
305,2021,6162021,92.989,124.51,83.563,101.8699648,0.170283759,0.144924804,0.235343746,0.671134849,72.468,0.018848609,-0.024984223,72.44915139,0.283887072,0.332240816,1.338975578,1.387489487,26,17,228.3030538,-93.530775123,44.077408612,-93.530736123,44.077369612,23.597369088,1516.97238498299,1145.71276855499,15.3367301089999,12747.267144097,227.62949286599897,-93.53074743676353,44.07739566098919,0.053605
306,2021,6162021,92.849,123.31,83.835,101.4143319,0.165214598,0.140919416,0.230200115,0.679871868,69.936,0.022262445,-0.019803729,69.91373755,0.276350976,0.322817284,1.328070308,1.374011087,26,18,226.9007991,-93.530775123,44.077369612,-93.530736123,44.077330612,22.129851023,1422.632486979,1145.257663303,15.213361634,12460.873046875,222.515318129,-93.53074743676353,44.07735666098919,0.050934
307,2021,6162021,91.592,124.21,82.83,101.1237319,0.175001537,0.151147811,0.245299762,0.666854521,73.998,0.013457366,-0.027619277,73.98454263,0.295543731,0.340719728,1.356122805,1.402300503,26,19,231.3273568,-93.530775123,44.077330612,-93.530736123,44.077291612,22.9822116429999,1477.425374349,1144.891533746,15.061885728,12736.148111979,227.430942111999,-93.53074743676353,44.0773176609892,0.060189
308,2021,6162021,96.278,130.18,87.927,106.3758165,0.171302284,0.149705464,0.244725007,0.675426333,76.155,0.014661005,-0.022527156,76.140339,0.292847706,0.333752055,1.352126135,1.39360279,26,20,220.5371978,-93.530775123,44.077291612,-93.530736123,44.077252612,24.135739009,1551.58093261699,1144.768534342,14.999801159,12879.4475911459,229.989885966,-93.53074743676353,44.0772786609892,0.052415
309,2021,6162021,92.115,123.9,83.194,101.254835,0.171329374,0.14714256,0.239307037,0.671460856,72.491,0.016914598,-0.024826793,72.4740854,0.288048598,0.334039533,1.345057808,1.391465108,26,21,217.2014101,-93.530775123,44.077252612,-93.530736123,44.077213612,22.202393426,1427.29550509999,1144.88395182299,15.014825079,11881.9710286459,212.177820840999,-93.53074743676353,44.07723966098919,0.051606
31,2021,6162021,88.288,115.75,77.015,95.08617788,0.166825856,0.134592576,0.216197067,0.665356371,66.197,0.027942061,-0.028211761,66.16905794,0.264395583,0.326700911,1.311050199,1.372065987,35,31,191.7461436,-93.531126123,44.076862612,-93.531087123,44.076823612,17.559175279,1128.803385417,1145.57699924,13.8642303679999,10974.358398438,195.97045389799896,-93.5310984367635,44.07684966098919,0.048194
310,2021,6162021,90.596,123.05,81.369,99.9497405,0.177328884,0.151905489,0.245348776,0.661267777,74.135,0.012827822,-0.030959104,74.12217218,0.296958576,0.345115874,1.358227736,1.407690111,26,22,209.2827972,-93.530775123,44.077213612,-93.530736123,44.077174612,22.062448925,1418.298136393,1145.06043836799,14.98614947,12285.083767361,219.376252915999,-93.53074743676353,44.07720066098919,0.058108
311,2021,6162021,91.525,123.28,82.327,100.5858157,0.172944635,0.147831754,0.239700177,0.667804997,72.708,0.016339539,-0.026998775,72.69166046,0.289340202,0.337087095,1.346954384,1.395307852,26,23,203.696813,-93.530775123,44.077174612,-93.530736123,44.077135612,19.734884262,1268.67000325499,1145.470092773,14.821111043,11008.776367188,196.585049099,-93.53074743676353,44.07716166098919,0.048849
312,2021,6162021,88.958,121.2,80.686,98.51090694,0.176573376,0.153417905,0.249026817,0.665726073,72.756,0.011487945,-0.028329964,72.74451205,0.299779874,0.343519398,1.362440702,1.407448207,26,24,188.2684524,-93.530775123,44.077135612,-93.530736123,44.077096612,19.63072035,1261.974731445,1145.882324219,14.545904477,11011.076931424,196.626144409,-93.53074743676353,44.0771226609892,0.054169
313,2021,6162021,85.158,118.59,76.494,95.16092528,0.189372969,0.164085046,0.262718657,0.645029092,75.528,0.002252339,-0.041030252,75.52574766,0.319566125,0.366878961,1.392587895,1.443244055,26,25,174.0893974,-93.530775123,44.077096612,-93.530736123,44.077057612,16.550736215,1063.97573513499,1145.92046441,14.3143320079999,9403.619032118,167.921568129,-93.53074743676353,44.07708366098919,0.065084
314,2021,6162021,84.138,118.53,75.824,94.6534784,0.19419075,0.169696252,0.271136199,0.639703029,77.098,-0.002645677,-0.044440774,77.10064568,0.329892646,0.375430317,1.408757042,1.458420866,26,26,183.0951785,-93.530775123,44.077057612,-93.530736123,44.077018612,16.3165114719999,1048.917195638,1145.63743082699,14.162104289,10076.03515625,179.929000854,-93.53074743676353,44.0770446609892,0.080032
315,2021,6162021,83.783,115.74,74.406,93.00822818,0.188085272,0.160166998,0.25541693,0.642871954,73.291,0.005681034,-0.042243063,73.28531897,0.312321858,0.36484448,1.381425826,1.437120016,26,27,185.9982617,-93.530775123,44.077018612,-93.530736123,44.076979612,18.275657866,1174.863484701,1145.41183810799,14.12446785,10029.2120225689,179.092876858,-93.53074743676353,44.0770056609892,0.072432
316,2021,6162021,85.129,116.95,76.525,94.48161155,0.1826451,0.157468119,0.253444733,0.654339461,72.246,0.008006346,-0.035229214,72.23799365,0.307315967,0.354738362,1.373797413,1.423416516,26,28,181.8943779,-93.530775123,44.076979612,-93.530736123,44.076940612,18.065863926999896,1161.37668185799,1146.673651801,14.0485654409999,9893.81868489599,176.675133598999,-93.53074743676353,44.07696666098919,0.075431
317,2021,6162021,85.458,117.2,76.399,94.64973493,0.183070583,0.156628408,0.25140386,0.651868601,72.543,0.008748034,-0.036700029,72.53425197,0.305755874,0.355639017,1.371433921,1.423574988,26,29,178.2442258,-93.530775123,44.076940612,-93.530736123,44.076901612,17.4156706069999,1119.577636719,1147.50042046399,13.966489792,9514.86338975699,169.908079358999,-93.53074743676353,44.07692766098919,0.060844
318,2021,6162021,97.093,125.04,84.673,103.6525754,0.158190651,0.125812014,0.203310054,0.677167306,68.314,0.035495394,-0.021178856,68.27850461,0.247703216,0.310772852,1.287837434,1.347893425,26,30,160.3598961,-93.530775123,44.076901612,-93.530736123,44.076862612,16.810065587,1080.64586045999,1146.805419922,13.938652039,9398.628797743,167.832477146,-93.53074743676353,44.07688866098919,0.03778
319,2021,6162021,82.738,111.23,73.02,90.46105966,0.176358608,0.146890209,0.235572312,0.656477569,66.702,0.017241224,-0.033716871,66.68475878,0.287575478,0.343798595,1.344364137,1.401478891,26,31,156.4601816,-93.530775123,44.076862612,-93.530736123,44.076823612,12.731374423,818.445102268,1144.64345974399,13.783091545,8051.974500868,143.785096909999,-93.53074743676353,44.07684966098919,0.048417
32,2021,6162021,81.623,110.84,73.227,90.01854116,0.177489177,0.151805802,0.245035057,0.660654998,66.83,0.012918062,-0.03132297,66.81708194,0.296772481,0.345434288,1.357950578,1.407933105,35,32,192.1802251,-93.531126123,44.076823612,-93.531087123,44.076784612,17.0309113399999,1094.844563802,1144.733235677,13.6029596329999,10384.642144097,185.439795599999,-93.5310984367635,44.07681066098919,0.051634
320,2021,6162021,77.914,105.16,68.985,85.41691328,0.177540948,0.148825065,0.238813558,0.65600038,63.421,0.015550328,-0.034043617,63.40544967,0.291200363,0.345861831,1.349693252,1.405522278,26,32,127.1131513,-93.530775123,44.076823612,-93.530736123,44.076784612,10.918599553,701.907958983999,1143.608520508,13.586176448,6248.246799045,111.575728522,-93.53074743676353,44.07681066098919,0.043603
321,2021,6162021,83.719,112.62,74.682,91.77787766,0.174222776,0.147199487,0.23756134,0.663132658,66.839,0.016923412,-0.02975858,66.82207659,0.288155314,0.339623425,1.345214348,1.397368618,25,1,226.2277379,-93.530736123,44.078032612,-93.530697123,44.077993612,24.3451732,1565.046346029,1147.78847249299,15.7325394949999,12896.2130533849,230.289258321,-93.53070843676352,44.07801966098919,0.058011
322,2021,6162021,83.947,112.35,74.665,91.73237076,0.172413073,0.14469401,0.233515851,0.664574989,66.088,0.019101571,-0.028856445,66.06889843,0.283453535,0.336393684,1.338344432,1.391597492,25,2,225.2617493,-93.530736123,44.077993612,-93.530697123,44.077954612,23.717954636,1524.72340901699,1146.81528727199,15.728312651,12616.545572917,225.295196532999,-93.53070843676352,44.0779806609892,0.061653
323,2021,6162021,89.394,117.27,78.119,96.3433414,0.166711851,0.134885611,0.21685791,0.6661465,67.027,0.027675809,-0.027752359,66.99932419,0.264950676,0.326437411,1.311833009,1.372070001,25,3,230.7421311,-93.530736123,44.077954612,-93.530697123,44.077915612,23.88523229,1535.477539062,1145.66994221999,15.7420892719999,12599.8177083329,224.99646250399897,-93.53070843676352,44.07794166098919,0.048192
324,2021,6162021,92.613,120.09,81.762,99.47160485,0.158736476,0.129180124,0.209842601,0.68083937,65.805,0.032493505,-0.019096327,65.77250649,0.254119626,0.311422945,1.29668621,1.351627443,25,4,229.4920613,-93.530736123,44.077915612,-93.530697123,44.077876612,25.589457194,1645.034444173,1144.66752115899,15.643031597,13427.4444986979,239.775510152,-93.53070843676352,44.07790266098919,0.04282
325,2021,6162021,87.678,115.37,77.921,94.99008865,0.164356775,0.136381545,0.221311148,0.675400884,65.141,0.026263396,-0.022353356,65.1147366,0.267782358,0.321627294,1.315837496,1.368560134,25,5,236.5138291,-93.530736123,44.077876612,-93.530697123,44.077837612,24.844987869,1597.17519124299,1144.305664062,15.652024269,13067.2823893229,233.34403228799897,-93.53070843676352,44.0778636609892,0.053691
326,2021,6162021,90.867,117.5,80.653,97.58409723,0.156154679,0.127817745,0.208536261,0.686408511,63.48,0.033609439,-0.015866722,63.44639056,0.251526211,0.306485467,1.293098705,1.345477076,25,6,233.6442228,-93.530736123,44.077837612,-93.530697123,44.077798612,25.837081591,1660.95316569,1144.17716471399,15.644502163,13574.6730143229,242.404563904,-93.53070843676352,44.0778246609892,0.046843
327,2021,6162021,91.334,118.8,80.488,98.2066829,0.160660639,0.130707073,0.211853817,0.677508418,65.778,0.031200666,-0.021047271,65.74679933,0.257023076,0.315035348,1.300720433,1.356644659,25,7,236.3408352,-93.530736123,44.077798612,-93.530697123,44.077759612,25.2196326259999,1621.26071167,1144.27166747999,15.6757030489999,13320.4494628909,237.864868164,-93.53070843676352,44.07778566098919,0.055273
328,2021,6162021,88.905,115.52,78.042,95.46294777,0.161042949,0.130194448,0.210590032,0.67557133,64.093,0.031674496,-0.022166129,64.0613255,0.256048718,0.315854902,1.29936449,1.356994414,25,8,235.6048216,-93.530736123,44.077759612,-93.530697123,44.077720612,24.817662875,1595.418843587,1144.391072591,15.507494609,13064.734863281,233.29854075099897,-93.53070843676352,44.07774666098919,0.053645
329,2021,6162021,87.31,114.4,76.587,94.12042759,0.165275008,0.13430172,0.216506957,0.669466783,64.903,0.028149782,-0.025793307,64.87485022,0.26384449,0.323682294,1.310273737,1.368714002,25,9,242.3644911,-93.530736123,44.077720612,-93.530697123,44.077681612,25.5270481109999,1641.02392578099,1144.785135905,15.358558496,13456.515299479,240.294614155999,-93.53070843676352,44.077707660989184,0.058801
33,2021,6162021,86.632,110.86,74.735,91.97891651,0.157543848,0.122678387,0.197365527,0.674138553,60.353,0.038294512,-0.022888986,60.31470549,0.241718908,0.30992212,1.279665712,1.344187697,34,1,216.6638008,-93.531087123,44.078032612,-93.531048123,44.077993612,21.696812735999895,1394.79442003,1153.413574219,15.366115358,11488.8837890619,205.158393012,-93.53105943676351,44.07801966098919,0.041239
330,2021,6162021,86.004,114.56,77.095,93.9225224,0.168326879,0.142378493,0.231280726,0.672966131,66.021,0.021053162,-0.023867406,65.99994684,0.279099188,0.328711151,1.332031068,1.381431441,25,10,241.9414257,-93.530736123,44.077681612,-93.530697123,44.077642612,26.483911196,1702.536946615,1145.28328450499,15.1489510539999,13935.071126302,248.840276082,-93.53070843676352,44.07766866098919,0.062199
331,2021,6162021,87.584,115.83,78.084,95.19218632,0.166089478,0.138859666,0.225373015,0.674125874,65.992,0.024112427,-0.0231348,65.96788757,0.272465647,0.324735529,1.322501827,1.37404377,25,11,242.309331,-93.530736123,44.077642612,-93.530697123,44.077603612,25.8653176629999,1662.76782226599,1145.747416178,15.142927647,13469.611002604,240.52849324499897,-93.53070843676352,44.07762966098919,0.056887
332,2021,6162021,89.97,120.13,81.776,98.67983917,0.166293695,0.14355069,0.23503008,0.68072921,68.514,0.019967383,-0.019335608,68.49403262,0.281304593,0.324657344,1.335222852,1.378363883,25,12,234.6091638,-93.530736123,44.077603612,-93.530697123,44.077564612,24.783688862999895,1593.233968099,1145.969624837,15.061807791,13396.98811849,239.23164367699897,-93.53070843676352,44.0775906609892,0.058344
333,2021,6162021,89.61,120.75,80.479,98.46722643,0.17350075,0.148031945,0.239757932,0.666492754,71.411,0.016173897,-0.027779631,71.3948261,0.289715228,0.338139809,1.347505859,1.396603329,25,13,240.8571639,-93.530736123,44.077564612,-93.530697123,44.077525612,24.069588661,1547.32971191399,1145.98898315399,15.0788946149999,13666.1870117189,244.038772582999,-93.53070843676352,44.077551660989194,0.060441
334,2021,6162021,94.723,126.05,86.045,103.7059806,0.164789266,0.141896881,0.232520337,0.682625942,71.332,0.021387924,-0.018209492,71.31061208,0.278192433,0.321899751,1.330722211,1.373989554,25,14,240.765027,-93.530736123,44.077525612,-93.530697123,44.077486612,24.393151601,1568.13079833999,1145.91333007799,15.120692253,13515.390625,241.34598541299897,-93.53070843676352,44.07751266098919,0.047292
335,2021,6162021,95.378,127.65,86.706,104.7368382,0.167395241,0.14469932,0.236733616,0.679247944,73.216,0.018981449,-0.020216056,73.19701855,0.283463512,0.326679597,1.338358951,1.381524193,25,15,231.5606235,-93.530736123,44.077486612,-93.530697123,44.077447612,24.631505965999896,1583.45275878899,1145.876566569,15.208304882,12928.288736979,230.8620224,-93.53070843676352,44.07747366098919,0.053371
336,2021,6162021,93.451,126.83,86.171,103.6731716,0.170877165,0.151529183,0.2488927,0.679421273,74.038,0.013057184,-0.02020088,74.02494282,0.296256005,0.332789714,1.357181839,1.394335352,25,16,226.3450602,-93.530736123,44.077447612,-93.530697123,44.077408612,23.525726954,1512.36684163399,1145.847473145,15.362918218,12563.297688802,224.344332377,-93.53070843676352,44.07743466098919,0.05778
337,2021,6162021,90.711,122.03,81.004,99.46767387,0.174000361,0.147216569,0.237738828,0.663803983,72.345,0.016903777,-0.029360159,72.32809622,0.288187334,0.339191235,1.345261324,1.3969304,25,17,224.651096,-93.530736123,44.077408612,-93.530697123,44.077369612,22.973730405,1476.881083171,1145.666666667,15.363621235,12445.5276692709,222.24129740399897,-93.53070843676352,44.07739566098919,0.05327
338,2021,6162021,92.257,122.19,82.481,100.4072798,0.166163228,0.139582274,0.226823576,0.675022506,69.642,0.02347303,-0.022620299,69.61852697,0.273829471,0.324800204,1.324452345,1.374786498,25,18,226.2541643,-93.530736123,44.077369612,-93.530697123,44.077330612,21.978104591,1412.87691243499,1145.253295898,15.226484458,12611.783203125,225.210149129,-93.53070843676352,44.07735666098919,0.048974
339,2021,6162021,88.696,119.98,79.53,97.61694135,0.175738511,0.149916617,0.242237468,0.662860477,71.734,0.014553479,-0.029971618,71.71944652,0.293242609,0.342260309,1.352710382,1.402749264,25,19,229.1493183,-93.530736123,44.077330612,-93.530697123,44.077291612,22.218447685,1428.327067057,1144.885721842,15.049787839,12804.5751953119,228.652867635,-93.53070843676352,44.0773176609892,0.061665
34,2021,6162021,85.804,111.25,74.863,91.91183762,0.1613735,0.129132116,0.208247743,0.672925843,61.833,0.032640843,-0.023690317,61.80035916,0.254028284,0.316648067,1.296559601,1.356811475,34,2,224.9701003,-93.531087123,44.077993612,-93.531048123,44.077954612,23.843987571,1532.82421875,1152.516601562,15.307041062,12883.382703993,230.060145059999,-93.53105943676351,44.0779806609892,0.042487
