OID_,FID,X,Y,Dry_yld_22
465,464,-93.530638170859319,44.076831448039933,13345.887641059000089
466,465,-93.530599170859318,44.078001448039934,14053.064062499999636
467,466,-93.530599170859318,44.077962448039933,14282.550097655999707
468,467,-93.530599170859318,44.077923448039925,14420.617643228999441
469,468,-93.530599170859318,44.077884448039931,14325.197148437999203
470,469,-93.530599170859318,44.077845448039938,14074.941959634999876
471,470,-93.530599170859318,44.077806448039937,14010.472721354000896
472,471,-93.530599170859318,44.077767448039928,14351.392122396000559
473,472,-93.530599170859318,44.077728448039935,14642.510507813000004
474,473,-93.530599170859318,44.077689448039933,14709.408398437999494
475,474,-93.530599170859318,44.077650448039932,14536.450423177000630
476,475,-93.530599170859318,44.077611448039931,14269.817447916999299
477,476,-93.530599170859318,44.077572448039938,14120.356679688000440
478,477,-93.530599170859318,44.077533448039937,14179.319726563000586
479,478,-93.530599170859318,44.077494448039936,14410.073990884999148
480,479,-93.530599170859318,44.077455448039935,14645.938802082999246
481,480,-93.530599170859318,44.077416448039934,14701.711132812999494
482,481,-93.530599170859318,44.077377448039933,14687.095638020999104
483,482,-93.530599170859318,44.077338448039924,14676.469270833000337
484,483,-93.530599170859318,44.077299448039945,14632.844140625000364
485,484,-93.530599170859318,44.077260448039937,14565.703789061999487
486,485,-93.530599170859318,44.077221448039936,14603.880891926999539
487,486,-93.530599170859318,44.077182448039927,14643.225130208000337
488,487,-93.530599170859318,44.077143448039934,14554.822656250000364
489,488,-93.530599170859318,44.077104448039933,14406.647187500000655
490,489,-93.530599170859318,44.077065448039932,14189.397753905999707
491,490,-93.530599170859318,44.077026448039931,14054.496484375000364
492,491,-93.530599170859318,44.076987448039937,14255.698502604000169
493,492,-93.530599170859318,44.076948448039936,14473.419140624999272
494,493,-93.530599170859318,44.076909448039935,14342.312402343999565
495,494,-93.530599170859318,44.076870448039934,13945.032389322999734
496,495,-93.530599170859318,44.076831448039933,13626.068847656000798
497,496,-93.530560170859303,44.078001448039934,14134.360058594000293
498,497,-93.530560170859303,44.077962448039933,14271.659966363000422
499,498,-93.530560170859303,44.077923448039925,14324.918375650999224
500,499,-93.530560170859303,44.077884448039931,14269.166666667000754
501,500,-93.530560170859303,44.077845448039938,14130.322916667000754
502,501,-93.530560170859303,44.077806448039937,14149.240451388999645
503,502,-93.530560170859303,44.077767448039928,14448.144422743000177
504,503,-93.530560170859303,44.077728448039935,14686.764485677000266
505,504,-93.530560170859303,44.077689448039933,14707.807400174000577
506,505,-93.530560170859303,44.077650448039932,14539.846761067999978
507,506,-93.530560170859303,44.077611448039931,14386.341064452999490
508,507,-93.530560170859303,44.077572448039938,14351.400781250000364
509,508,-93.530560170859303,44.077533448039937,14411.691704643999401
510,509,-93.530560170859303,44.077494448039936,14520.596869574999801
511,510,-93.530560170859303,44.077455448039935,14675.175157334999312
512,511,-93.530560170859303,44.077416448039934,14729.721484375000728
513,512,-93.530560170859303,44.077377448039933,14722.174587674000577
514,513,-93.530560170859303,44.077338448039924,14667.863362629999756
515,514,-93.530560170859303,44.077299448039945,14554.718017577999490
516,515,-93.530560170859303,44.077260448039937,14477.530175780999343
517,516,-93.530560170859303,44.077221448039936,14559.228597004999756
518,517,-93.530560170859303,44.077182448039927,14610.428521050000199
519,518,-93.530560170859303,44.077143448039934,14435.315538193999600
520,519,-93.530560170859303,44.077104448039933,14246.418457031000798
521,520,-93.530560170859303,44.077065448039932,14096.327148438000222
522,521,-93.530560170859303,44.077026448039931,14059.306830511999578
523,522,-93.530560170859303,44.076987448039937,14284.386800129999756
524,523,-93.530560170859303,44.076948448039936,14524.710449218999202
525,524,-93.530560170859303,44.076909448039935,14462.551025390999712
526,525,-93.530560170859303,44.076870448039934,14094.301161023999157
527,526,-93.530560170859303,44.076831448039933,13719.586859809000089
528,527,-93.530521170859316,44.078001448039934,14173.294563801999175
529,528,-93.530521170859316,44.077962448039933,14261.833685981000599
530,529,-93.530521170859316,44.077923448039925,14300.008924695999667
531,530,-93.530521170859316,44.077884448039931,14323.977962240000124
532,531,-93.530521170859316,44.077845448039938,14333.795600043000377
533,532,-93.530521170859316,44.077806448039937,14397.596842447999734
534,533,-93.530521170859316,44.077767448039928,14589.852132161000554
535,534,-93.530521170859316,44.077728448039935,14718.699153645999104
536,535,-93.530521170859316,44.077689448039933,14635.731391059000089
537,536,-93.530521170859316,44.077650448039932,14494.859700520999468
538,537,-93.530521170859316,44.077611448039931,14527.613281250000000
539,538,-93.530521170859316,44.077572448039938,14601.119856770999831
540,539,-93.530521170859316,44.077533448039937,14644.538302950999423
541,540,-93.530521170859316,44.077494448039936,14709.132269965000887
542,541,-93.530521170859316,44.077455448039935,14803.455837674000577
543,542,-93.530521170859316,44.077416448039934,14797.469303384999876
544,543,-93.530521170859316,44.077377448039933,14781.569281684000089
545,544,-93.530521170859316,44.077338448039924,14681.336832682000022
546,545,-93.530521170859316,44.077299448039945,14499.157552082999246
547,546,-93.530521170859316,44.077260448039937,14439.423079427000630
548,547,-93.530521170859316,44.077221448039936,14568.811957465000887
549,548,-93.530521170859316,44.077182448039927,14636.580268011999578
550,549,-93.530521170859316,44.077143448039934,14444.676974825999423
551,550,-93.530521170859316,44.077104448039933,14249.389062500000364
552,551,-93.530521170859316,44.077065448039932,14115.469156900999224
553,552,-93.530521170859316,44.077026448039931,14116.024142795000444
554,553,-93.530521170859316,44.076987448039937,14321.869439018999401
555,554,-93.530521170859316,44.076948448039936,14489.672135417000391
556,555,-93.530521170859316,44.076909448039935,14439.707356770999468
557,556,-93.530521170859316,44.076870448039934,14136.790635851000843
558,557,-93.530521170859316,44.076831448039933,13748.470811631999823
559,558,-93.530482170859329,44.078001448039934,14140.374609374999636
560,559,-93.530482170859329,44.077962448039933,14270.203027343999565
561,560,-93.530482170859329,44.077923448039925,14375.997721354000532
562,561,-93.530482170859329,44.077884448039931,14455.666171875000146
563,562,-93.530482170859329,44.077845448039938,14549.272591146000195
564,563,-93.530482170859329,44.077806448039937,14612.046158854000169
565,564,-93.530482170859329,44.077767448039928,14659.485481771000195
566,565,-93.530482170859329,44.077728448039935,14649.295507812999858
567,566,-93.530482170859329,44.077689448039933,14516.828190104000896
568,567,-93.530482170859329,44.077650448039932,14430.836686197999370
569,568,-93.530482170859329,44.077611448039931,14555.058984375000364
570,569,-93.530482170859329,44.077572448039938,14657.135078125000291
571,570,-93.530482170859329,44.077533448039937,14695.560188801999175
572,571,-93.530482170859329,44.077494448039936,14776.980696615000852
573,572,-93.530482170859329,44.077455448039935,14869.759440104000532
574,573,-93.530482170859329,44.077416448039934,14839.241953124999782
575,574,-93.530482170859329,44.077377448039933,14817.925813801999539
576,575,-93.530482170859329,44.077338448039924,14667.841829426999539
577,576,-93.530482170859329,44.077299448039945,14481.949055990000488
578,577,-93.530482170859329,44.077260448039937,14433.158476562999567
579,578,-93.530482170859329,44.077221448039936,14574.441080729000532
580,579,-93.530482170859329,44.077182448039927,14672.501529948000098
581,580,-93.530482170859329,44.077143448039934,14558.954720051999175
582,581,-93.530482170859329,44.077104448039933,14405.131171875000291
583,582,-93.530482170859329,44.077065448039932,14204.939615884999512
584,583,-93.530482170859329,44.077026448039931,14209.373372395999468
585,584,-93.530482170859329,44.076987448039937,14377.247591146000559
586,585,-93.530482170859329,44.076948448039936,14444.249374999999418
587,586,-93.530482170859329,44.076909448039935,14348.982910156000798
588,587,-93.530482170859329,44.076870448039934,14100.184635416999299
589,588,-93.530482170859329,44.076831448039933,13755.316699218999929
590,589,-93.530443170859328,44.078001448039934,14072.680598958000701
591,590,-93.530443170859328,44.077962448039933,14321.978542752000067
592,591,-93.530443170859328,44.077923448039925,14487.875298393999401
593,592,-93.530443170859328,44.077884448039931,14578.790787759999148
594,593,-93.530443170859328,44.077845448039938,14681.893907334999312
595,594,-93.530443170859328,44.077806448039937,14729.648790147999534
596,595,-93.530443170859328,44.077767448039928,14619.034749349000776
597,596,-93.530443170859328,44.077728448039935,14499.341210937000142
598,597,-93.530443170859328,44.077689448039933,14399.391682942999978
599,598,-93.530443170859328,44.077650448039932,14405.730658636999578
600,599,-93.530443170859328,44.077611448039931,14555.413682726000843
601,600,-93.530443170859328,44.077572448039938,14632.064290365000488
602,601,-93.530443170859328,44.077533448039937,14620.199679904999357
603,602,-93.530443170859328,44.077494448039936,14685.630642361000355
604,603,-93.530443170859328,44.077455448039935,14779.912462022999534
605,604,-93.530443170859328,44.077416448039934,14829.001074219000657
606,605,-93.530443170859328,44.077377448039933,14844.726264106000599
607,606,-93.530443170859328,44.077338448039924,14682.979817707999246
608,607,-93.530443170859328,44.077299448039945,14464.843451606000599
609,608,-93.530443170859328,44.077260448039937,14402.219726563000222
610,609,-93.530443170859328,44.077221448039936,14498.694797091999135
611,610,-93.530443170859328,44.077182448039927,14654.451551648999157
612,611,-93.530443170859328,44.077143448039934,14687.465332031000798
613,612,-93.530443170859328,44.077104448039933,14568.022233072999370
614,613,-93.530443170859328,44.077065448039932,14367.208767361000355
615,614,-93.530443170859328,44.077026448039931,14331.514322917000754
616,615,-93.530443170859328,44.076987448039937,14462.193603515999712
617,616,-93.530443170859328,44.076948448039936,14462.247200521000195
618,617,-93.530443170859328,44.076909448039935,14287.627441406000798
619,618,-93.530443170859328,44.076870448039934,14038.405653211999379
620,619,-93.530443170859328,44.076831448039933,13722.529324002000067
621,620,-93.530404170859327,44.078001448039934,13983.683463542000027
622,621,-93.530404170859327,44.077962448039933,14353.572699652999290
623,622,-93.530404170859327,44.077923448039925,14528.096733940999911
624,623,-93.530404170859327,44.077884448039931,14607.270475260000239
625,624,-93.530404170859327,44.077845448039938,14699.383056640999712
626,625,-93.530404170859327,44.077806448039937,14684.460123697999734
627,626,-93.530404170859327,44.077767448039928,14499.312527127000067
628,627,-93.530404170859327,44.077728448039935,14330.466992187000869
629,628,-93.530404170859327,44.077689448039933,14334.900716145999468
630,629,-93.530404170859327,44.077650448039932,14471.158664279999357
631,630,-93.530404170859327,44.077611448039931,14639.921251084999312
632,631,-93.530404170859327,44.077572448039938,14645.007031249999272
633,632,-93.530404170859327,44.077533448039937,14543.326958550000199
634,633,-93.530404170859327,44.077494448039936,14530.200710720000643
635,634,-93.530404170859327,44.077455448039935,14611.411078559000089
636,635,-93.530404170859327,44.077416448039934,14745.150813801999902
637,636,-93.530404170859327,44.077377448039933,14856.119520398999157
638,637,-93.530404170859327,44.077338448039924,14703.649929470000643
639,638,-93.530404170859327,44.077299448039945,14424.547173393999401
640,639,-93.530404170859327,44.077260448039937,14335.753450521000559
641,640,-93.530404170859327,44.077221448039936,14416.120524088999446
642,641,-93.530404170859327,44.077182448039927,14587.527587890999712
643,642,-93.530404170859327,44.077143448039934,14778.822808159999113
644,643,-93.530404170859327,44.077104448039933,14736.167415365000124
645,644,-93.530404170859327,44.077065448039932,14543.679199218999202
646,645,-93.530404170859327,44.077026448039931,14462.150906033000865
647,646,-93.530404170859327,44.076987448039937,14511.699435763999645
648,647,-93.530404170859327,44.076948448039936,14440.458984375000000
649,648,-93.530404170859327,44.076909448039935,14214.253119574999801
650,649,-93.530404170859327,44.076870448039934,14001.769721136999578
651,650,-93.530404170859327,44.076831448039933,13717.315700954999556
652,651,-93.530365170859312,44.078001448039934,13772.580110676999539
653,652,-93.530365170859312,44.077962448039933,14265.072645398999157
654,653,-93.530365170859312,44.077923448039925,14421.447292752000067
655,654,-93.530365170859312,44.077884448039931,14449.705110676999539
656,655,-93.530365170859312,44.077845448039938,14563.700032552000266
657,656,-93.530365170859312,44.077806448039937,14550.774685329999556
658,657,-93.530365170859312,44.077767448039928,14333.194797091999135
659,658,-93.530365170859312,44.077728448039935,14222.591927082999973
660,659,-93.530365170859312,44.077689448039933,14368.196424695999667
661,660,-93.530365170859312,44.077650448039932,14592.690538193999600
662,661,-93.530365170859312,44.077611448039931,14755.548855252000067
663,662,-93.530365170859312,44.077572448039938,14689.683170573000098
664,663,-93.530365170859312,44.077533448039937,14554.111002604000532
665,664,-93.530365170859312,44.077494448039936,14486.674018011999578
666,665,-93.530365170859312,44.077455448039935,14564.877197265999712
667,666,-93.530365170859312,44.077416448039934,14737.743294271000195
668,667,-93.530365170859312,44.077377448039933,14849.211751302000266
669,668,-93.530365170859312,44.077338448039924,14644.414632161000554
670,669,-93.530365170859312,44.077299448039945,14337.656955295000444
671,670,-93.530365170859312,44.077260448039937,14292.546028646000195
672,671,-93.530365170859312,44.077221448039936,14367.549099391999334
673,672,-93.530365170859312,44.077182448039927,14554.355550129999756
674,673,-93.530365170859312,44.077143448039934,14854.532823351000843
675,674,-93.530365170859312,44.077104448039933,14882.402473957999973
676,675,-93.530365170859312,44.077065448039932,14664.260687934000089
677,676,-93.530365170859312,44.077026448039931,14568.927273220000643
678,677,-93.530365170859312,44.076987448039937,14495.288113063999845
679,678,-93.530365170859312,44.076948448039936,14365.396875000000364
680,679,-93.530365170859312,44.076909448039935,14176.544352213999446
681,680,-93.530365170859312,44.076870448039934,13978.585205077999490
682,681,-93.530365170859312,44.076831448039933,13688.515923393999401
683,682,-93.530326170859325,44.078001448039934,13414.830039062999276
684,683,-93.530326170859325,44.077962448039933,14021.645312500000728
685,684,-93.530326170859325,44.077923448039925,14232.060904948000825
686,685,-93.530326170859325,44.077884448039931,14261.410273437999422
687,686,-93.530326170859325,44.077845448039938,14386.452929687000506
688,687,-93.530326170859325,44.077806448039937,14454.975748697999734
689,688,-93.530326170859325,44.077767448039928,14261.287988280999343
690,689,-93.530326170859325,44.077728448039935,14239.982734375000291
691,690,-93.530326170859325,44.077689448039933,14444.735416666999299
692,691,-93.530326170859325,44.077650448039932,14707.658854167000754
693,692,-93.530326170859325,44.077611448039931,14806.966210938000586
694,693,-93.530326170859325,44.077572448039938,14692.779414062999422
695,694,-93.530326170859325,44.077533448039937,14597.874772134999148
696,695,-93.530326170859325,44.077494448039936,14626.959277343999929
697,696,-93.530326170859325,44.077455448039935,14704.539648436999414
698,697,-93.530326170859325,44.077416448039934,14805.714414063000731
699,698,-93.530326170859325,44.077377448039933,14821.264029948000825
700,699,-93.530326170859325,44.077338448039924,14549.968554687999131
701,700,-93.530326170859325,44.077299448039945,14252.938248697999370
702,701,-93.530326170859325,44.077260448039937,14212.379335936999269
703,702,-93.530326170859325,44.077221448039936,14304.287174479000896
704,703,-93.530326170859325,44.077182448039927,14500.921809895999104
705,704,-93.530326170859325,44.077143448039934,14781.265039063000586
706,705,-93.530326170859325,44.077104448039933,14853.077539062000142
707,706,-93.530326170859325,44.077065448039932,14701.608072917000754
708,707,-93.530326170859325,44.077026448039931,14612.283430990000852
709,708,-93.530326170859325,44.076987448039937,14497.557161458000337
710,709,-93.530326170859325,44.076948448039936,14330.929414062000433
711,710,-93.530326170859325,44.076909448039935,14158.570572917000391
712,711,-93.530326170859325,44.076870448039934,13932.170833333000701
713,712,-93.530326170859325,44.076831448039933,13586.700976562000506
714,713,-93.530287170859310,44.078001448039934,12886.258821614999761
715,714,-93.530287170859310,44.077962448039933,13714.533013238000422
716,715,-93.530287170859310,44.077923448039925,13982.892225477000466
717,716,-93.530287170859310,44.077884448039931,14093.163378905999707
718,717,-93.530287170859310,44.077845448039938,14269.592610677000266
719,718,-93.530287170859310,44.077806448039937,14392.319118924000577
720,719,-93.530287170859310,44.077767448039928,14312.247856988000422
721,720,-93.530287170859310,44.077728448039935,14346.336360676999902
722,721,-93.530287170859310,44.077689448039933,14519.324110243000177
723,722,-93.530287170859310,44.077650448039932,14739.508951822999734
724,723,-93.530287170859310,44.077611448039931,14790.993109809000089
725,724,-93.530287170859310,44.077572448039938,14648.527343750000000
726,725,-93.530287170859310,44.077533448039937,14610.655273438000222
727,726,-93.530287170859310,44.077494448039936,14749.657416449999801
728,727,-93.530287170859310,44.077455448039935,14863.910970052000266
729,728,-93.530287170859310,44.077416448039934,14849.064941406000798
730,729,-93.530287170859310,44.077377448039933,14741.372802734000288
731,730,-93.530287170859310,44.077338448039924,14473.726643879999756
732,731,-93.530287170859310,44.077299448039945,14235.920464409999113
733,732,-93.530287170859310,44.077260448039937,14203.083593749999636
734,733,-93.530287170859310,44.077221448039936,14224.471327040000688
735,734,-93.530287170859310,44.077182448039927,14366.507893879999756
736,735,-93.530287170859310,44.077143448039934,14572.613796658000865
737,736,-93.530287170859310,44.077104448039933,14664.263769531000435
738,737,-93.530287170859310,44.077065448039932,14605.596652561000155
739,738,-93.530287170859310,44.077026448039931,14551.264729817999978
740,739,-93.530287170859310,44.076987448039937,14472.697292752000067
741,740,-93.530287170859310,44.076948448039936,14355.085774740000488
742,741,-93.530287170859310,44.076909448039935,14201.361246745000244
743,742,-93.530287170859310,44.076870448039934,13873.539116752999689
744,743,-93.530287170859310,44.076831448039933,13380.621771918000377
745,744,-93.530248170859323,44.078001448039934,12430.546028646000195
746,745,-93.530248170859323,44.077962448039933,13292.661892361000355
747,746,-93.530248170859323,44.077923448039925,13695.809787325999423
748,747,-93.530248170859323,44.077884448039931,13915.679687500000000
749,748,-93.530248170859323,44.077845448039938,14186.681830511999578
750,749,-93.530248170859323,44.077806448039937,14395.890706379999756
751,750,-93.530248170859323,44.077767448039928,14436.734022352000466
752,751,-93.530248170859323,44.077728448039935,14428.700162760000239
753,752,-93.530248170859323,44.077689448039933,14526.358127170000444
754,753,-93.530248170859323,44.077650448039932,14678.719048393999401
755,754,-93.530248170859323,44.077611448039931,14679.339002820999667
756,755,-93.530248170859323,44.077572448039938,14588.485514322999734
757,756,-93.530248170859323,44.077533448039937,14534.452121311000155
758,757,-93.530248170859323,44.077494448039936,14681.843885633999889
759,758,-93.530248170859323,44.077455448039935,14785.359592013999645
760,759,-93.530248170859323,44.077416448039934,14738.158723958000337
761,760,-93.530248170859323,44.077377448039933,14606.229465061000155
762,761,-93.530248170859323,44.077338448039924,14471.432834200999423
763,762,-93.530248170859323,44.077299448039945,14354.465874565999911
764,763,-93.530248170859323,44.077260448039937,14360.657714843999202
765,764,-93.530248170859323,44.077221448039936,14301.546196831999623
766,765,-93.530248170859323,44.077182448039927,14293.461561415000688
767,766,-93.530248170859323,44.077143448039934,14396.831651476000843
768,767,-93.530248170859323,44.077104448039933,14475.312695312999494
769,768,-93.530248170859323,44.077065448039932,14485.091064452999490
770,769,-93.530248170859323,44.077026448039931,14429.730468750000000
771,770,-93.530248170859323,44.076987448039937,14409.959011502000067
772,771,-93.530248170859323,44.076948448039936,14436.004915364999761
773,772,-93.530248170859323,44.076909448039935,14352.020914713999446
774,773,-93.530248170859323,44.076870448039934,13939.481174045000444
775,774,-93.530248170859323,44.076831448039933,13202.994574652999290
776,775,-93.530209170859294,44.078001448039934,12038.035481770999468
777,776,-93.530209170859294,44.077962448039933,12855.567084418000377
778,777,-93.530209170859294,44.077923448039925,13479.325249565999911
779,778,-93.530209170859294,44.077884448039931,13827.789192707999973
780,779,-93.530209170859294,44.077845448039938,14109.940863715000887
781,780,-93.530209170859294,44.077806448039937,14391.714463976000843
782,781,-93.530209170859294,44.077767448039928,14526.610324436000155
783,782,-93.530209170859294,44.077728448039935,14484.987011719000293
784,783,-93.530209170859294,44.077689448039933,14473.820529513999645
785,784,-93.530209170859294,44.077650448039932,14517.335232204999556
786,785,-93.530209170859294,44.077611448039931,14479.872965495000244
787,786,-93.530209170859294,44.077572448039938,14450.688964843999202
788,787,-93.530209170859294,44.077533448039937,14366.892550997999933
789,788,-93.530209170859294,44.077494448039936,14428.603054470000643
790,789,-93.530209170859294,44.077455448039935,14497.978597004999756
791,790,-93.530209170859294,44.077416448039934,14541.532096353999805
792,791,-93.530209170859294,44.077377448039933,14483.122314452999490
793,792,-93.530209170859294,44.077338448039924,14457.989800347000710
794,793,-93.530209170859294,44.077299448039945,14483.127332898999157
795,794,-93.530209170859294,44.077260448039937,14565.183691406000435
796,795,-93.530209170859294,44.077221448039936,14522.293809679000333
797,796,-93.530209170859294,44.077182448039927,14357.364122179000333
798,797,-93.530209170859294,44.077143448039934,14332.984863281000798
799,798,-93.530209170859294,44.077104448039933,14428.912890625000728
800,799,-93.530209170859294,44.077065448039932,14429.084364148999157
801,800,-93.530209170859294,44.077026448039931,14312.579806858000666
802,801,-93.530209170859294,44.076987448039937,14331.067192925000199
803,802,-93.530209170859294,44.076948448039936,14504.724121093999202
804,803,-93.530209170859294,44.076909448039935,14527.252549913000621
805,804,-93.530209170859294,44.076870448039934,14080.992187500000000
806,805,-93.530209170859294,44.076831448039933,13238.409098307000022
807,806,-93.530170170859321,44.078001448039934,11588.332148437000797
808,807,-93.530170170859321,44.077962448039933,12533.833789062000506
809,808,-93.530170170859321,44.077923448039925,13432.870638021000559
810,809,-93.530170170859321,44.077884448039931,13815.318281249999927
811,810,-93.530170170859321,44.077845448039938,14062.010286458000337
812,811,-93.530170170859321,44.077806448039937,14339.015559895999104
813,812,-93.530170170859321,44.077767448039928,14549.755143229000169
814,813,-93.530170170859321,44.077728448039935,14570.496875000000728
815,814,-93.530170170859321,44.077689448039933,14437.180240884999876
816,815,-93.530170170859321,44.077650448039932,14310.342903646000195
817,816,-93.530170170859321,44.077611448039931,14222.768977865000124
818,817,-93.530170170859321,44.077572448039938,14240.113906250000582
819,818,-93.530170170859321,44.077533448039937,14203.752636719000293
820,819,-93.530170170859321,44.077494448039936,14192.423307291999663
821,820,-93.530170170859321,44.077455448039935,14252.297591145999831
822,821,-93.530170170859321,44.077416448039934,14404.866249999999127
823,822,-93.530170170859321,44.077377448039933,14432.615657551999902
824,823,-93.530170170859321,44.077338448039924,14382.663378905999707
825,824,-93.530170170859321,44.077299448039945,14473.073925781000071
826,825,-93.530170170859321,44.077260448039937,14616.507265624999491
827,826,-93.530170170859321,44.077221448039936,14629.629101562999494
828,827,-93.530170170859321,44.077182448039927,14397.493945312999131
829,828,-93.530170170859321,44.077143448039934,14276.535253906000435
830,829,-93.530170170859321,44.077104448039933,14370.485390624999127
831,830,-93.530170170859321,44.077065448039932,14389.283203125000000
832,831,-93.530170170859321,44.077026448039931,14221.504329426999902
833,832,-93.530170170859321,44.076987448039937,14166.459505208000337
834,833,-93.530170170859321,44.076948448039936,14401.545742188000077
835,834,-93.530170170859321,44.076909448039935,14484.410091145999104
836,835,-93.530170170859321,44.076870448039934,14028.438639322999734
837,836,-93.530170170859321,44.076831448039933,13214.501497396000559
838,837,-93.530131170859306,44.078001448039934,11680.290429688000586
839,838,-93.530131170859306,44.077962448039933,12814.997721354000532
840,839,-93.530131170859306,44.077923448039925,13548.553629557000022
841,840,-93.530131170859306,44.077884448039931,13864.569563802000630
842,841,-93.530131170859306,44.077845448039938,14013.268283420000444
843,842,-93.530131170859306,44.077806448039937,14286.003445095000643
844,843,-93.530131170859306,44.077767448039928,14563.686903211999379
845,844,-93.530131170859306,44.077728448039935,14662.147428385000239
846,845,-93.530131170859306,44.077689448039933,14487.170817057000022
847,846,-93.530131170859306,44.077650448039932,14180.231852213999446
848,847,-93.530131170859306,44.077611448039931,13965.931857638999645
849,848,-93.530131170859306,44.077572448039938,14044.052311198000098
850,849,-93.530131170859306,44.077533448039937,14097.113661023999157
851,850,-93.530131170859306,44.077494448039936,14091.547960068999600
852,851,-93.530131170859306,44.077455448039935,14169.723090277999290
853,852,-93.530131170859306,44.077416448039934,14343.559798177000630
854,853,-93.530131170859306,44.077377448039933,14392.604085286000554
855,854,-93.530131170859306,44.077338448039924,14318.298719618000177
856,855,-93.530131170859306,44.077299448039945,14321.662760417000754
857,856,-93.530131170859306,44.077260448039937,14516.787239582999973
858,857,-93.530131170859306,44.077221448039936,14574.949435763999645
859,858,-93.530131170859306,44.077182448039927,14314.466281466999135
860,859,-93.530131170859306,44.077143448039934,14114.441460502999689
861,860,-93.530131170859306,44.077104448039933,14188.998600259999876
862,861,-93.530131170859306,44.077065448039932,14254.690755207999246
863,862,-93.530131170859306,44.077026448039931,14081.455485025999224
864,863,-93.530131170859306,44.076987448039937,13975.479248047000510
865,864,-93.530131170859306,44.076948448039936,14142.104557291999299
866,865,-93.530131170859306,44.076909448039935,14189.800944009999512
867,866,-93.530131170859306,44.076870448039934,13716.732259115000488
868,867,-93.530131170859306,44.076831448039933,12888.326551648999157
869,868,-93.530092170859319,44.078001448039934,12266.732259115000488
870,869,-93.530092170859319,44.077962448039933,13207.461805556000400
871,870,-93.530092170859319,44.077923448039925,13744.324869792000754
872,871,-93.530092170859319,44.077884448039931,13886.488541667000391
873,872,-93.530092170859319,44.077845448039938,14007.647379557000022
874,873,-93.530092170859319,44.077806448039937,14272.553358290000688
875,874,-93.530092170859319,44.077767448039928,14548.753255207999246
876,875,-93.530092170859319,44.077728448039935,14636.851888020999468
877,876,-93.530092170859319,44.077689448039933,14528.368679470000643
878,877,-93.530092170859319,44.077650448039932,14126.591064452999490
879,878,-93.530092170859319,44.077611448039931,13797.778266059000089
880,879,-93.530092170859319,44.077572448039938,13913.184440103999805
881,880,-93.530092170859319,44.077533448039937,14058.393853081999623
882,881,-93.530092170859319,44.077494448039936,14072.083360459999312
883,882,-93.530092170859319,44.077455448039935,14138.647705077999490
884,883,-93.530092170859319,44.077416448039934,14258.310872395999468
885,884,-93.530092170859319,44.077377448039933,14275.854383681000400
886,885,-93.530092170859319,44.077338448039924,14174.368001302000266
887,886,-93.530092170859319,44.077299448039945,14115.779541015999712
888,887,-93.530092170859319,44.077260448039937,14317.180859374999272
889,888,-93.530092170859319,44.077221448039936,14411.209201388999645
890,889,-93.530092170859319,44.077182448039927,14128.229790581999623
891,890,-93.530092170859319,44.077143448039934,13818.404513888999645
892,891,-93.530092170859319,44.077104448039933,13895.557552083000701
893,892,-93.530092170859319,44.077065448039932,14002.573784722000710
894,893,-93.530092170859319,44.077026448039931,13887.739529079999556
895,894,-93.530092170859319,44.076987448039937,13819.388156466999135
896,895,-93.530092170859319,44.076948448039936,13829.003157552000630
897,896,-93.530092170859319,44.076909448039935,13702.051161023999157
898,897,-93.530092170859319,44.076870448039934,12972.975450304000333
899,898,-93.530092170859319,44.076831448039933,12159.632758247000311
900,899,-93.530053170859304,44.078001448039934,12435.247688801999175
901,900,-93.530053170859304,44.077962448039933,13070.899088542000754
902,901,-93.530053170859304,44.077923448039925,13317.076904297000510
903,902,-93.530053170859304,44.077884448039931,13645.983072917000754
904,903,-93.530053170859304,44.077845448039938,13908.535915799000577
905,904,-93.530053170859304,44.077806448039937,14149.812608506999823
906,905,-93.530053170859304,44.077767448039928,14314.179172091999135
907,906,-93.530053170859304,44.077728448039935,14384.495182291999299
908,907,-93.530053170859304,44.077689448039933,14272.308539497000311
909,908,-93.530053170859304,44.077650448039932,13931.387098523999157
910,909,-93.530053170859304,44.077611448039931,13709.280300563999845
911,910,-93.530053170859304,44.077572448039938,13816.482389323000461
912,911,-93.530053170859304,44.077533448039937,13935.813232422000510
913,912,-93.530053170859304,44.077494448039936,13930.929144965000887
914,913,-93.530053170859304,44.077455448039935,13942.954427082999246
915,914,-93.530053170859304,44.077416448039934,13971.217675780999343
916,915,-93.530053170859304,44.077377448039933,13979.917154947999734
917,916,-93.530053170859304,44.077338448039924,13894.054280599000776
918,917,-93.530053170859304,44.077299448039945,13908.854112413000621
919,918,-93.530053170859304,44.077260448039937,14096.860091145999831
920,919,-93.530053170859304,44.077221448039936,14170.322048611000355
921,920,-93.530053170859304,44.077182448039927,13886.692843966999135
922,921,-93.530053170859304,44.077143448039934,13486.283311631999823
923,922,-93.530053170859304,44.077104448039933,13487.737825521000559
924,923,-93.530053170859304,44.077065448039932,13700.184190538000621
925,924,-93.530053170859304,44.077026448039931,13726.886990016999334
926,925,-93.530053170859304,44.076987448039937,13649.128228081999623
927,926,-93.530053170859304,44.076948448039936,13452.924739583000701
928,927,-93.530053170859304,44.076909448039935,12935.755723741000111
929,928,-93.530053170859304,44.076870448039934,11851.270046658000865
