OID_,FID,X,Y,Elevation_22
75,74,-93.531106170859317,44.077533448039937,1147.934251572999983
76,75,-93.531106170859317,44.077494448039936,1147.759236654000006
77,76,-93.531106170859317,44.077455448039935,1147.737735323999914
78,77,-93.531106170859317,44.077416448039934,1147.864082844999984
79,78,-93.531106170859317,44.077377448039933,1147.946407742000019
80,79,-93.531106170859317,44.077338448039924,1147.876156277000064
81,80,-93.531106170859317,44.077299448039945,1147.856001112000058
82,81,-93.531106170859317,44.077260448039937,1148.094409179999957
83,82,-93.531106170859317,44.077221448039936,1148.212951660000044
84,83,-93.531106170859317,44.077182448039927,1148.212656657000025
85,84,-93.531106170859317,44.077143448039934,1148.237206352999920
86,85,-93.531106170859317,44.077104448039933,1147.917716470999949
87,86,-93.531106170859317,44.077065448039932,1147.264950221999925
88,87,-93.531106170859317,44.077026448039931,1146.417982313000039
89,88,-93.531106170859317,44.076987448039937,1145.894870333999961
90,89,-93.531106170859317,44.076948448039936,1145.672676594999984
91,90,-93.531106170859317,44.076909448039935,1145.294932047999964
92,91,-93.531106170859317,44.076870448039934,1144.832543266999892
93,92,-93.531106170859317,44.076831448039933,1144.182739258000083
94,93,-93.531067170859302,44.078001448039934,1153.423447266000039
95,94,-93.531067170859302,44.077962448039933,1153.311018879999892
96,95,-93.531067170859302,44.077923448039925,1152.965706380000029
97,96,-93.531067170859302,44.077884448039931,1152.324291992000099
98,97,-93.531067170859302,44.077845448039938,1151.537552897000069
99,98,-93.531067170859302,44.077806448039937,1150.594930013000067
100,99,-93.531067170859302,44.077767448039928,1149.918595377999964
101,100,-93.531067170859302,44.077728448039935,1149.378022461000000
102,101,-93.531067170859302,44.077689448039933,1148.747521972999948
103,102,-93.531067170859302,44.077650448039932,1147.966870117000099
104,103,-93.531067170859302,44.077611448039931,1147.508801270000049
105,104,-93.531067170859302,44.077572448039938,1147.460122069999898
106,105,-93.531067170859302,44.077533448039937,1147.499503580999999
107,106,-93.531067170859302,44.077494448039936,1147.376497396000104
108,107,-93.531067170859302,44.077455448039935,1147.404931641000076
109,108,-93.531067170859302,44.077416448039934,1147.567666015999976
110,109,-93.531067170859302,44.077377448039933,1147.692504883000083
111,110,-93.531067170859302,44.077338448039924,1147.660485840000092
112,111,-93.531067170859302,44.077299448039945,1147.693070475000013
113,112,-93.531067170859302,44.077260448039937,1147.956210936999923
114,113,-93.531067170859302,44.077221448039936,1148.092610677000039
115,114,-93.531067170859302,44.077182448039927,1148.097558594000020
116,115,-93.531067170859302,44.077143448039934,1148.120682779999925
117,116,-93.531067170859302,44.077104448039933,1147.826894531000107
118,117,-93.531067170859302,44.077065448039932,1147.156018065999888
119,118,-93.531067170859302,44.077026448039931,1146.313985189000050
120,119,-93.531067170859302,44.076987448039937,1145.789929198999971
121,120,-93.531067170859302,44.076948448039936,1145.532548828000017
122,121,-93.531067170859302,44.076909448039935,1145.148486327999990
123,122,-93.531067170859302,44.076870448039934,1144.666548664999937
124,123,-93.531067170859302,44.076831448039933,1144.040364582999928
125,124,-93.531028170859315,44.078001448039934,1152.708939615999952
126,125,-93.531028170859315,44.077962448039933,1152.612976074000017
127,126,-93.531028170859315,44.077923448039925,1152.268961588999900
128,127,-93.531028170859315,44.077884448039931,1151.672802734000015
129,128,-93.531028170859315,44.077845448039938,1150.891109890000052
130,129,-93.531028170859315,44.077806448039937,1149.948387994000086
131,130,-93.531028170859315,44.077767448039928,1149.304206000000022
132,131,-93.531028170859315,44.077728448039935,1148.742631022000069
133,132,-93.531028170859315,44.077689448039933,1148.127014160000044
134,133,-93.531028170859315,44.077650448039932,1147.393880207999928
135,134,-93.531028170859315,44.077611448039931,1146.991834852000011
136,135,-93.531028170859315,44.077572448039938,1146.977583822000042
137,136,-93.531028170859315,44.077533448039937,1147.058481852000114
138,137,-93.531028170859315,44.077494448039936,1147.001268174999950
139,138,-93.531028170859315,44.077455448039935,1147.070566812999914
140,139,-93.531028170859315,44.077416448039934,1147.283292643000095
141,140,-93.531028170859315,44.077377448039933,1147.451575385000069
142,141,-93.531028170859315,44.077338448039924,1147.494951035999975
143,142,-93.531028170859315,44.077299448039945,1147.572184245000017
144,143,-93.531028170859315,44.077260448039937,1147.842224121000072
145,144,-93.531028170859315,44.077221448039936,1148.003546821000100
146,145,-93.531028170859315,44.077182448039927,1148.023081461999936
147,146,-93.531028170859315,44.077143448039934,1148.034169515000031
148,147,-93.531028170859315,44.077104448039933,1147.781022135000057
149,148,-93.531028170859315,44.077065448039932,1147.087673610999900
150,149,-93.531028170859315,44.077026448039931,1146.229115804000003
151,150,-93.531028170859315,44.076987448039937,1145.688819038000020
152,151,-93.531028170859315,44.076948448039936,1145.432499186000086
153,152,-93.531028170859315,44.076909448039935,1144.994981554000105
154,153,-93.531028170859315,44.076870448039934,1144.514387342999953
155,154,-93.531028170859315,44.076831448039933,1143.881717257999981
156,155,-93.530989170859343,44.078001448039934,1151.938354491999917
157,156,-93.530989170859343,44.077962448039933,1151.832251654999936
158,157,-93.530989170859343,44.077923448039925,1151.507788763999997
159,158,-93.530989170859343,44.077884448039931,1150.922790526999961
160,159,-93.530989170859343,44.077845448039938,1150.159589978999975
161,160,-93.530989170859343,44.077806448039937,1149.238722059000111
162,161,-93.530989170859343,44.077767448039928,1148.595913356999972
163,162,-93.530989170859343,44.077728448039935,1148.055688477000103
164,163,-93.530989170859343,44.077689448039933,1147.462426079999886
165,164,-93.530989170859343,44.077650448039932,1146.771433511999930
166,165,-93.530989170859343,44.077611448039931,1146.461517334000064
167,166,-93.530989170859343,44.077572448039938,1146.497599283999989
168,167,-93.530989170859343,44.077533448039937,1146.618642170999919
169,168,-93.530989170859343,44.077494448039936,1146.633900959999892
170,169,-93.530989170859343,44.077455448039935,1146.737877739999931
171,170,-93.530989170859343,44.077416448039934,1146.995100911000009
172,171,-93.530989170859343,44.077377448039933,1147.229275173999895
173,172,-93.530989170859343,44.077338448039924,1147.308610704000102
174,173,-93.530989170859343,44.077299448039945,1147.438059488999897
175,174,-93.530989170859343,44.077260448039937,1147.765828451000061
176,175,-93.530989170859343,44.077221448039936,1147.916392008000003
177,176,-93.530989170859343,44.077182448039927,1147.977454290999958
178,177,-93.530989170859343,44.077143448039934,1148.013075087000061
179,178,-93.530989170859343,44.077104448039933,1147.752937826000107
180,179,-93.530989170859343,44.077065448039932,1147.043643528000075
181,180,-93.530989170859343,44.077026448039931,1146.169125027000064
182,181,-93.530989170859343,44.076987448039937,1145.592390272000102
183,182,-93.530989170859343,44.076948448039936,1145.299886067999978
184,183,-93.530989170859343,44.076909448039935,1144.841440836999936
185,184,-93.530989170859343,44.076870448039934,1144.348375109000017
186,185,-93.530989170859343,44.076831448039933,1143.728020561999983
187,186,-93.530950170859313,44.078001448039934,1151.172041828999909
188,187,-93.530950170859313,44.077962448039933,1151.063215467999953
189,188,-93.530950170859313,44.077923448039925,1150.765689426000108
190,189,-93.530950170859313,44.077884448039931,1150.175846353999987
191,190,-93.530950170859313,44.077845448039938,1149.439805772999989
192,191,-93.530950170859313,44.077806448039937,1148.545162625000103
193,192,-93.530950170859313,44.077767448039928,1147.907124837000083
194,193,-93.530950170859313,44.077728448039935,1147.409729003999928
195,194,-93.530950170859313,44.077689448039933,1146.856536864999953
196,195,-93.530950170859313,44.077650448039932,1146.233761257999959
197,196,-93.530950170859313,44.077611448039931,1145.984144423000089
198,197,-93.530950170859313,44.077572448039938,1146.078548176999902
199,198,-93.530950170859313,44.077533448039937,1146.251875136000081
200,199,-93.530950170859313,44.077494448039936,1146.307966443999931
201,200,-93.530950170859313,44.077455448039935,1146.472300211999936
202,201,-93.530950170859313,44.077416448039934,1146.771101887999976
203,202,-93.530950170859313,44.077377448039933,1147.043389213999944
204,203,-93.530950170859313,44.077338448039924,1147.170830621000050
205,204,-93.530950170859313,44.077299448039945,1147.327382405999970
206,205,-93.530950170859313,44.077260448039937,1147.671594237999898
207,206,-93.530950170859313,44.077221448039936,1147.869344076000061
208,207,-93.530950170859313,44.077182448039927,1147.959509955999920
209,208,-93.530950170859313,44.077143448039934,1148.014017741000089
210,209,-93.530950170859313,44.077104448039933,1147.754728189999923
211,210,-93.530950170859313,44.077065448039932,1147.016788058999964
212,211,-93.530950170859313,44.077026448039931,1146.109327527999994
213,212,-93.530950170859313,44.076987448039937,1145.501885308000055
214,213,-93.530950170859313,44.076948448039936,1145.187141927000084
215,214,-93.530950170859313,44.076909448039935,1144.706468370000039
216,215,-93.530950170859313,44.076870448039934,1144.186326769000061
217,216,-93.530950170859313,44.076831448039933,1143.576107448999892
218,217,-93.530911170859326,44.078001448039934,1150.495751953000081
219,218,-93.530911170859326,44.077962448039933,1150.394519042999946
220,219,-93.530911170859326,44.077923448039925,1150.087516276000088
221,220,-93.530911170859326,44.077884448039931,1149.498745116999999
222,221,-93.530911170859326,44.077845448039938,1148.792199707000009
223,222,-93.530911170859326,44.077806448039937,1147.931681315000105
224,223,-93.530911170859326,44.077767448039928,1147.345117186999914
225,224,-93.530911170859326,44.077728448039935,1146.874809570000025
226,225,-93.530911170859326,44.077689448039933,1146.366585285999918
227,226,-93.530911170859326,44.077650448039932,1145.812792968999929
228,227,-93.530911170859326,44.077611448039931,1145.596724447000042
229,228,-93.530911170859326,44.077572448039938,1145.755795898000088
230,229,-93.530911170859326,44.077533448039937,1145.971325684000021
231,230,-93.530911170859326,44.077494448039936,1146.056046549000030
232,231,-93.530911170859326,44.077455448039935,1146.261360677000084
233,232,-93.530911170859326,44.077416448039934,1146.594218749999982
234,233,-93.530911170859326,44.077377448039933,1146.908150228000068
235,234,-93.530911170859326,44.077338448039924,1147.096500651000042
236,235,-93.530911170859326,44.077299448039945,1147.265250651000088
237,236,-93.530911170859326,44.077260448039937,1147.614350586000000
238,237,-93.530911170859326,44.077221448039936,1147.852103678000049
239,238,-93.530911170859326,44.077182448039927,1147.954386393000050
240,239,-93.530911170859326,44.077143448039934,1148.028222656000025
241,240,-93.530911170859326,44.077104448039933,1147.745600585999910
242,241,-93.530911170859326,44.077065448039932,1147.002001952999990
243,242,-93.530911170859326,44.077026448039931,1146.059769693999897
244,243,-93.530911170859326,44.076987448039937,1145.437276204000000
245,244,-93.530911170859326,44.076948448039936,1145.070932616999926
246,245,-93.530911170859326,44.076909448039935,1144.586421711999947
247,246,-93.530911170859326,44.076870448039934,1144.070703124999909
248,247,-93.530911170859326,44.076831448039933,1143.451118978000068
249,248,-93.530872170859311,44.078001448039934,1149.838509115000079
250,249,-93.530872170859311,44.077962448039933,1149.734324136999930
251,250,-93.530872170859311,44.077923448039925,1149.430246988999897
252,251,-93.530872170859311,44.077884448039931,1148.860640461999992
253,252,-93.530872170859311,44.077845448039938,1148.146060519999992
254,253,-93.530872170859311,44.077806448039937,1147.330539280000039
255,254,-93.530872170859311,44.077767448039928,1146.811547173000008
256,255,-93.530872170859311,44.077728448039935,1146.400948079000045
257,256,-93.530872170859311,44.077689448039933,1145.936842177000017
258,257,-93.530872170859311,44.077650448039932,1145.435638427999947
259,258,-93.530872170859311,44.077611448039931,1145.273227268000028
260,259,-93.530872170859311,44.077572448039938,1145.473136393000004
261,260,-93.530872170859311,44.077533448039937,1145.724358452999923
262,261,-93.530872170859311,44.077494448039936,1145.841267904000006
263,262,-93.530872170859311,44.077455448039935,1146.091156005999892
264,263,-93.530872170859311,44.077416448039934,1146.474149576999935
265,264,-93.530872170859311,44.077377448039933,1146.832550049000019
266,265,-93.530872170859311,44.077338448039924,1147.043379041999970
267,266,-93.530872170859311,44.077299448039945,1147.241895888000045
268,267,-93.530872170859311,44.077260448039937,1147.639839681000012
269,268,-93.530872170859311,44.077221448039936,1147.883961994999936
270,269,-93.530872170859311,44.077182448039927,1147.981547037999917
271,270,-93.530872170859311,44.077143448039934,1148.068871391999892
272,271,-93.530872170859311,44.077104448039933,1147.740523274999987
273,272,-93.530872170859311,44.077065448039932,1147.007988823999995
274,273,-93.530872170859311,44.077026448039931,1146.047817654000028
275,274,-93.530872170859311,44.076987448039937,1145.391004774000066
276,275,-93.530872170859311,44.076948448039936,1144.999715168999955
277,276,-93.530872170859311,44.076909448039935,1144.494998507999981
278,277,-93.530872170859311,44.076870448039934,1143.980790880000086
279,278,-93.530872170859311,44.076831448039933,1143.377753364000000
280,279,-93.530833170859324,44.078001448039934,1149.117932129000110
281,280,-93.530833170859324,44.077962448039933,1149.051683213999922
282,281,-93.530833170859324,44.077923448039925,1148.734096951000083
283,282,-93.530833170859324,44.077884448039931,1148.160449218999929
284,283,-93.530833170859324,44.077845448039938,1147.469753689000072
285,284,-93.530833170859324,44.077806448039937,1146.721893311000031
286,285,-93.530833170859324,44.077767448039928,1146.257941351999989
287,286,-93.530833170859324,44.077728448039935,1145.903971354000078
288,287,-93.530833170859324,44.077689448039933,1145.495815701000083
289,288,-93.530833170859324,44.077650448039932,1145.059071858999914
290,289,-93.530833170859324,44.077611448039931,1144.959428574999947
291,290,-93.530833170859324,44.077572448039938,1145.189656576000061
292,291,-93.530833170859324,44.077533448039937,1145.471947563999947
293,292,-93.530833170859324,44.077494448039936,1145.657172309000089
294,293,-93.530833170859324,44.077455448039935,1145.958584255999995
295,294,-93.530833170859324,44.077416448039934,1146.385449219000066
296,295,-93.530833170859324,44.077377448039933,1146.792521158999989
297,296,-93.530833170859324,44.077338448039924,1147.024797227999898
298,297,-93.530833170859324,44.077299448039945,1147.270626492000019
299,298,-93.530833170859324,44.077260448039937,1147.680497233000096
300,299,-93.530833170859324,44.077221448039936,1147.960232205000011
301,300,-93.530833170859324,44.077182448039927,1148.058298746999981
302,301,-93.530833170859324,44.077143448039934,1148.138309055000036
303,302,-93.530833170859324,44.077104448039933,1147.789794922000056
304,303,-93.530833170859324,44.077065448039932,1147.028591580000011
305,304,-93.530833170859324,44.077026448039931,1146.052357991999997
306,305,-93.530833170859324,44.076987448039937,1145.370229084999892
307,306,-93.530833170859324,44.076948448039936,1144.963053384999967
308,307,-93.530833170859324,44.076909448039935,1144.433200411999906
309,308,-93.530833170859324,44.076870448039934,1143.884358724000094
310,309,-93.530833170859324,44.076831448039933,1143.275048149999975
311,310,-93.530794170859309,44.078001448039934,1148.446439615999907
312,311,-93.530794170859309,44.077962448039933,1148.408118353999953
313,312,-93.530794170859309,44.077923448039925,1148.102813721000075
314,313,-93.530794170859309,44.077884448039931,1147.519047038000053
315,314,-93.530794170859309,44.077845448039938,1146.855617946999928
316,315,-93.530794170859309,44.077806448039937,1146.157294378999950
317,316,-93.530794170859309,44.077767448039928,1145.756330702000014
318,317,-93.530794170859309,44.077728448039935,1145.450472004999938
319,318,-93.530794170859309,44.077689448039933,1145.094980875999909
320,319,-93.530794170859309,44.077650448039932,1144.714307997000105
321,320,-93.530794170859309,44.077611448039931,1144.656690809000111
322,321,-93.530794170859309,44.077572448039938,1144.931937663000099
323,322,-93.530794170859309,44.077533448039937,1145.269280327999923
324,323,-93.530794170859309,44.077494448039936,1145.510755751000033
325,324,-93.530794170859309,44.077455448039935,1145.876281737999989
326,325,-93.530794170859309,44.077416448039934,1146.349251302000084
327,326,-93.530794170859309,44.077377448039933,1146.783203125000000
328,327,-93.530794170859309,44.077338448039924,1147.036051432000022
329,328,-93.530794170859309,44.077299448039945,1147.310879178000050
330,329,-93.530794170859309,44.077260448039937,1147.735441081000090
331,330,-93.530794170859309,44.077221448039936,1148.045125326000061
332,331,-93.530794170859309,44.077182448039927,1148.175184462000061
333,332,-93.530794170859309,44.077143448039934,1148.227745903999903
334,333,-93.530794170859309,44.077104448039933,1147.871443685000031
335,334,-93.530794170859309,44.077065448039932,1147.079891629000031
336,335,-93.530794170859309,44.077026448039931,1146.083930122000083
337,336,-93.530794170859309,44.076987448039937,1145.383806017000097
338,337,-93.530794170859309,44.076948448039936,1144.930017090000092
339,338,-93.530794170859309,44.076909448039935,1144.375044080999942
340,339,-93.530794170859309,44.076870448039934,1143.823076035999975
341,340,-93.530794170859309,44.076831448039933,1143.195892334000064
342,341,-93.530755170859322,44.078001448039934,1147.922290039000018
343,342,-93.530755170859322,44.077962448039933,1147.873002115999952
344,343,-93.530755170859322,44.077923448039925,1147.576249186000041
345,344,-93.530755170859322,44.077884448039931,1147.027016602000003
346,345,-93.530755170859322,44.077845448039938,1146.384159341999975
347,346,-93.530755170859322,44.077806448039937,1145.722277831999918
348,347,-93.530755170859322,44.077767448039928,1145.353991699000062
349,348,-93.530755170859322,44.077728448039935,1145.094462890999921
350,349,-93.530755170859322,44.077689448039933,1144.785734048999984
351,350,-93.530755170859322,44.077650448039932,1144.451440430000048
352,351,-93.530755170859322,44.077611448039931,1144.422013346000085
353,352,-93.530755170859322,44.077572448039938,1144.722314453000081
354,353,-93.530755170859322,44.077533448039937,1145.091739908999898
355,354,-93.530755170859322,44.077494448039936,1145.378898111999888
356,355,-93.530755170859322,44.077455448039935,1145.807604979999951
357,356,-93.530755170859322,44.077416448039934,1146.332221679999975
358,357,-93.530755170859322,44.077377448039933,1146.782076009000093
359,358,-93.530755170859322,44.077338448039924,1147.054650879000064
360,359,-93.530755170859322,44.077299448039945,1147.329305013000067
361,360,-93.530755170859322,44.077260448039937,1147.776645508000001
362,361,-93.530755170859322,44.077221448039936,1148.099678547999929
363,362,-93.530755170859322,44.077182448039927,1148.257824707000054
364,363,-93.530755170859322,44.077143448039934,1148.320906575999970
365,364,-93.530755170859322,44.077104448039933,1147.941386719000093
366,365,-93.530755170859322,44.077065448039932,1147.136433918999955
367,366,-93.530755170859322,44.077026448039931,1146.119844564000005
368,367,-93.530755170859322,44.076987448039937,1145.390808104999905
369,368,-93.530755170859322,44.076948448039936,1144.927001952999944
370,369,-93.530755170859322,44.076909448039935,1144.343359375000091
371,370,-93.530755170859322,44.076870448039934,1143.762166341000011
372,371,-93.530755170859322,44.076831448039933,1143.124279784999999
373,372,-93.530716170859307,44.078001448039934,1147.459212239999943
374,373,-93.530716170859307,44.077962448039933,1147.427825927999947
375,374,-93.530716170859307,44.077923448039925,1147.148318820999975
376,375,-93.530716170859307,44.077884448039931,1146.630786132999901
377,376,-93.530716170859307,44.077845448039938,1145.990224202000036
378,377,-93.530716170859307,44.077806448039937,1145.347486707999906
379,378,-93.530716170859307,44.077767448039928,1145.008185492999928
380,379,-93.530716170859307,44.077728448039935,1144.783666992000008
381,380,-93.530716170859307,44.077689448039933,1144.510650635000047
382,381,-93.530716170859307,44.077650448039932,1144.221021864000022
383,382,-93.530716170859307,44.077611448039931,1144.216613770000095
384,383,-93.530716170859307,44.077572448039938,1144.526509603000022
385,384,-93.530716170859307,44.077533448039937,1144.912241618000053
386,385,-93.530716170859307,44.077494448039936,1145.248155382000050
387,386,-93.530716170859307,44.077455448039935,1145.727671305000058
388,387,-93.530716170859307,44.077416448039934,1146.275899251000055
389,388,-93.530716170859307,44.077377448039933,1146.754245333999961
390,389,-93.530716170859307,44.077338448039924,1147.062065972000028
391,390,-93.530716170859307,44.077299448039945,1147.323971218999986
392,391,-93.530716170859307,44.077260448039937,1147.787207030999980
393,392,-93.530716170859307,44.077221448039936,1148.120551214999978
394,393,-93.530716170859307,44.077182448039927,1148.271633571999928
395,394,-93.530716170859307,44.077143448039934,1148.363182915999914
396,395,-93.530716170859307,44.077104448039933,1147.970808919000092
397,396,-93.530716170859307,44.077065448039932,1147.153686523000033
398,397,-93.530716170859307,44.077026448039931,1146.140119765000009
399,398,-93.530716170859307,44.076987448039937,1145.402092827999923
400,399,-93.530716170859307,44.076948448039936,1144.928556314999923
401,400,-93.530716170859307,44.076909448039935,1144.323730469000111
402,401,-93.530716170859307,44.076870448039934,1143.712785509000014
403,402,-93.530716170859307,44.076831448039933,1143.117445203999978
404,403,-93.530677170859320,44.078001448039934,1147.037272134999967
405,404,-93.530677170859320,44.077962448039933,1147.020253499000091
406,405,-93.530677170859320,44.077923448039925,1146.758819579999908
407,406,-93.530677170859320,44.077884448039931,1146.263627115999952
408,407,-93.530677170859320,44.077845448039938,1145.647349040000108
409,408,-93.530677170859320,44.077806448039937,1144.991729736000025
410,409,-93.530677170859320,44.077767448039928,1144.678602430999945
411,410,-93.530677170859320,44.077728448039935,1144.492968750000045
412,411,-93.530677170859320,44.077689448039933,1144.248409694999964
413,412,-93.530677170859320,44.077650448039932,1143.993191189000072
414,413,-93.530677170859320,44.077611448039931,1143.998714870999947
415,414,-93.530677170859320,44.077572448039938,1144.325467935999995
416,415,-93.530677170859320,44.077533448039937,1144.735846625000022
417,416,-93.530677170859320,44.077494448039936,1145.105000814000050
418,417,-93.530677170859320,44.077455448039935,1145.619069416999992
419,418,-93.530677170859320,44.077416448039934,1146.184313965000001
420,419,-93.530677170859320,44.077377448039933,1146.692650688999947
421,420,-93.530677170859320,44.077338448039924,1147.021026611000025
422,421,-93.530677170859320,44.077299448039945,1147.289313422000077
423,422,-93.530677170859320,44.077260448039937,1147.728108724000094
424,423,-93.530677170859320,44.077221448039936,1148.068701850000025
425,424,-93.530677170859320,44.077182448039927,1148.224633111000003
426,425,-93.530677170859320,44.077143448039934,1148.301411946999906
427,426,-93.530677170859320,44.077104448039933,1147.927140299000030
428,427,-93.530677170859320,44.077065448039932,1147.127658419999989
429,428,-93.530677170859320,44.077026448039931,1146.123524983999914
430,429,-93.530677170859320,44.076987448039937,1145.391967773000033
431,430,-93.530677170859320,44.076948448039936,1144.915193685000077
432,431,-93.530677170859320,44.076909448039935,1144.313791910999953
433,432,-93.530677170859320,44.076870448039934,1143.701426187999914
434,433,-93.530677170859320,44.076831448039933,1143.166022406999900
435,434,-93.530638170859319,44.078001448039934,1146.697062173999939
436,435,-93.530638170859319,44.077962448039933,1146.685475666999992
437,436,-93.530638170859319,44.077923448039925,1146.429660372999933
438,437,-93.530638170859319,44.077884448039931,1145.959977213999991
439,438,-93.530638170859319,44.077845448039938,1145.339935302999947
440,439,-93.530638170859319,44.077806448039937,1144.698527018000050
441,440,-93.530638170859319,44.077767448039928,1144.389604357000053
442,441,-93.530638170859319,44.077728448039935,1144.217464193000069
443,442,-93.530638170859319,44.077689448039933,1144.004279242999928
444,443,-93.530638170859319,44.077650448039932,1143.776062012000011
445,444,-93.530638170859319,44.077611448039931,1143.795925564000072
446,445,-93.530638170859319,44.077572448039938,1144.135144043000082
447,446,-93.530638170859319,44.077533448039937,1144.560601127999917
448,447,-93.530638170859319,44.077494448039936,1144.941867405000039
449,448,-93.530638170859319,44.077455448039935,1145.477474636999887
450,449,-93.530638170859319,44.077416448039934,1146.070048013999894
451,450,-93.530638170859319,44.077377448039933,1146.607679578999978
452,451,-93.530638170859319,44.077338448039924,1146.914089627000067
453,452,-93.530638170859319,44.077299448039945,1147.199062770999944
454,453,-93.530638170859319,44.077260448039937,1147.636576334999972
455,454,-93.530638170859319,44.077221448039936,1147.984297011000081
456,455,-93.530638170859319,44.077182448039927,1148.138031005999892
457,456,-93.530638170859319,44.077143448039934,1148.212015787999917
458,457,-93.530638170859319,44.077104448039933,1147.848718261999920
459,458,-93.530638170859319,44.077065448039932,1147.051177978999931
460,459,-93.530638170859319,44.077026448039931,1146.056454129000031
461,460,-93.530638170859319,44.076987448039937,1145.330973307000022
462,461,-93.530638170859319,44.076948448039936,1144.872505696999951
463,462,-93.530638170859319,44.076909448039935,1144.265618218000100
464,463,-93.530638170859319,44.076870448039934,1143.693942599999900
465,464,-93.530638170859319,44.076831448039933,1143.254774305999945
